
m = 22;

n = 22;

p = 2;

q = 2;

proba = 
[[[0.28,0.59,0.09,0.57,0.49,0.55,0.28,0.59,0.21,0.37,0.33,0.54,0.09,0.36,0.56,0.51,0.34,0.42,0.15,0.22,0.41,0.24],
[0.03,0.57,0.09,0.56,0.04,0.25,0.28,0.29,0.50,0.56,0.28,0.59,0.53,0.17,0.55,0.20,0.16,0.16,0.57,0.49,0.10,0.07],
[0.25,0.06,0.58,0.59,0.48,0.13,0.21,0.29,0.37,0.25,0.26,0.46,0.21,0.30,0.11,0.49,0.59,0.01,0.45,0.27,0.01,0.37],
[0.44,0.55,0.58,0.00,0.11,0.55,0.50,0.21,0.02,0.15,0.27,0.59,0.14,0.15,0.13,0.36,0.44,0.49,0.01,0.10,0.35,0.21],
[0.40,0.46,0.10,0.39,0.48,0.55,0.06,0.48,0.32,0.50,0.43,0.30,0.51,0.55,0.25,0.40,0.16,0.26,0.56,0.42,0.25,0.10],
[0.57,0.38,0.45,0.41,0.27,0.46,0.50,0.03,0.07,0.31,0.49,0.17,0.10,0.37,0.12,0.16,0.25,0.44,0.06,0.08,0.14,0.57],
[0.03,0.38,0.38,0.19,0.04,0.33,0.01,0.30,0.43,0.58,0.08,0.28,0.38,0.35,0.14,0.29,0.38,0.22,0.59,0.27,0.39,0.09],
[0.04,0.51,0.26,0.28,0.34,0.32,0.37,0.48,0.29,0.40,0.26,0.07,0.59,0.30,0.40,0.60,0.00,0.23,0.57,0.08,0.51,0.36],
[0.43,0.06,0.04,0.21,0.27,0.04,0.47,0.06,0.13,0.51,0.57,0.39,0.19,0.31,0.11,0.56,0.19,0.40,0.36,0.45,0.47,0.35],
[0.15,0.27,0.34,0.15,0.49,0.32,0.23,0.41,0.07,0.06,0.46,0.12,0.26,0.14,0.16,0.14,0.20,0.29,0.05,0.17,0.08,0.24],
[0.47,0.18,0.20,0.06,0.58,0.56,0.51,0.45,0.31,0.06,0.12,0.05,0.22,0.01,0.36,0.45,0.42,0.44,0.50,0.28,0.55,0.17],
[0.42,0.11,0.31,0.02,0.40,0.36,0.18,0.47,0.60,0.06,0.06,0.20,0.12,0.04,0.16,0.03,0.49,0.47,0.09,0.00,0.52,0.31],
[0.01,0.29,0.15,0.43,0.12,0.06,0.11,0.08,0.23,0.53,0.19,0.53,0.55,0.58,0.29,0.13,0.46,0.29,0.19,0.52,0.49,0.31],
[0.56,0.05,0.34,0.45,0.52,0.44,0.45,0.44,0.14,0.47,0.13,0.30,0.30,0.26,0.35,0.41,0.33,0.58,0.34,0.52,0.51,0.29],
[0.50,0.20,0.43,0.36,0.49,0.02,0.28,0.37,0.33,0.24,0.43,0.08,0.08,0.35,0.51,0.53,0.19,0.06,0.40,0.32,0.35,0.09],
[0.58,0.11,0.50,0.31,0.09,0.25,0.23,0.60,0.54,0.14,0.20,0.37,0.50,0.09,0.39,0.18,0.46,0.12,0.42,0.29,0.20,0.50],
[0.04,0.12,0.43,0.23,0.17,0.23,0.56,0.53,0.32,0.54,0.03,0.22,0.25,0.12,0.47,0.48,0.12,0.41,0.02,0.32,0.18,0.52],
[0.41,0.57,0.10,0.28,0.10,0.52,0.57,0.30,0.41,0.00,0.41,0.24,0.24,0.59,0.47,0.19,0.51,0.19,0.13,0.55,0.42,0.38],
[0.07,0.29,0.26,0.19,0.10,0.28,0.51,0.28,0.20,0.32,0.25,0.30,0.60,0.34,0.21,0.56,0.04,0.03,0.57,0.46,0.27,0.20],
[0.45,0.14,0.39,0.36,0.33,0.52,0.31,0.15,0.30,0.38,0.43,0.56,0.57,0.53,0.23,0.48,0.21,0.43,0.20,0.46,0.13,0.20],
