
m = 12;

n = 12;

p = 3;

q = 3;

proba = 
[[[0.36,0.47,0.13,0.27,0.38,0.24,0.35,0.55,0.17,0.55,0.12,0.57],
[0.23,0.42,0.32,0.38,0.16,0.29,0.11,0.02,0.35,0.51,0.17,0.13],
[0.04,0.00,0.01,0.59,0.16,0.22,0.25,0.52,0.09,0.38,0.18,0.48],
[0.02,0.54,0.43,0.19,0.49,0.55,0.16,0.12,0.37,0.48,0.50,0.53],
[0.17,0.01,0.56,0.51,0.52,0.12,0.05,0.57,0.13,0.05,0.56,0.28],
[0.28,0.21,0.20,0.37,0.59,0.38,0.25,0.01,0.32,0.08,0.20,0.21],
[0.03,0.36,0.33,0.41,0.24,0.23,0.34,0.40,0.25,0.30,0.32,0.17],
[0.42,0.36,0.14,0.55,0.42,0.10,0.23,0.09,0.30,0.43,0.46,0.30],
[0.21,0.11,0.31,0.53,0.19,0.51,0.14,0.23,0.27,0.47,0.04,0.50],
[0.11,0.38,0.31,0.35,0.07,0.03,0.52,0.49,0.39,0.06,0.44,0.21],
[0.16,0.07,0.30,0.46,0.50,0.16,0.16,0.11,0.28,0.47,0.04,0.47],
[0.37,0.18,0.10,0.04,0.05,0.13,0.54,0.16,0.51,0.25,0.51,0.58]],
[[0.28,0.44,0.47,0.07,0.50,0.31,0.27,0.06,0.38,0.57,0.53,0.27],
[0.14,0.09,0.38,0.41,0.55,0.43,0.28,0.33,0.01,0.38,0.36,0.06],
[0.51,0.31,0.22,0.42,0.56,0.14,0.39,0.23,0.58,0.26,0.30,0.48],
[0.57,0.57,0.54,0.35,0.54,0.46,0.02,0.08,0.55,0.41,0.49,0.50],
[0.23,0.17,0.23,0.24,0.55,0.59,0.31,0.45,0.30,0.53,0.27,0.25],
[0.07,0.06,0.48,0.04,0.33,0.18,0.52,0.30,0.15,0.46,0.05,0.10],
[0.32,0.08,0.18,0.27,0.48,0.06,0.17,0.12,0.23,0.39,0.36,0.18],
[0.38,0.07,0.03,0.08,0.60,0.30,0.33,0.07,0.37,0.22,0.11,0.10],
[0.40,0.03,0.40,0.56,0.49,0.45,0.05,0.21,0.53,0.23,0.48,0.41],
[0.29,0.05,0.53,0.53,0.44,0.29,0.11,0.23,0.36,0.14,0.31,0.36],
[0.45,0.04,0.42,0.21,0.26,0.54,0.31,0.06,0.57,0.12,0.01,0.46],
[0.57,0.07,0.07,0.50,0.29,0.55,0.32,0.59,0.59,0.25,0.51,0.43]],
[[0.54,0.02,0.06,0.30,0.16,0.37,0.05,0.01,0.41,0.48,0.22,0.06],
[0.41,0.54,0.12,0.38,0.05,0.14,0.24,0.02,0.21,0.31,0.52,0.50],
