
m = 22;

n = 22;

p = 2;

q = 2;

proba = 
[[[0.19,0.47,0.59,0.27,0.18,0.08,0.44,0.57,0.49,0.18,0.50,0.06,0.09,0.24,0.17,0.43,0.48,0.45,0.45,0.30,0.37,0.48],
[0.37,0.32,0.10,0.41,0.08,0.42,0.22,0.09,0.06,0.42,0.56,0.06,0.09,0.14,0.13,0.53,0.12,0.02,0.11,0.02,0.08,0.20],
[0.26,0.25,0.02,0.14,0.11,0.47,0.44,0.48,0.36,0.20,0.19,0.46,0.02,0.28,0.28,0.24,0.36,0.34,0.06,0.32,0.40,0.15],
[0.46,0.53,0.07,0.58,0.55,0.18,0.00,0.03,0.38,0.26,0.29,0.40,0.40,0.39,0.28,0.24,0.27,0.04,0.44,0.46,0.49,0.46],
[0.14,0.17,0.10,0.50,0.51,0.15,0.22,0.31,0.30,0.08,0.24,0.38,0.06,0.19,0.56,0.06,0.23,0.34,0.33,0.51,0.14,0.13],
[0.31,0.41,0.37,0.58,0.45,0.21,0.44,0.34,0.07,0.58,0.51,0.17,0.48,0.42,0.32,0.10,0.13,0.02,0.18,0.37,0.40,0.24],
[0.56,0.35,0.31,0.19,0.09,0.03,0.10,0.22,0.16,0.41,0.04,0.53,0.39,0.49,0.14,0.23,0.23,0.21,0.20,0.14,0.37,0.08],
[0.56,0.09,0.18,0.09,0.12,0.36,0.46,0.51,0.01,0.42,0.27,0.32,0.01,0.35,0.35,0.11,0.58,0.51,0.51,0.02,0.44,0.30],
[0.50,0.58,0.53,0.13,0.19,0.13,0.26,0.57,0.22,0.22,0.06,0.40,0.31,0.18,0.16,0.17,0.09,0.17,0.59,0.35,0.48,0.59],
[0.11,0.23,0.10,0.09,0.15,0.01,0.10,0.59,0.32,0.00,0.57,0.24,0.13,0.17,0.38,0.39,0.13,0.59,0.01,0.20,0.39,0.32],
[0.37,0.55,0.49,0.46,0.12,0.48,0.22,0.00,0.47,0.33,0.23,0.57,0.41,0.38,0.59,0.51,0.37,0.30,0.52,0.34,0.55,0.04],
[0.51,0.32,0.43,0.05,0.32,0.45,0.24,0.11,0.17,0.02,0.06,0.06,0.48,0.18,0.54,0.09,0.18,0.41,0.42,0.41,0.38,0.23],
[0.19,0.37,0.15,0.56,0.07,0.06,0.30,0.02,0.11,0.21,0.34,0.54,0.26,0.06,0.39,0.50,0.16,0.55,0.52,0.22,0.01,0.40],
[0.40,0.55,0.49,0.58,0.36,0.31,0.39,0.14,0.54,0.59,0.51,0.09,0.55,0.58,0.15,0.25,0.60,0.25,0.46,0.34,0.19,0.12],
[0.39,0.58,0.03,0.56,0.53,0.55,0.18,0.54,0.34,0.58,0.50,0.23,0.56,0.26,0.54,0.36,0.40,0.48,0.34,0.31,0.57,0.29],
[0.30,0.12,0.54,0.29,0.37,0.40,0.03,0.56,0.52,0.42,0.54,0.55,0.38,0.47,0.50,0.56,0.42,0.24,0.54,0.31,0.47,0.51],
[0.57,0.41,0.26,0.37,0.30,0.01,0.09,0.26,0.30,0.38,0.38,0.23,0.08,0.15,0.03,0.10,0.11,0.56,0.52,0.05,0.51,0.30],
[0.52,0.41,0.26,0.34,0.05,0.20,0.05,0.52,0.11,0.02,0.33,0.37,0.40,0.03,0.38,0.48,0.29,0.07,0.27,0.08,0.30,0.34],
[0.23,0.34,0.45,0.34,0.29,0.37,0.39,0.20,0.07,0.32,0.01,0.33,0.06,0.06,0.53,0.11,0.58,0.04,0.13,0.32,0.41,0.53],
[0.35,0.19,0.41,0.04,0.26,0.08,0.12,0.56,0.42,0.34,0.30,0.26,0.08,0.59,0.03,0.47,0.20,0.11,0.19,0.21,0.44,0.25],
[0.27,0.37,0.36,0.25,0.41,0.49,0.57,0.22,0.42,0.32,0.41,0.23,0.36,0.07,0.31,0.48,0.03,0.13,0.22,0.33,0.39,0.30],
[0.32,0.43,0.18,0.51,0.53,0.37,0.12,0.37,0.02,0.39,0.15,0.38,0.04,0.56,0.27,0.01,0.18,0.09,0.33,0.59,0.33,0.09]],
[[0.06,0.04,0.57,0.08,0.17,0.19,0.41,0.56,0.50,0.13,0.39,0.07,0.04,0.32,0.45,0.16,0.10,0.46,0.55,0.24,0.24,0.60],
[0.20,0.51,0.01,0.38,0.01,0.34,0.37,0.33,0.43,0.43,0.37,0.40,0.51,0.53,0.60,0.32,0.49,0.49,0.45,0.28,0.57,0.49],
[0.01,0.41,0.06,0.10,0.28,0.01,0.35,0.52,0.01,0.55,0.43,0.02,0.33,0.44,0.36,0.10,0.17,0.20,0.53,0.54,0.00,0.44],
[0.47,0.60,0.16,0.37,0.49,0.01,0.05,0.46,0.51,0.06,0.27,0.56,0.16,0.55,0.58,0.51,0.47,0.59,0.46,0.30,0.01,0.19],
[0.14,0.37,0.29,0.31,0.57,0.21,0.25,0.57,0.05,0.12,0.57,0.21,0.49,0.46,0.22,0.54,0.32,0.13,0.60,0.59,0.09,0.16],
[0.54,0.07,0.07,0.40,0.06,0.52,0.11,0.06,0.11,0.25,0.43,0.40,0.56,0.40,0.01,0.21,0.37,0.06,0.33,0.33,0.27,0.22],
[0.19,0.50,0.16,0.51,0.03,0.16,0.49,0.12,0.32,0.43,0.19,0.39,0.23,0.25,0.31,0.34,0.31,0.42,0.58,0.15,0.22,0.54],
[0.55,0.23,0.15,0.31,0.29,0.49,0.05,0.57,0.11,0.24,0.46,0.27,0.14,0.49,0.43,0.04,0.01,0.15,0.46,0.20,0.54,0.10],
[0.45,0.25,0.43,0.16,0.07,0.42,0.30,0.29,0.36,0.25,0.52,0.51,0.56,0.21,0.40,0.01,0.17,0.51,0.25,0.04,0.18,0.39],
[0.53,0.01,0.43,0.54,0.16,0.29,0.14,0.09,0.38,0.58,0.34,0.22,0.14,0.41,0.03,0.45,0.10,0.39,0.10,0.01,0.31,0.06],
[0.22,0.11,0.07,0.40,0.02,0.32,0.43,0.20,0.11,0.36,0.21,0.54,0.30,0.37,0.23,0.43,0.46,0.01,0.42,0.20,0.23,0.56],
[0.01,0.26,0.41,0.11,0.06,0.51,0.12,0.36,0.57,0.34,0.47,0.05,0.14,0.49,0.37,0.57,0.09,0.48,0.34,0.30,0.42,0.03],
[0.06,0.04,0.47,0.52,0.05,0.28,0.12,0.28,0.25,0.13,0.54,0.06,0.24,0.60,0.57,0.36,0.36,0.54,0.10,0.23,0.59,0.24],
[0.13,0.36,0.22,0.22,0.24,0.55,0.51,0.05,0.59,0.57,0.09,0.45,0.50,0.15,0.14,0.02,0.43,0.38,0.15,0.37,0.44,0.39],
[0.36,0.41,0.15,0.12,0.36,0.26,0.36,0.35,0.50,0.49,0.11,0.12,0.10,0.35,0.07,0.01,0.40,0.06,0.59,0.50,0.51,0.48],
[0.04,0.04,0.50,0.47,0.43,0.06,0.23,0.27,0.45,0.60,0.08,0.00,0.12,0.44,0.26,0.48,0.19,0.16,0.37,0.30,0.28,0.47],
[0.05,0.35,0.48,0.45,0.40,0.47,0.35,0.31,0.35,0.39,0.35,0.25,0.26,0.18,0.31,0.49,0.45,0.16,0.49,0.54,0.16,0.01],
[0.38,0.42,0.49,0.57,0.58,0.25,0.28,0.26,0.12,0.33,0.01,0.00,0.18,0.41,0.47,0.53,0.12,0.22,0.31,0.47,0.47,0.57],
[0.06,0.17,0.46,0.51,0.33,0.35,0.44,0.49,0.36,0.22,0.31,0.25,0.20,0.29,0.50,0.47,0.55,0.02,0.20,0.56,0.02,0.37],
[0.37,0.49,0.30,0.49,0.11,0.01,0.37,0.58,0.58,0.43,0.15,0.45,0.33,0.48,0.20,0.18,0.37,0.55,0.40,0.08,0.20,0.59],
[0.37,0.10,0.46,0.32,0.13,0.06,0.29,0.15,0.44,0.06,0.04,0.13,0.55,0.15,0.15,0.32,0.13,0.13,0.15,0.28,0.58,0.48],
[0.16,0.17,0.06,0.53,0.13,0.46,0.00,0.33,0.45,0.38,0.43,0.32,0.10,0.56,0.38,0.39,0.11,0.21,0.45,0.15,0.35,0.40]],
[[0.30,0.50,0.12,0.43,0.03,0.27,0.11,0.01,0.15,0.26,0.18,0.21,0.19,0.31,0.07,0.19,0.04,0.52,0.57,0.47,0.24,0.07],
[0.43,0.02,0.46,0.54,0.24,0.30,0.09,0.59,0.11,0.39,0.48,0.23,0.22,0.51,0.50,0.33,0.52,0.06,0.59,0.10,0.27,0.18],
