
m = 16;

n = 16;

p = 2;

q = 2;

proba = 
[[[0.46,0.32,0.36,0.18,0.47,0.40,0.45,0.26,0.40,0.33,0.10,0.59,0.15,0.51,0.57,0.04],
[0.10,0.43,0.37,0.48,0.55,0.60,0.42,0.06,0.48,0.11,0.32,0.44,0.40,0.45,0.18,0.26],
[0.17,0.54,0.44,0.03,0.34,0.29,0.30,0.14,0.02,0.40,0.13,0.17,0.31,0.10,0.21,0.41],
[0.52,0.58,0.29,0.48,0.58,0.11,0.54,0.46,0.22,0.26,0.30,0.02,0.11,0.48,0.27,0.28],
[0.43,0.11,0.32,0.17,0.40,0.01,0.31,0.42,0.41,0.43,0.59,0.12,0.53,0.20,0.53,0.45],
[0.18,0.22,0.33,0.16,0.32,0.27,0.02,0.54,0.54,0.32,0.56,0.05,0.20,0.23,0.33,0.03],
[0.35,0.05,0.20,0.15,0.06,0.51,0.57,0.47,0.34,0.56,0.59,0.27,0.16,0.52,0.13,0.34],
[0.14,0.46,0.50,0.46,0.13,0.51,0.40,0.07,0.23,0.37,0.12,0.44,0.60,0.45,0.47,0.35],
[0.50,0.07,0.49,0.56,0.58,0.46,0.44,0.32,0.43,0.43,0.59,0.59,0.35,0.12,0.33,0.48],
[0.58,0.23,0.34,0.11,0.14,0.15,0.18,0.38,0.51,0.30,0.22,0.51,0.15,0.08,0.26,0.06],
[0.15,0.15,0.02,0.13,0.01,0.45,0.44,0.44,0.28,0.43,0.43,0.03,0.55,0.16,0.51,0.53],
[0.38,0.26,0.04,0.53,0.40,0.21,0.30,0.31,0.51,0.52,0.23,0.07,0.00,0.48,0.12,0.15],
[0.03,0.14,0.28,0.04,0.59,0.12,0.48,0.28,0.56,0.31,0.31,0.51,0.47,0.22,0.43,0.25],
[0.48,0.47,0.18,0.28,0.08,0.48,0.60,0.60,0.40,0.22,0.06,0.40,0.10,0.18,0.55,0.13],
[0.32,0.23,0.18,0.32,0.36,0.06,0.60,0.31,0.37,0.30,0.22,0.24,0.53,0.05,0.50,0.40],
[0.52,0.08,0.08,0.60,0.56,0.08,0.59,0.36,0.30,0.06,0.16,0.40,0.24,0.11,0.54,0.56]],
[[0.35,0.11,0.28,0.10,0.17,0.28,0.41,0.55,0.59,0.03,0.19,0.51,0.08,0.08,0.32,0.60],
[0.16,0.40,0.60,0.12,0.48,0.59,0.47,0.18,0.05,0.03,0.58,0.29,0.15,0.52,0.25,0.49],
[0.03,0.54,0.59,0.20,0.22,0.41,0.15,0.20,0.44,0.34,0.11,0.52,0.42,0.43,0.51,0.58],
[0.23,0.51,0.09,0.11,0.50,0.57,0.29,0.55,0.60,0.27,0.24,0.14,0.19,0.49,0.03,0.22],
[0.42,0.03,0.42,0.04,0.43,0.57,0.25,0.27,0.30,0.36,0.18,0.12,0.19,0.10,0.10,0.42],
[0.01,0.19,0.53,0.51,0.16,0.22,0.46,0.15,0.49,0.09,0.30,0.08,0.58,0.33,0.30,0.41],
