
m = 16;

n = 16;

p = 2;

q = 2;

proba = 
[[[0.15,0.19,0.09,0.20,0.00,0.25,0.05,0.05,0.12,0.37,0.40,0.44,0.03,0.56,0.48,0.11],
[0.38,0.18,0.19,0.24,0.08,0.39,0.20,0.57,0.17,0.45,0.58,0.43,0.45,0.47,0.39,0.60],
[0.06,0.47,0.20,0.06,0.12,0.25,0.11,0.24,0.03,0.51,0.08,0.06,0.47,0.56,0.16,0.26],
[0.14,0.36,0.49,0.22,0.15,0.09,0.19,0.32,0.54,0.17,0.16,0.39,0.04,0.54,0.39,0.09],
[0.42,0.59,0.15,0.54,0.24,0.26,0.18,0.27,0.17,0.26,0.33,0.04,0.22,0.49,0.30,0.36],
[0.25,0.19,0.58,0.40,0.28,0.17,0.12,0.22,0.34,0.28,0.01,0.37,0.23,0.40,0.46,0.04],
[0.39,0.01,0.58,0.03,0.27,0.16,0.30,0.44,0.41,0.03,0.48,0.03,0.52,0.18,0.40,0.17],
[0.37,0.37,0.57,0.05,0.54,0.09,0.27,0.28,0.37,0.28,0.05,0.60,0.08,0.52,0.04,0.47],
[0.53,0.02,0.50,0.20,0.18,0.20,0.04,0.59,0.24,0.53,0.03,0.16,0.10,0.42,0.33,0.47],
[0.20,0.30,0.52,0.14,0.40,0.20,0.42,0.17,0.48,0.47,0.17,0.56,0.39,0.21,0.43,0.32],
[0.23,0.33,0.52,0.40,0.53,0.56,0.39,0.17,0.49,0.42,0.33,0.59,0.24,0.07,0.47,0.44],
[0.37,0.39,0.58,0.17,0.59,0.40,0.34,0.47,0.27,0.51,0.42,0.06,0.12,0.25,0.38,0.34],
[0.58,0.29,0.15,0.51,0.26,0.54,0.08,0.15,0.36,0.42,0.14,0.60,0.48,0.01,0.44,0.26],
[0.40,0.41,0.43,0.39,0.21,0.17,0.25,0.48,0.07,0.08,0.54,0.19,0.33,0.31,0.53,0.31],
[0.01,0.08,0.22,0.27,0.02,0.30,0.41,0.38,0.11,0.56,0.37,0.60,0.57,0.21,0.26,0.37],
[0.02,0.08,0.16,0.23,0.25,0.41,0.11,0.32,0.49,0.05,0.51,0.22,0.37,0.45,0.52,0.38]],
[[0.52,0.14,0.04,0.54,0.44,0.46,0.32,0.55,0.42,0.09,0.55,0.38,0.30,0.21,0.15,0.33],
[0.29,0.31,0.56,0.54,0.12,0.07,0.26,0.01,0.13,0.18,0.23,0.50,0.02,0.15,0.27,0.55],
[0.29,0.32,0.49,0.13,0.17,0.21,0.09,0.59,0.30,0.04,0.37,0.01,0.25,0.52,0.33,0.54],
[0.23,0.29,0.48,0.35,0.37,0.14,0.36,0.49,0.32,0.59,0.39,0.34,0.14,0.06,0.28,0.44],
[0.38,0.17,0.57,0.55,0.38,0.06,0.54,0.08,0.10,0.31,0.09,0.34,0.23,0.42,0.28,0.46],
[0.12,0.16,0.21,0.48,0.30,0.58,0.38,0.01,0.57,0.16,0.35,0.11,0.23,0.03,0.55,0.00],
[0.21,0.53,0.55,0.59,0.59,0.49,0.08,0.08,0.20,0.17,0.43,0.43,0.59,0.11,0.29,0.11],
[0.26,0.51,0.59,0.56,0.48,0.36,0.57,0.45,0.53,0.32,0.57,0.15,0.35,0.52,0.16,0.56],
[0.45,0.11,0.55,0.43,0.60,0.03,0.52,0.20,0.19,0.34,0.03,0.18,0.45,0.32,0.29,0.11],
[0.22,0.28,0.07,0.11,0.04,0.04,0.56,0.57,0.36,0.53,0.12,0.12,0.45,0.27,0.08,0.30],
[0.38,0.03,0.14,0.38,0.06,0.06,0.58,0.25,0.40,0.00,0.44,0.25,0.32,0.13,0.36,0.54],
[0.40,0.44,0.05,0.44,0.48,0.01,0.41,0.24,0.54,0.53,0.36,0.40,0.20,0.44,0.10,0.58],
[0.47,0.24,0.36,0.53,0.29,0.34,0.19,0.09,0.34,0.02,0.34,0.06,0.15,0.11,0.60,0.55],
[0.55,0.05,0.39,0.43,0.06,0.20,0.07,0.60,0.13,0.44,0.39,0.33,0.28,0.49,0.32,0.15],
[0.13,0.08,0.08,0.42,0.42,0.27,0.51,0.16,0.29,0.26,0.21,0.44,0.37,0.21,0.39,0.31],
[0.26,0.19,0.14,0.31,0.39,0.21,0.31,0.52,0.05,0.10,0.25,0.33,0.59,0.57,0.48,0.12]],
[[0.05,0.56,0.54,0.47,0.23,0.46,0.02,0.52,0.12,0.24,0.36,0.48,0.45,0.15,0.20,0.11],
[0.34,0.34,0.42,0.13,0.55,0.13,0.06,0.00,0.24,0.31,0.33,0.23,0.28,0.20,0.35,0.33],
[0.16,0.29,0.20,0.39,0.15,0.22,0.31,0.26,0.46,0.07,0.15,0.31,0.22,0.34,0.42,0.57],
[0.08,0.24,0.10,0.03,0.37,0.16,0.03,0.01,0.47,0.36,0.24,0.15,0.56,0.59,0.48,0.13],
[0.28,0.08,0.51,0.43,0.30,0.22,0.09,0.16,0.29,0.24,0.47,0.52,0.58,0.29,0.49,0.06],
[0.53,0.59,0.10,0.31,0.15,0.13,0.32,0.02,0.49,0.55,0.17,0.45,0.54,0.06,0.58,0.22],
[0.14,0.49,0.05,0.44,0.12,0.14,0.00,0.41,0.38,0.47,0.33,0.36,0.17,0.22,0.42,0.10],
[0.20,0.52,0.41,0.35,0.05,0.12,0.37,0.54,0.07,0.54,0.39,0.01,0.60,0.37,0.23,0.13],
[0.26,0.28,0.57,0.38,0.41,0.58,0.19,0.19,0.45,0.53,0.55,0.02,0.14,0.37,0.12,0.35],
[0.28,0.52,0.10,0.33,0.04,0.47,0.27,0.12,0.41,0.06,0.13,0.41,0.43,0.36,0.54,0.09],
[0.04,0.52,0.47,0.45,0.50,0.07,0.04,0.35,0.59,0.59,0.36,0.13,0.36,0.48,0.48,0.04],
[0.40,0.58,0.37,0.44,0.45,0.03,0.56,0.26,0.09,0.09,0.07,0.52,0.45,0.01,0.01,0.49],
[0.53,0.48,0.34,0.43,0.55,0.39,0.17,0.54,0.38,0.53,0.07,0.13,0.41,0.55,0.17,0.21],
[0.53,0.54,0.06,0.38,0.57,0.01,0.04,0.06,0.10,0.10,0.57,0.56,0.11,0.58,0.45,0.04],
[0.46,0.19,0.47,0.40,0.58,0.04,0.34,0.36,0.58,0.42,0.49,0.39,0.37,0.06,0.00,0.30],
[0.59,0.06,0.08,0.56,0.07,0.12,0.01,0.17,0.22,0.59,0.13,0.33,0.56,0.58,0.38,0.42]],
[[0.17,0.25,0.22,0.15,0.29,0.56,0.50,0.26,0.38,0.39,0.05,0.15,0.45,0.05,0.46,0.44],
[0.11,0.54,0.40,0.18,0.06,0.42,0.35,0.28,0.40,0.48,0.01,0.36,0.46,0.39,0.18,0.02],
[0.04,0.40,0.17,0.32,0.36,0.07,0.59,0.15,0.46,0.04,0.30,0.31,0.09,0.16,0.15,0.20],
[0.10,0.55,0.38,0.16,0.36,0.13,0.43,0.17,0.01,0.44,0.53,0.47,0.23,0.11,0.49,0.27],
[0.51,0.06,0.59,0.27,0.13,0.58,0.42,0.59,0.02,0.12,0.30,0.11,0.28,0.45,0.31,0.38],
[0.39,0.08,0.53,0.16,0.21,0.37,0.32,0.22,0.21,0.25,0.09,0.44,0.36,0.58,0.11,0.27],
[0.04,0.11,0.54,0.17,0.09,0.36,0.17,0.11,0.47,0.46,0.22,0.15,0.31,0.52,0.53,0.10],
[0.01,0.46,0.26,0.22,0.22,0.59,0.44,0.44,0.24,0.53,0.28,0.60,0.52,0.39,0.26,0.56],
[0.50,0.20,0.14,0.59,0.56,0.30,0.09,0.43,0.16,0.31,0.58,0.47,0.23,0.51,0.58,0.24],
[0.37,0.24,0.46,0.59,0.23,0.30,0.43,0.47,0.23,0.10,0.46,0.15,0.50,0.13,0.11,0.40],
[0.33,0.25,0.38,0.29,0.55,0.47,0.12,0.11,0.18,0.10,0.58,0.41,0.01,0.56,0.05,0.37],
[0.20,0.50,0.36,0.43,0.20,0.19,0.30,0.43,0.29,0.16,0.58,0.19,0.29,0.09,0.58,0.02],
[0.34,0.36,0.31,0.29,0.24,0.43,0.40,0.42,0.53,0.38,0.23,0.53,0.34,0.27,0.30,0.55],
[0.18,0.06,0.38,0.38,0.25,0.07,0.21,0.54,0.23,0.19,0.13,0.52,0.28,0.11,0.54,0.02],
[0.47,0.25,0.31,0.11,0.08,0.11,0.53,0.00,0.49,0.16,0.53,0.24,0.43,0.24,0.18,0.01],
[0.30,0.56,0.38,0.55,0.03,0.59,0.49,0.27,0.18,0.01,0.19,0.46,0.12,0.13,0.49,0.60]]];

alpha = 
[0.53,0.47,0.44,0.55];

c = 
[[10,6,7,9,4,3,9,5,10,7,10,5,4,3,2,3],
[2,7,7,5,7,9,4,7,8,9,8,2,10,4,7,7],
[9,10,5,9,2,10,3,10,6,2,2,7,3,2,8,10],
[5,3,2,10,10,2,5,7,10,2,6,7,3,2,10,8],
[8,4,6,8,10,7,5,6,8,3,9,7,10,6,7,4],
[5,5,10,4,6,4,8,3,5,10,6,6,10,5,3,5],
[5,5,2,4,10,3,6,7,2,2,4,10,5,7,3,8],
[8,2,2,3,5,6,2,6,5,6,8,2,7,7,5,10],
[10,3,2,9,2,4,4,2,5,4,10,8,9,9,5,4],
[7,3,4,8,5,4,3,6,7,7,6,3,3,7,10,2],
[8,10,8,6,3,10,6,6,3,3,10,8,10,3,10,5],
[4,10,2,6,4,2,10,9,7,6,8,9,9,7,7,7],
[6,2,9,6,10,5,8,9,6,8,4,4,9,2,7,9],
[10,5,4,10,5,4,8,9,6,4,7,4,9,10,7,3],
[2,6,7,8,7,4,5,9,10,7,2,6,5,5,5,5],
[7,5,4,10,5,9,8,9,9,2,10,7,9,6,8,7]];
