
m = 24;

n = 24;

p = 2;

q = 2;

proba = 
[[[0.53,0.37,0.54,0.15,0.09,0.26,0.40,0.06,0.28,0.43,0.40,0.48,0.48,0.17,0.25,0.09,0.06,0.11,0.08,0.52,0.58,0.04,0.02,0.58],
[0.24,0.36,0.27,0.43,0.10,0.33,0.39,0.03,0.10,0.33,0.18,0.19,0.60,0.58,0.25,0.28,0.41,0.05,0.16,0.28,0.22,0.41,0.38,0.28],
[0.52,0.46,0.20,0.50,0.49,0.22,0.49,0.14,0.58,0.16,0.57,0.07,0.49,0.36,0.10,0.59,0.10,0.28,0.18,0.09,0.26,0.43,0.37,0.07],
[0.49,0.53,0.35,0.11,0.35,0.13,0.38,0.27,0.59,0.58,0.17,0.48,0.20,0.05,0.02,0.17,0.21,0.59,0.25,0.10,0.35,0.35,0.09,0.45],
[0.03,0.27,0.54,0.29,0.10,0.31,0.36,0.59,0.24,0.12,0.09,0.59,0.25,0.47,0.26,0.24,0.45,0.42,0.12,0.05,0.48,0.14,0.22,0.09],
[0.13,0.47,0.19,0.48,0.22,0.27,0.33,0.25,0.54,0.27,0.54,0.04,0.58,0.30,0.03,0.22,0.42,0.12,0.21,0.07,0.60,0.47,0.31,0.45],
[0.29,0.43,0.50,0.17,0.57,0.13,0.26,0.11,0.60,0.45,0.59,0.21,0.12,0.32,0.46,0.06,0.59,0.40,0.10,0.58,0.10,0.13,0.20,0.52],
[0.25,0.41,0.59,0.25,0.28,0.30,0.10,0.58,0.13,0.60,0.15,0.10,0.12,0.41,0.21,0.12,0.26,0.20,0.33,0.38,0.52,0.19,0.44,0.52],
[0.59,0.54,0.49,0.10,0.07,0.09,0.02,0.33,0.51,0.02,0.57,0.19,0.32,0.07,0.17,0.44,0.07,0.32,0.54,0.19,0.14,0.15,0.31,0.40],
[0.35,0.04,0.18,0.27,0.23,0.02,0.19,0.23,0.57,0.09,0.33,0.04,0.18,0.35,0.37,0.09,0.37,0.34,0.28,0.08,0.41,0.45,0.52,0.47],
[0.18,0.47,0.06,0.32,0.02,0.37,0.11,0.37,0.41,0.30,0.05,0.04,0.32,0.24,0.27,0.29,0.32,0.60,0.33,0.50,0.35,0.10,0.59,0.11],
[0.44,0.27,0.19,0.24,0.13,0.12,0.12,0.30,0.59,0.18,0.02,0.01,0.54,0.13,0.38,0.35,0.43,0.43,0.39,0.15,0.06,0.06,0.43,0.39],
[0.06,0.16,0.29,0.40,0.26,0.28,0.51,0.09,0.55,0.11,0.34,0.07,0.22,0.45,0.38,0.21,0.03,0.40,0.22,0.57,0.53,0.60,0.32,0.36],
[0.42,0.11,0.51,0.49,0.18,0.34,0.27,0.23,0.51,0.56,0.03,0.16,0.24,0.55,0.26,0.19,0.05,0.59,0.26,0.28,0.45,0.04,0.49,0.47],
[0.44,0.11,0.44,0.37,0.11,0.17,0.13,0.53,0.28,0.04,0.41,0.46,0.39,0.09,0.09,0.29,0.05,0.12,0.46,0.28,0.07,0.11,0.47,0.12],
[0.11,0.13,0.40,0.55,0.17,0.29,0.43,0.01,0.40,0.27,0.38,0.50,0.44,0.51,0.43,0.12,0.55,0.24,0.58,0.33,0.33,0.07,0.03,0.38],
[0.19,0.48,0.06,0.26,0.60,0.53,0.38,0.10,0.06,0.18,0.06,0.23,0.47,0.49,0.24,0.27,0.16,0.02,0.17,0.60,0.53,0.00,0.12,0.48],
[0.25,0.10,0.21,0.58,0.17,0.24,0.36,0.36,0.12,0.41,0.02,0.11,0.34,0.41,0.22,0.41,0.59,0.28,0.04,0.46,0.16,0.28,0.13,0.32],
[0.30,0.31,0.32,0.23,0.31,0.44,0.10,0.56,0.54,0.31,0.54,0.11,0.55,0.30,0.48,0.07,0.11,0.50,0.18,0.45,0.31,0.40,0.26,0.30],
[0.07,0.30,0.16,0.23,0.58,0.30,0.55,0.28,0.01,0.27,0.51,0.32,0.11,0.01,0.28,0.05,0.32,0.22,0.16,0.27,0.52,0.04,0.34,0.03],
[0.55,0.52,0.48,0.26,0.32,0.14,0.56,0.39,0.44,0.12,0.02,0.43,0.42,0.57,0.11,0.43,0.24,0.02,0.15,0.35,0.03,0.43,0.40,0.35],
[0.05,0.57,0.02,0.56,0.01,0.36,0.59,0.56,0.27,0.47,0.21,0.59,0.01,0.17,0.38,0.46,0.29,0.40,0.29,0.11,0.37,0.39,0.53,0.02],
[0.41,0.08,0.37,0.44,0.51,0.18,0.19,0.56,0.15,0.20,0.52,0.16,0.56,0.51,0.12,0.23,0.38,0.33,0.22,0.40,0.50,0.00,0.26,0.19],
[0.40,0.54,0.29,0.18,0.34,0.23,0.20,0.15,0.31,0.57,0.59,0.21,0.14,0.17,0.17,0.29,0.38,0.09,0.45,0.34,0.00,0.56,0.57,0.39]],
[[0.29,0.19,0.19,0.19,0.19,0.44,0.38,0.60,0.39,0.07,0.17,0.13,0.29,0.37,0.27,0.60,0.34,0.26,0.21,0.48,0.43,0.38,0.17,0.21],
[0.47,0.02,0.54,0.47,0.58,0.51,0.26,0.27,0.10,0.45,0.46,0.30,0.29,0.24,0.29,0.08,0.31,0.47,0.20,0.00,0.23,0.48,0.00,0.57],
[0.14,0.21,0.45,0.57,0.60,0.02,0.18,0.47,0.04,0.12,0.34,0.02,0.03,0.01,0.29,0.14,0.45,0.16,0.43,0.14,0.40,0.13,0.22,0.11],
[0.59,0.43,0.11,0.23,0.30,0.11,0.19,0.44,0.33,0.04,0.41,0.32,0.06,0.59,0.19,0.10,0.11,0.54,0.12,0.14,0.54,0.41,0.28,0.40],
[0.57,0.11,0.54,0.37,0.24,0.16,0.48,0.23,0.59,0.59,0.46,0.30,0.10,0.05,0.14,0.43,0.09,0.55,0.15,0.16,0.55,0.34,0.25,0.06],
[0.28,0.37,0.20,0.22,0.18,0.48,0.02,0.15,0.60,0.56,0.52,0.24,0.13,0.40,0.47,0.12,0.39,0.33,0.41,0.48,0.38,0.55,0.31,0.47],
[0.50,0.46,0.03,0.45,0.20,0.28,0.51,0.48,0.05,0.11,0.10,0.23,0.59,0.12,0.38,0.59,0.08,0.31,0.23,0.21,0.10,0.09,0.33,0.49],
[0.42,0.14,0.38,0.20,0.09,0.09,0.07,0.59,0.54,0.10,0.44,0.15,0.38,0.35,0.03,0.43,0.46,0.13,0.06,0.46,0.25,0.44,0.45,0.34],
[0.15,0.07,0.55,0.25,0.17,0.27,0.14,0.58,0.41,0.52,0.18,0.50,0.00,0.25,0.49,0.55,0.35,0.33,0.09,0.13,0.08,0.12,0.55,0.54],
[0.25,0.01,0.40,0.51,0.45,0.25,0.24,0.00,0.32,0.19,0.25,0.48,0.46,0.40,0.47,0.27,0.31,0.05,0.17,0.32,0.30,0.05,0.26,0.05],
[0.38,0.36,0.18,0.46,0.48,0.13,0.40,0.13,0.14,0.20,0.04,0.60,0.45,0.28,0.60,0.16,0.47,0.25,0.05,0.33,0.05,0.52,0.01,0.36],
[0.57,0.17,0.08,0.27,0.23,0.34,0.32,0.01,0.09,0.50,0.47,0.57,0.03,0.28,0.10,0.17,0.48,0.14,0.17,0.33,0.42,0.17,0.49,0.29],
[0.42,0.54,0.02,0.47,0.46,0.03,0.23,0.43,0.20,0.30,0.10,0.43,0.04,0.42,0.44,0.14,0.32,0.32,0.11,0.34,0.60,0.21,0.51,0.47],
[0.35,0.08,0.20,0.17,0.25,0.09,0.46,0.07,0.03,0.48,0.53,0.49,0.51,0.16,0.31,0.12,0.46,0.41,0.55,0.51,0.23,0.39,0.04,0.54],
[0.11,0.15,0.29,0.11,0.36,0.20,0.58,0.11,0.28,0.18,0.28,0.53,0.27,0.14,0.60,0.30,0.03,0.53,0.19,0.54,0.09,0.50,0.05,0.56],
[0.31,0.00,0.46,0.54,0.40,0.50,0.48,0.51,0.05,0.17,0.02,0.42,0.37,0.60,0.53,0.05,0.18,0.22,0.58,0.46,0.36,0.58,0.16,0.38],
[0.51,0.35,0.32,0.00,0.25,0.38,0.56,0.57,0.38,0.42,0.50,0.17,0.32,0.38,0.08,0.38,0.55,0.10,0.20,0.32,0.10,0.13,0.37,0.28],
[0.35,0.35,0.14,0.11,0.33,0.30,0.49,0.24,0.05,0.21,0.25,0.31,0.59,0.20,0.27,0.37,0.02,0.17,0.54,0.35,0.56,0.02,0.13,0.50],
[0.12,0.32,0.22,0.22,0.45,0.59,0.50,0.20,0.34,0.04,0.30,0.07,0.34,0.19,0.31,0.39,0.41,0.56,0.10,0.39,0.16,0.37,0.16,0.19],
[0.54,0.10,0.54,0.50,0.12,0.06,0.40,0.24,0.38,0.02,0.46,0.23,0.01,0.36,0.43,0.35,0.40,0.13,0.42,0.14,0.33,0.14,0.53,0.13],
[0.10,0.03,0.53,0.26,0.39,0.09,0.45,0.33,0.18,0.39,0.23,0.31,0.45,0.03,0.55,0.23,0.06,0.41,0.47,0.07,0.17,0.30,0.42,0.56],
[0.43,0.24,0.10,0.16,0.38,0.03,0.29,0.48,0.06,0.22,0.14,0.45,0.30,0.59,0.18,0.49,0.37,0.41,0.19,0.22,0.45,0.14,0.45,0.50],
[0.54,0.32,0.57,0.11,0.02,0.39,0.07,0.45,0.04,0.17,0.00,0.42,0.21,0.29,0.29,0.26,0.51,0.43,0.11,0.21,0.42,0.29,0.09,0.20],
[0.10,0.28,0.42,0.55,0.42,0.27,0.46,0.37,0.59,0.43,0.48,0.01,0.23,0.55,0.45,0.26,0.12,0.46,0.08,0.33,0.15,0.37,0.59,0.06]],
[[0.21,0.10,0.27,0.03,0.39,0.36,0.22,0.49,0.04,0.04,0.45,0.47,0.31,0.30,0.23,0.31,0.13,0.11,0.31,0.36,0.06,0.17,0.02,0.18],
[0.02,0.10,0.51,0.17,0.48,0.50,0.23,0.08,0.60,0.50,0.11,0.39,0.25,0.33,0.28,0.30,0.38,0.13,0.17,0.09,0.43,0.40,0.40,0.56],
[0.51,0.11,0.32,0.57,0.28,0.34,0.15,0.30,0.44,0.06,0.47,0.32,0.56,0.10,0.40,0.56,0.60,0.51,0.35,0.25,0.24,0.03,0.55,0.02],
[0.15,0.12,0.11,0.58,0.52,0.50,0.54,0.42,0.01,0.26,0.39,0.29,0.00,0.54,0.59,0.44,0.59,0.46,0.16,0.56,0.56,0.56,0.52,0.56],
[0.47,0.26,0.22,0.11,0.29,0.17,0.13,0.44,0.29,0.24,0.42,0.20,0.14,0.37,0.02,0.15,0.03,0.41,0.44,0.03,0.35,0.43,0.47,0.34],
[0.29,0.03,0.30,0.25,0.59,0.21,0.22,0.46,0.48,0.43,0.57,0.17,0.00,0.10,0.01,0.29,0.34,0.43,0.49,0.48,0.20,0.51,0.03,0.23],
[0.33,0.47,0.26,0.08,0.30,0.13,0.42,0.58,0.16,0.12,0.24,0.15,0.33,0.45,0.01,0.21,0.28,0.58,0.37,0.29,0.08,0.38,0.57,0.42],
