
m = 24;

n = 24;

p = 3;

q = 3;

proba = 
[[[0.16,0.49,0.50,0.51,0.44,0.58,0.18,0.06,0.51,0.16,0.18,0.40,0.59,0.41,0.53,0.15,0.35,0.27,0.15,0.10,0.47,0.29,0.57,0.35],
[0.04,0.21,0.57,0.28,0.41,0.01,0.17,0.57,0.50,0.08,0.48,0.34,0.05,0.06,0.40,0.56,0.22,0.58,0.36,0.20,0.39,0.29,0.35,0.13],
[0.55,0.51,0.23,0.43,0.19,0.21,0.17,0.24,0.42,0.14,0.52,0.23,0.16,0.09,0.20,0.06,0.17,0.08,0.40,0.22,0.15,0.20,0.19,0.37],
[0.18,0.55,0.57,0.57,0.24,0.32,0.10,0.19,0.23,0.33,0.01,0.42,0.54,0.19,0.06,0.36,0.33,0.58,0.59,0.49,0.07,0.19,0.55,0.24],
[0.27,0.35,0.46,0.42,0.55,0.04,0.18,0.13,0.59,0.15,0.10,0.23,0.48,0.20,0.42,0.11,0.53,0.43,0.53,0.47,0.02,0.59,0.23,0.35],
[0.57,0.22,0.24,0.03,0.42,0.18,0.27,0.09,0.53,0.13,0.51,0.47,0.17,0.09,0.00,0.16,0.25,0.10,0.39,0.13,0.30,0.21,0.23,0.23],
[0.04,0.16,0.11,0.06,0.15,0.34,0.41,0.12,0.56,0.05,0.16,0.38,0.23,0.43,0.47,0.16,0.56,0.38,0.03,0.13,0.47,0.03,0.29,0.12],
[0.14,0.09,0.25,0.44,0.30,0.48,0.07,0.34,0.05,0.17,0.40,0.20,0.51,0.21,0.32,0.48,0.26,0.48,0.25,0.49,0.31,0.12,0.04,0.26],
[0.50,0.07,0.39,0.38,0.11,0.09,0.50,0.24,0.17,0.15,0.08,0.47,0.03,0.15,0.21,0.08,0.32,0.00,0.28,0.23,0.21,0.01,0.11,0.47],
[0.49,0.36,0.35,0.19,0.49,0.39,0.46,0.39,0.47,0.25,0.17,0.57,0.33,0.06,0.21,0.51,0.21,0.29,0.38,0.24,0.43,0.58,0.32,0.15],
[0.58,0.00,0.39,0.20,0.01,0.50,0.06,0.49,0.26,0.42,0.09,0.15,0.21,0.54,0.54,0.08,0.19,0.10,0.05,0.52,0.17,0.26,0.43,0.38],
[0.55,0.21,0.02,0.38,0.19,0.34,0.54,0.17,0.34,0.33,0.37,0.35,0.22,0.43,0.24,0.48,0.25,0.33,0.03,0.46,0.27,0.57,0.54,0.46],
[0.07,0.59,0.38,0.24,0.25,0.21,0.02,0.20,0.42,0.04,0.58,0.01,0.38,0.52,0.19,0.12,0.25,0.56,0.47,0.47,0.39,0.11,0.35,0.04],
[0.44,0.38,0.50,0.10,0.35,0.44,0.56,0.42,0.43,0.34,0.07,0.08,0.55,0.09,0.28,0.37,0.13,0.26,0.39,0.51,0.18,0.57,0.04,0.42],
[0.53,0.51,0.29,0.32,0.02,0.04,0.36,0.46,0.42,0.26,0.56,0.17,0.11,0.52,0.60,0.54,0.26,0.06,0.01,0.22,0.15,0.29,0.59,0.28],
[0.55,0.38,0.20,0.13,0.35,0.23,0.55,0.27,0.14,0.24,0.59,0.17,0.29,0.35,0.03,0.11,0.02,0.59,0.28,0.12,0.52,0.28,0.06,0.18],
[0.35,0.07,0.40,0.50,0.36,0.39,0.18,0.31,0.16,0.38,0.43,0.51,0.01,0.38,0.18,0.16,0.02,0.18,0.32,0.31,0.53,0.35,0.42,0.54],
[0.34,0.10,0.07,0.26,0.39,0.12,0.44,0.14,0.19,0.23,0.04,0.55,0.02,0.22,0.26,0.18,0.60,0.09,0.09,0.01,0.47,0.28,0.17,0.50],
[0.45,0.49,0.21,0.38,0.24,0.03,0.33,0.59,0.13,0.39,0.24,0.52,0.51,0.08,0.06,0.11,0.31,0.09,0.06,0.33,0.31,0.32,0.52,0.31],
[0.41,0.01,0.32,0.29,0.28,0.49,0.18,0.14,0.38,0.39,0.52,0.02,0.42,0.24,0.00,0.55,0.03,0.25,0.47,0.55,0.33,0.53,0.06,0.04],
[0.02,0.12,0.38,0.33,0.44,0.30,0.04,0.25,0.30,0.36,0.54,0.59,0.24,0.12,0.12,0.02,0.51,0.04,0.04,0.33,0.28,0.04,0.28,0.31],
[0.29,0.15,0.26,0.02,0.08,0.32,0.06,0.10,0.43,0.44,0.43,0.27,0.14,0.47,0.52,0.44,0.22,0.46,0.43,0.47,0.58,0.55,0.48,0.50],
