
m = 18;

n = 18;

p = 2;

q = 2;

proba = 
[[[0.32,0.53,0.55,0.02,0.43,0.36,0.23,0.57,0.22,0.08,0.16,0.47,0.23,0.25,0.25,0.01,0.23,0.33],
[0.52,0.07,0.56,0.05,0.53,0.53,0.44,0.21,0.47,0.14,0.52,0.10,0.46,0.23,0.03,0.41,0.26,0.46],
[0.17,0.49,0.43,0.39,0.57,0.60,0.25,0.20,0.25,0.50,0.21,0.47,0.23,0.13,0.54,0.19,0.19,0.47],
[0.12,0.03,0.08,0.59,0.17,0.60,0.09,0.03,0.23,0.12,0.44,0.49,0.58,0.01,0.38,0.41,0.39,0.35],
[0.41,0.04,0.55,0.05,0.55,0.17,0.53,0.18,0.30,0.47,0.37,0.49,0.34,0.48,0.52,0.43,0.47,0.09],
[0.42,0.56,0.12,0.06,0.07,0.56,0.55,0.05,0.57,0.33,0.47,0.36,0.09,0.28,0.40,0.04,0.33,0.35],
[0.21,0.26,0.52,0.51,0.13,0.29,0.40,0.47,0.18,0.32,0.30,0.04,0.41,0.12,0.00,0.53,0.18,0.08],
[0.49,0.13,0.13,0.46,0.46,0.60,0.21,0.54,0.27,0.01,0.58,0.00,0.36,0.19,0.26,0.28,0.10,0.39],
[0.57,0.50,0.26,0.15,0.22,0.55,0.19,0.03,0.08,0.20,0.56,0.26,0.27,0.45,0.38,0.40,0.30,0.24],
[0.40,0.52,0.19,0.07,0.53,0.17,0.08,0.29,0.36,0.34,0.57,0.46,0.13,0.54,0.36,0.38,0.09,0.58],
[0.34,0.29,0.01,0.41,0.48,0.57,0.07,0.16,0.42,0.45,0.56,0.12,0.09,0.36,0.04,0.28,0.43,0.57],
[0.45,0.51,0.25,0.21,0.25,0.22,0.07,0.37,0.16,0.43,0.16,0.25,0.41,0.49,0.54,0.42,0.31,0.42],
[0.39,0.38,0.58,0.21,0.23,0.54,0.33,0.33,0.30,0.37,0.01,0.13,0.33,0.46,0.04,0.58,0.07,0.29],
[0.20,0.14,0.06,0.36,0.57,0.21,0.02,0.39,0.11,0.56,0.21,0.42,0.38,0.00,0.20,0.36,0.21,0.43],
[0.30,0.54,0.16,0.59,0.31,0.16,0.12,0.04,0.02,0.16,0.03,0.09,0.45,0.23,0.23,0.51,0.59,0.21],
[0.12,0.01,0.59,0.23,0.57,0.21,0.05,0.35,0.21,0.25,0.11,0.43,0.08,0.41,0.37,0.23,0.40,0.08],
[0.40,0.53,0.13,0.42,0.09,0.15,0.51,0.53,0.39,0.14,0.44,0.38,0.35,0.56,0.39,0.34,0.19,0.36],
[0.55,0.24,0.11,0.16,0.48,0.22,0.59,0.56,0.03,0.36,0.19,0.43,0.44,0.59,0.36,0.57,0.41,0.44]],
[[0.12,0.32,0.38,0.51,0.46,0.22,0.29,0.21,0.18,0.08,0.55,0.37,0.44,0.50,0.01,0.55,0.06,0.49],
[0.17,0.05,0.45,0.20,0.40,0.05,0.03,0.24,0.04,0.39,0.21,0.44,0.23,0.33,0.16,0.01,0.23,0.02],
[0.23,0.52,0.23,0.41,0.60,0.18,0.18,0.44,0.08,0.19,0.39,0.14,0.08,0.56,0.18,0.53,0.16,0.59],
[0.58,0.19,0.23,0.01,0.58,0.44,0.46,0.21,0.16,0.02,0.22,0.40,0.04,0.45,0.32,0.27,0.27,0.31],
[0.45,0.45,0.15,0.52,0.03,0.54,0.06,0.11,0.49,0.24,0.04,0.05,0.23,0.02,0.24,0.45,0.03,0.21],
[0.29,0.48,0.42,0.45,0.50,0.05,0.25,0.54,0.50,0.56,0.21,0.17,0.28,0.06,0.01,0.43,0.58,0.04],
[0.36,0.04,0.16,0.26,0.28,0.20,0.31,0.50,0.22,0.55,0.36,0.24,0.16,0.05,0.13,0.58,0.50,0.03],
[0.03,0.15,0.57,0.53,0.11,0.18,0.10,0.39,0.24,0.11,0.21,0.22,0.16,0.58,0.25,0.31,0.24,0.53],
[0.51,0.54,0.44,0.12,0.49,0.19,0.37,0.05,0.24,0.50,0.03,0.14,0.53,0.06,0.29,0.50,0.60,0.40],
[0.08,0.09,0.19,0.32,0.21,0.40,0.54,0.36,0.38,0.19,0.07,0.01,0.12,0.58,0.56,0.56,0.11,0.44],
[0.15,0.47,0.49,0.40,0.37,0.52,0.54,0.30,0.59,0.22,0.20,0.58,0.02,0.28,0.08,0.21,0.60,0.28],
[0.01,0.53,0.04,0.38,0.12,0.11,0.40,0.25,0.09,0.35,0.21,0.20,0.20,0.36,0.07,0.09,0.16,0.44],
[0.01,0.09,0.14,0.60,0.32,0.34,0.58,0.34,0.01,0.06,0.55,0.01,0.34,0.56,0.54,0.38,0.34,0.07],
[0.49,0.14,0.32,0.59,0.49,0.52,0.19,0.09,0.28,0.26,0.17,0.44,0.10,0.19,0.53,0.24,0.18,0.25],
[0.58,0.16,0.59,0.59,0.22,0.54,0.60,0.56,0.49,0.54,0.34,0.23,0.01,0.23,0.37,0.32,0.22,0.26],
[0.25,0.41,0.34,0.53,0.07,0.51,0.37,0.17,0.10,0.30,0.41,0.28,0.55,0.38,0.45,0.54,0.37,0.07],
[0.48,0.37,0.03,0.37,0.31,0.37,0.60,0.32,0.01,0.37,0.04,0.23,0.02,0.29,0.04,0.36,0.22,0.10],
[0.28,0.59,0.27,0.38,0.30,0.08,0.06,0.25,0.46,0.51,0.19,0.23,0.58,0.06,0.00,0.01,0.43,0.31]],
[[0.38,0.43,0.03,0.39,0.20,0.08,0.02,0.22,0.37,0.05,0.58,0.59,0.15,0.26,0.58,0.42,0.04,0.28],
[0.50,0.10,0.53,0.36,0.01,0.11,0.59,0.59,0.18,0.59,0.60,0.01,0.31,0.38,0.44,0.34,0.17,0.04],
[0.42,0.18,0.26,0.18,0.23,0.24,0.17,0.38,0.50,0.16,0.21,0.53,0.44,0.10,0.03,0.36,0.46,0.04],
[0.48,0.45,0.02,0.05,0.44,0.02,0.06,0.15,0.40,0.50,0.49,0.56,0.54,0.31,0.14,0.20,0.49,0.37],
[0.44,0.06,0.16,0.34,0.22,0.36,0.28,0.06,0.47,0.31,0.42,0.33,0.34,0.30,0.18,0.36,0.35,0.02],
[0.38,0.41,0.17,0.18,0.32,0.06,0.14,0.26,0.37,0.28,0.46,0.26,0.05,0.31,0.32,0.21,0.05,0.54],
[0.58,0.32,0.00,0.45,0.03,0.42,0.18,0.37,0.12,0.36,0.13,0.47,0.38,0.51,0.28,0.55,0.09,0.60],
[0.02,0.23,0.26,0.38,0.51,0.12,0.04,0.56,0.43,0.36,0.17,0.48,0.31,0.15,0.20,0.31,0.60,0.23],
[0.13,0.17,0.60,0.24,0.53,0.13,0.11,0.31,0.05,0.39,0.26,0.14,0.38,0.28,0.37,0.04,0.07,0.28],
[0.16,0.11,0.24,0.59,0.47,0.41,0.47,0.18,0.56,0.07,0.48,0.56,0.30,0.01,0.13,0.30,0.25,0.05],
[0.43,0.36,0.36,0.48,0.15,0.03,0.02,0.53,0.31,0.39,0.57,0.37,0.06,0.14,0.48,0.30,0.13,0.35],
[0.11,0.01,0.53,0.07,0.08,0.41,0.02,0.38,0.42,0.15,0.08,0.07,0.20,0.52,0.44,0.57,0.40,0.59],
[0.59,0.42,0.52,0.30,0.20,0.50,0.07,0.26,0.03,0.55,0.56,0.17,0.31,0.07,0.17,0.23,0.14,0.25],
[0.04,0.16,0.03,0.46,0.31,0.12,0.54,0.51,0.03,0.38,0.48,0.43,0.36,0.48,0.25,0.28,0.18,0.45],
[0.18,0.25,0.12,0.21,0.21,0.08,0.38,0.51,0.15,0.55,0.15,0.28,0.20,0.19,0.44,0.24,0.06,0.15],
[0.35,0.60,0.07,0.39,0.37,0.55,0.22,0.14,0.43,0.47,0.42,0.01,0.32,0.60,0.26,0.44,0.21,0.47],
[0.51,0.59,0.39,0.06,0.55,0.53,0.34,0.15,0.12,0.18,0.39,0.18,0.34,0.14,0.17,0.41,0.53,0.55],
