
m = 22;

n = 22;

p = 3;

q = 3;

proba = 
[[[0.55,0.33,0.25,0.31,0.25,0.16,0.56,0.47,0.48,0.49,0.59,0.50,0.21,0.16,0.03,0.53,0.44,0.26,0.31,0.40,0.57,0.11],
[0.00,0.51,0.58,0.52,0.06,0.17,0.05,0.35,0.60,0.60,0.08,0.25,0.31,0.33,0.41,0.27,0.20,0.29,0.15,0.19,0.20,0.36],
[0.35,0.22,0.29,0.19,0.49,0.01,0.58,0.46,0.12,0.59,0.37,0.10,0.50,0.43,0.27,0.55,0.18,0.27,0.55,0.26,0.52,0.25],
[0.58,0.33,0.52,0.18,0.03,0.07,0.37,0.23,0.44,0.12,0.45,0.13,0.31,0.34,0.14,0.29,0.20,0.26,0.28,0.56,0.36,0.18],
[0.40,0.03,0.13,0.57,0.30,0.08,0.23,0.23,0.33,0.21,0.56,0.25,0.40,0.59,0.33,0.17,0.21,0.16,0.29,0.06,0.30,0.00],
[0.40,0.43,0.30,0.60,0.09,0.57,0.56,0.45,0.15,0.36,0.48,0.28,0.33,0.18,0.36,0.56,0.40,0.09,0.18,0.36,0.34,0.57],
[0.35,0.07,0.15,0.56,0.24,0.44,0.03,0.53,0.44,0.43,0.36,0.14,0.43,0.45,0.11,0.39,0.30,0.27,0.15,0.17,0.55,0.48],
[0.35,0.31,0.44,0.15,0.40,0.01,0.51,0.15,0.59,0.26,0.22,0.13,0.23,0.45,0.57,0.25,0.38,0.42,0.08,0.15,0.56,0.51],
[0.60,0.07,0.30,0.29,0.33,0.45,0.47,0.28,0.33,0.22,0.59,0.17,0.37,0.40,0.18,0.28,0.54,0.17,0.54,0.16,0.30,0.17],
[0.01,0.28,0.42,0.40,0.10,0.51,0.54,0.05,0.42,0.54,0.12,0.12,0.23,0.45,0.57,0.10,0.14,0.30,0.31,0.13,0.47,0.08],
[0.53,0.05,0.36,0.47,0.22,0.30,0.03,0.52,0.47,0.04,0.20,0.30,0.44,0.30,0.20,0.38,0.35,0.02,0.32,0.47,0.15,0.55],
[0.32,0.12,0.05,0.46,0.42,0.36,0.59,0.29,0.44,0.52,0.34,0.20,0.39,0.56,0.50,0.42,0.48,0.38,0.46,0.08,0.07,0.29],
[0.38,0.27,0.07,0.13,0.30,0.39,0.59,0.45,0.34,0.32,0.57,0.38,0.17,0.39,0.14,0.16,0.08,0.59,0.08,0.42,0.19,0.47],
[0.37,0.09,0.28,0.25,0.47,0.14,0.33,0.54,0.44,0.10,0.21,0.51,0.23,0.51,0.29,0.22,0.35,0.03,0.54,0.32,0.42,0.11],
