
m = 28;

n = 28;

p = 3;

q = 3;

proba = 
[[[0.17,0.45,0.38,0.25,0.34,0.10,0.33,0.41,0.33,0.54,0.29,0.48,0.42,0.16,0.52,0.41,0.53,0.30,0.16,0.51,0.55,0.34,0.29,0.28,0.20,0.27,0.15,0.48],
[0.26,0.10,0.27,0.42,0.55,0.05,0.07,0.29,0.15,0.40,0.10,0.48,0.35,0.39,0.36,0.16,0.55,0.28,0.57,0.48,0.58,0.13,0.39,0.53,0.48,0.08,0.21,0.07],
[0.34,0.36,0.56,0.60,0.46,0.22,0.42,0.41,0.27,0.49,0.11,0.42,0.30,0.21,0.30,0.04,0.60,0.05,0.21,0.55,0.33,0.18,0.43,0.31,0.31,0.22,0.24,0.18],
[0.29,0.45,0.26,0.03,0.21,0.21,0.03,0.07,0.43,0.45,0.49,0.10,0.34,0.59,0.52,0.04,0.20,0.22,0.08,0.20,0.27,0.28,0.14,0.60,0.46,0.57,0.31,0.17],
[0.19,0.56,0.35,0.48,0.41,0.01,0.51,0.02,0.22,0.54,0.09,0.05,0.39,0.58,0.16,0.13,0.57,0.08,0.17,0.17,0.29,0.24,0.37,0.56,0.53,0.51,0.56,0.39],
[0.48,0.27,0.55,0.07,0.23,0.30,0.55,0.04,0.31,0.47,0.06,0.53,0.41,0.15,0.59,0.20,0.13,0.14,0.33,0.10,0.22,0.49,0.27,0.52,0.14,0.04,0.48,0.06],
[0.55,0.44,0.45,0.43,0.11,0.40,0.50,0.34,0.11,0.45,0.38,0.42,0.32,0.44,0.35,0.13,0.58,0.34,0.33,0.11,0.48,0.05,0.21,0.10,0.55,0.48,0.02,0.09],
[0.52,0.49,0.15,0.46,0.33,0.00,0.29,0.44,0.41,0.19,0.18,0.51,0.05,0.56,0.33,0.37,0.40,0.08,0.50,0.38,0.42,0.22,0.50,0.30,0.28,0.11,0.40,0.23],
[0.59,0.42,0.31,0.51,0.32,0.46,0.37,0.05,0.46,0.06,0.49,0.27,0.25,0.07,0.18,0.29,0.04,0.52,0.06,0.44,0.00,0.56,0.22,0.42,0.18,0.12,0.12,0.46],
[0.23,0.53,0.08,0.22,0.35,0.39,0.12,0.06,0.25,0.49,0.11,0.12,0.55,0.00,0.38,0.19,0.07,0.57,0.49,0.11,0.48,0.55,0.55,0.48,0.51,0.17,0.30,0.09],
[0.29,0.43,0.54,0.52,0.35,0.02,0.14,0.10,0.42,0.26,0.16,0.07,0.15,0.27,0.19,0.09,0.27,0.57,0.29,0.35,0.54,0.18,0.46,0.42,0.13,0.41,0.31,0.04],
[0.58,0.01,0.12,0.27,0.44,0.07,0.19,0.19,0.09,0.33,0.29,0.51,0.58,0.45,0.58,0.13,0.13,0.16,0.23,0.40,0.13,0.52,0.15,0.07,0.09,0.01,0.49,0.22],
[0.42,0.20,0.26,0.41,0.21,0.38,0.08,0.05,0.44,0.27,0.24,0.54,0.60,0.53,0.44,0.58,0.38,0.42,0.12,0.51,0.58,0.34,0.31,0.12,0.26,0.46,0.19,0.35],
[0.47,0.08,0.57,0.30,0.28,0.23,0.10,0.49,0.01,0.18,0.54,0.45,0.45,0.18,0.39,0.45,0.11,0.23,0.43,0.49,0.05,0.55,0.40,0.03,0.29,0.11,0.15,0.55],
[0.57,0.34,0.30,0.44,0.42,0.27,0.14,0.10,0.50,0.24,0.59,0.51,0.43,0.53,0.36,0.28,0.11,0.15,0.13,0.22,0.38,0.56,0.11,0.43,0.51,0.51,0.46,0.21],
[0.02,0.01,0.16,0.60,0.35,0.45,0.44,0.16,0.12,0.58,0.26,0.02,0.22,0.25,0.53,0.05,0.18,0.29,0.33,0.29,0.44,0.46,0.51,0.21,0.42,0.02,0.04,0.34],
[0.54,0.51,0.54,0.56,0.52,0.10,0.56,0.26,0.55,0.40,0.42,0.08,0.38,0.08,0.10,0.00,0.32,0.03,0.05,0.50,0.31,0.38,0.19,0.15,0.24,0.10,0.36,0.06],
[0.12,0.41,0.40,0.06,0.31,0.34,0.02,0.23,0.44,0.58,0.49,0.39,0.37,0.31,0.47,0.15,0.39,0.56,0.15,0.12,0.59,0.21,0.02,0.30,0.59,0.20,0.45,0.22],
[0.30,0.21,0.28,0.42,0.02,0.08,0.48,0.33,0.41,0.49,0.56,0.25,0.47,0.45,0.04,0.24,0.17,0.51,0.40,0.56,0.47,0.55,0.08,0.46,0.16,0.09,0.16,0.14],
[0.30,0.01,0.37,0.60,0.22,0.05,0.42,0.24,0.12,0.29,0.57,0.53,0.19,0.53,0.19,0.06,0.38,0.23,0.30,0.55,0.14,0.10,0.51,0.01,0.05,0.58,0.46,0.20],
[0.08,0.02,0.35,0.37,0.03,0.11,0.37,0.24,0.16,0.18,0.48,0.28,0.48,0.45,0.21,0.06,0.38,0.40,0.12,0.17,0.03,0.42,0.12,0.17,0.51,0.03,0.17,0.56],
[0.01,0.04,0.16,0.08,0.06,0.51,0.46,0.08,0.02,0.22,0.33,0.18,0.41,0.21,0.46,0.28,0.06,0.07,0.34,0.45,0.47,0.46,0.02,0.50,0.28,0.13,0.07,0.19],
[0.16,0.24,0.14,0.17,0.28,0.31,0.25,0.33,0.22,0.11,0.41,0.24,0.33,0.14,0.42,0.14,0.35,0.28,0.43,0.41,0.35,0.17,0.26,0.23,0.03,0.28,0.13,0.31],
[0.41,0.20,0.50,0.57,0.44,0.04,0.14,0.12,0.35,0.39,0.45,0.56,0.50,0.27,0.20,0.23,0.41,0.02,0.37,0.16,0.30,0.20,0.57,0.05,0.37,0.23,0.28,0.41],
[0.51,0.41,0.11,0.32,0.01,0.01,0.28,0.45,0.05,0.42,0.57,0.40,0.21,0.43,0.36,0.10,0.10,0.56,0.33,0.50,0.58,0.11,0.06,0.28,0.31,0.04,0.34,0.08],
[0.27,0.02,0.49,0.18,0.43,0.00,0.50,0.44,0.01,0.18,0.29,0.06,0.00,0.27,0.46,0.21,0.10,0.22,0.31,0.19,0.19,0.05,0.09,0.17,0.16,0.16,0.46,0.46],
[0.20,0.19,0.55,0.47,0.21,0.43,0.05,0.04,0.43,0.55,0.48,0.44,0.13,0.17,0.51,0.13,0.44,0.37,0.34,0.53,0.59,0.06,0.12,0.18,0.10,0.22,0.35,0.26],
[0.38,0.20,0.13,0.57,0.40,0.07,0.44,0.01,0.50,0.49,0.05,0.33,0.43,0.52,0.18,0.56,0.10,0.09,0.09,0.53,0.45,0.43,0.47,0.45,0.49,0.59,0.02,0.59]],
[[0.21,0.37,0.25,0.59,0.57,0.38,0.56,0.37,0.45,0.40,0.38,0.36,0.29,0.42,0.09,0.13,0.35,0.27,0.09,0.44,0.35,0.18,0.38,0.21,0.01,0.25,0.05,0.50],
[0.24,0.08,0.49,0.45,0.45,0.15,0.44,0.42,0.53,0.40,0.19,0.38,0.21,0.57,0.13,0.50,0.39,0.22,0.02,0.14,0.49,0.11,0.58,0.25,0.29,0.36,0.46,0.30],
[0.01,0.51,0.20,0.25,0.59,0.09,0.10,0.43,0.23,0.54,0.25,0.16,0.34,0.45,0.54,0.55,0.41,0.07,0.45,0.20,0.30,0.47,0.34,0.19,0.58,0.32,0.44,0.27],
[0.08,0.29,0.57,0.08,0.20,0.17,0.33,0.19,0.26,0.43,0.02,0.49,0.37,0.28,0.05,0.11,0.12,0.59,0.06,0.54,0.06,0.51,0.14,0.36,0.38,0.48,0.55,0.36],
[0.20,0.39,0.03,0.28,0.08,0.00,0.36,0.28,0.17,0.09,0.48,0.43,0.52,0.50,0.32,0.29,0.18,0.38,0.40,0.30,0.37,0.46,0.24,0.43,0.37,0.38,0.20,0.14],
[0.26,0.15,0.50,0.46,0.53,0.53,0.14,0.02,0.53,0.51,0.30,0.10,0.00,0.17,0.54,0.52,0.07,0.26,0.21,0.25,0.04,0.02,0.56,0.41,0.48,0.20,0.24,0.24],
[0.58,0.44,0.38,0.24,0.58,0.28,0.10,0.52,0.21,0.24,0.53,0.15,0.15,0.23,0.25,0.15,0.41,0.19,0.07,0.48,0.45,0.29,0.13,0.49,0.30,0.09,0.29,0.18],
[0.29,0.54,0.42,0.27,0.37,0.20,0.51,0.36,0.48,0.00,0.27,0.09,0.25,0.21,0.24,0.39,0.44,0.49,0.54,0.24,0.08,0.01,0.12,0.52,0.29,0.26,0.41,0.59],
[0.35,0.10,0.17,0.04,0.04,0.59,0.30,0.41,0.19,0.21,0.17,0.07,0.21,0.44,0.16,0.46,0.05,0.40,0.25,0.48,0.29,0.19,0.13,0.37,0.20,0.25,0.29,0.49],
[0.51,0.10,0.48,0.26,0.21,0.05,0.30,0.25,0.04,0.00,0.06,0.22,0.21,0.23,0.29,0.42,0.07,0.45,0.28,0.12,0.25,0.53,0.00,0.54,0.12,0.13,0.31,0.32],
[0.38,0.00,0.21,0.29,0.10,0.09,0.55,0.31,0.14,0.25,0.55,0.18,0.25,0.01,0.40,0.46,0.24,0.09,0.28,0.31,0.55,0.57,0.43,0.20,0.50,0.43,0.14,0.02],
[0.56,0.45,0.34,0.34,0.45,0.54,0.04,0.55,0.03,0.59,0.26,0.17,0.24,0.21,0.35,0.49,0.23,0.15,0.35,0.46,0.24,0.03,0.17,0.19,0.60,0.60,0.39,0.50],
[0.43,0.53,0.52,0.39,0.38,0.26,0.13,0.24,0.21,0.17,0.19,0.24,0.15,0.45,0.41,0.39,0.07,0.16,0.28,0.29,0.31,0.03,0.16,0.55,0.06,0.33,0.14,0.06],
[0.33,0.53,0.56,0.16,0.47,0.48,0.54,0.25,0.14,0.07,0.49,0.35,0.23,0.08,0.59,0.39,0.53,0.40,0.18,0.00,0.56,0.46,0.30,0.26,0.49,0.46,0.22,0.55],
[0.19,0.36,0.01,0.52,0.30,0.57,0.07,0.16,0.45,0.01,0.41,0.60,0.08,0.30,0.35,0.32,0.38,0.34,0.11,0.32,0.14,0.29,0.32,0.09,0.15,0.02,0.36,0.04],
[0.48,0.57,0.59,0.07,0.34,0.60,0.59,0.03,0.57,0.06,0.20,0.42,0.07,0.01,0.41,0.16,0.31,0.16,0.48,0.10,0.50,0.59,0.41,0.04,0.28,0.14,0.13,0.43],
[0.16,0.49,0.47,0.03,0.46,0.46,0.10,0.20,0.46,0.09,0.23,0.43,0.15,0.43,0.25,0.22,0.44,0.06,0.38,0.15,0.22,0.25,0.24,0.12,0.24,0.06,0.16,0.52],
[0.19,0.29,0.34,0.35,0.18,0.21,0.39,0.04,0.07,0.49,0.24,0.53,0.58,0.47,0.36,0.12,0.30,0.01,0.34,0.13,0.07,0.12,0.28,0.29,0.37,0.52,0.42,0.01],
[0.58,0.58,0.53,0.18,0.27,0.27,0.53,0.45,0.48,0.31,0.49,0.56,0.20,0.12,0.49,0.18,0.59,0.25,0.30,0.29,0.25,0.04,0.42,0.32,0.16,0.10,0.02,0.53],
[0.02,0.43,0.54,0.01,0.41,0.47,0.19,0.08,0.15,0.11,0.52,0.03,0.43,0.41,0.58,0.03,0.53,0.47,0.20,0.52,0.12,0.50,0.21,0.37,0.54,0.03,0.10,0.09],
[0.13,0.11,0.02,0.16,0.54,0.57,0.17,0.35,0.44,0.35,0.43,0.59,0.46,0.35,0.02,0.29,0.15,0.00,0.32,0.08,0.47,0.52,0.01,0.59,0.42,0.22,0.36,0.35],
[0.25,0.46,0.45,0.39,0.57,0.47,0.55,0.52,0.44,0.11,0.27,0.28,0.46,0.09,0.27,0.33,0.44,0.29,0.02,0.59,0.29,0.34,0.08,0.16,0.26,0.08,0.15,0.08],
[0.30,0.51,0.43,0.56,0.38,0.28,0.35,0.35,0.15,0.29,0.26,0.59,0.41,0.53,0.28,0.27,0.02,0.55,0.60,0.46,0.23,0.02,0.45,0.52,0.36,0.53,0.08,0.01],
[0.01,0.22,0.09,0.32,0.14,0.52,0.28,0.51,0.20,0.02,0.26,0.35,0.32,0.53,0.34,0.12,0.46,0.02,0.39,0.48,0.57,0.39,0.34,0.20,0.41,0.20,0.12,0.16],
[0.13,0.19,0.18,0.14,0.42,0.26,0.46,0.56,0.18,0.13,0.47,0.38,0.16,0.13,0.13,0.47,0.06,0.47,0.59,0.52,0.49,0.39,0.40,0.45,0.17,0.14,0.05,0.58],
[0.34,0.17,0.14,0.47,0.36,0.32,0.01,0.18,0.58,0.47,0.13,0.16,0.00,0.00,0.54,0.16,0.13,0.07,0.03,0.19,0.53,0.03,0.11,0.42,0.41,0.50,0.27,0.59],
[0.05,0.32,0.57,0.39,0.49,0.11,0.26,0.25,0.43,0.27,0.43,0.42,0.14,0.56,0.58,0.14,0.56,0.52,0.30,0.09,0.59,0.34,0.28,0.52,0.36,0.39,0.34,0.18],
[0.30,0.01,0.17,0.34,0.34,0.14,0.13,0.23,0.25,0.39,0.48,0.09,0.07,0.31,0.50,0.21,0.27,0.48,0.35,0.23,0.40,0.06,0.32,0.39,0.39,0.01,0.31,0.16]],
[[0.40,0.05,0.34,0.09,0.06,0.50,0.44,0.40,0.04,0.57,0.02,0.29,0.36,0.50,0.38,0.43,0.21,0.28,0.04,0.47,0.16,0.39,0.10,0.57,0.45,0.42,0.36,0.24],
[0.43,0.07,0.40,0.22,0.12,0.13,0.32,0.18,0.03,0.15,0.58,0.07,0.12,0.01,0.36,0.49,0.51,0.14,0.32,0.12,0.42,0.36,0.59,0.58,0.15,0.09,0.55,0.60],
[0.51,0.31,0.24,0.33,0.38,0.03,0.56,0.50,0.17,0.27,0.08,0.20,0.43,0.06,0.27,0.55,0.07,0.03,0.44,0.58,0.17,0.16,0.10,0.59,0.52,0.08,0.57,0.07],
[0.17,0.52,0.07,0.08,0.23,0.30,0.41,0.01,0.34,0.37,0.51,0.50,0.04,0.59,0.10,0.47,0.05,0.37,0.42,0.13,0.41,0.26,0.10,0.58,0.42,0.20,0.57,0.34],
[0.29,0.55,0.41,0.46,0.47,0.48,0.54,0.10,0.18,0.35,0.11,0.52,0.12,0.02,0.42,0.17,0.01,0.52,0.04,0.07,0.29,0.46,0.19,0.10,0.12,0.30,0.08,0.54],
[0.50,0.05,0.29,0.18,0.60,0.10,0.04,0.47,0.57,0.58,0.57,0.15,0.33,0.09,0.07,0.45,0.11,0.48,0.02,0.13,0.40,0.06,0.19,0.09,0.52,0.39,0.19,0.04],
[0.09,0.27,0.58,0.58,0.32,0.27,0.17,0.32,0.36,0.21,0.19,0.34,0.19,0.16,0.49,0.52,0.25,0.55,0.37,0.36,0.44,0.39,0.49,0.24,0.45,0.08,0.33,0.37],
[0.47,0.52,0.41,0.55,0.18,0.39,0.54,0.50,0.06,0.11,0.22,0.42,0.32,0.41,0.16,0.51,0.57,0.05,0.43,0.22,0.60,0.20,0.58,0.43,0.59,0.47,0.07,0.44],
[0.55,0.40,0.20,0.42,0.32,0.01,0.37,0.50,0.40,0.31,0.41,0.46,0.41,0.02,0.28,0.13,0.43,0.44,0.04,0.40,0.48,0.46,0.02,0.48,0.06,0.60,0.32,0.05],
[0.47,0.39,0.49,0.41,0.19,0.09,0.23,0.51,0.10,0.60,0.41,0.50,0.30,0.22,0.35,0.12,0.24,0.03,0.25,0.07,0.47,0.28,0.47,0.35,0.15,0.49,0.23,0.21],
[0.48,0.55,0.26,0.35,0.33,0.14,0.16,0.52,0.23,0.39,0.43,0.33,0.39,0.24,0.23,0.09,0.46,0.58,0.21,0.10,0.01,0.45,0.17,0.48,0.14,0.04,0.23,0.28],
[0.53,0.46,0.49,0.41,0.41,0.14,0.16,0.14,0.29,0.32,0.06,0.52,0.11,0.50,0.25,0.50,0.14,0.48,0.59,0.00,0.45,0.20,0.11,0.46,0.05,0.28,0.34,0.19],
[0.32,0.57,0.47,0.25,0.43,0.36,0.06,0.24,0.50,0.22,0.38,0.19,0.54,0.44,0.11,0.05,0.34,0.36,0.54,0.48,0.23,0.53,0.48,0.09,0.13,0.59,0.55,0.18],
[0.27,0.29,0.37,0.59,0.26,0.24,0.25,0.09,0.00,0.31,0.33,0.50,0.53,0.10,0.09,0.47,0.54,0.20,0.51,0.28,0.56,0.46,0.16,0.19,0.39,0.04,0.28,0.52],
[0.03,0.23,0.10,0.30,0.52,0.47,0.29,0.18,0.11,0.54,0.28,0.12,0.24,0.00,0.02,0.17,0.11,0.11,0.04,0.05,0.31,0.55,0.33,0.27,0.40,0.49,0.46,0.19],
[0.53,0.14,0.11,0.56,0.36,0.21,0.25,0.28,0.08,0.55,0.47,0.20,0.48,0.15,0.31,0.13,0.15,0.33,0.30,0.26,0.45,0.33,0.31,0.16,0.28,0.04,0.43,0.09],
[0.52,0.29,0.28,0.45,0.43,0.39,0.41,0.20,0.00,0.06,0.48,0.09,0.00,0.35,0.28,0.49,0.49,0.60,0.01,0.04,0.33,0.31,0.30,0.18,0.04,0.01,0.34,0.33],
[0.04,0.18,0.41,0.57,0.47,0.09,0.42,0.30,0.48,0.22,0.50,0.48,0.28,0.38,0.57,0.28,0.13,0.25,0.17,0.03,0.25,0.18,0.07,0.58,0.49,0.37,0.16,0.54],
[0.38,0.51,0.26,0.42,0.09,0.07,0.39,0.56,0.16,0.20,0.26,0.04,0.42,0.16,0.52,0.10,0.54,0.49,0.39,0.07,0.14,0.56,0.10,0.39,0.14,0.17,0.38,0.03],
[0.54,0.54,0.57,0.31,0.45,0.23,0.13,0.53,0.30,0.52,0.49,0.46,0.12,0.15,0.50,0.54,0.31,0.42,0.04,0.26,0.31,0.43,0.33,0.45,0.39,0.43,0.24,0.53],
[0.59,0.02,0.56,0.53,0.56,0.52,0.24,0.40,0.15,0.37,0.34,0.45,0.29,0.23,0.31,0.41,0.38,0.21,0.35,0.10,0.03,0.39,0.35,0.34,0.22,0.08,0.19,0.01],
[0.51,0.43,0.54,0.50,0.45,0.50,0.43,0.41,0.42,0.07,0.21,0.57,0.44,0.55,0.42,0.13,0.18,0.13,0.54,0.56,0.34,0.29,0.05,0.36,0.08,0.41,0.10,0.31],
[0.49,0.29,0.32,0.39,0.12,0.26,0.29,0.57,0.16,0.12,0.37,0.58,0.19,0.58,0.55,0.03,0.53,0.37,0.17,0.11,0.50,0.11,0.07,0.23,0.39,0.12,0.60,0.47],
[0.53,0.10,0.18,0.41,0.38,0.50,0.20,0.50,0.16,0.50,0.47,0.31,0.02,0.24,0.29,0.21,0.22,0.24,0.25,0.15,0.01,0.41,0.26,0.51,0.52,0.32,0.14,0.31],
[0.44,0.14,0.18,0.37,0.24,0.36,0.18,0.02,0.26,0.38,0.52,0.42,0.28,0.39,0.14,0.30,0.03,0.43,0.51,0.25,0.07,0.16,0.40,0.08,0.57,0.05,0.59,0.48],
[0.37,0.14,0.19,0.22,0.28,0.38,0.59,0.51,0.14,0.17,0.53,0.41,0.55,0.46,0.23,0.23,0.25,0.37,0.53,0.27,0.20,0.44,0.52,0.27,0.59,0.31,0.35,0.56],
[0.37,0.34,0.44,0.14,0.48,0.04,0.36,0.16,0.41,0.34,0.07,0.55,0.51,0.00,0.36,0.46,0.46,0.59,0.09,0.11,0.36,0.02,0.38,0.56,0.46,0.30,0.22,0.45],
[0.01,0.58,0.41,0.38,0.32,0.25,0.52,0.20,0.29,0.28,0.36,0.10,0.02,0.43,0.06,0.53,0.43,0.42,0.39,0.29,0.41,0.48,0.40,0.17,0.50,0.18,0.12,0.35]],
[[0.48,0.35,0.20,0.49,0.32,0.01,0.27,0.04,0.27,0.19,0.24,0.56,0.46,0.60,0.06,0.49,0.43,0.12,0.42,0.26,0.54,0.20,0.55,0.35,0.08,0.35,0.52,0.58],
[0.53,0.04,0.33,0.40,0.39,0.53,0.29,0.12,0.54,0.56,0.16,0.21,0.15,0.40,0.17,0.01,0.40,0.23,0.50,0.23,0.35,0.31,0.48,0.29,0.52,0.43,0.05,0.60],
[0.18,0.57,0.58,0.11,0.01,0.30,0.51,0.40,0.23,0.20,0.52,0.18,0.16,0.08,0.39,0.30,0.48,0.56,0.31,0.28,0.19,0.21,0.50,0.54,0.52,0.39,0.23,0.44],
[0.22,0.28,0.44,0.40,0.25,0.41,0.51,0.26,0.12,0.41,0.06,0.35,0.01,0.57,0.53,0.17,0.05,0.32,0.48,0.53,0.28,0.19,0.21,0.46,0.40,0.11,0.40,0.32],
[0.50,0.04,0.16,0.12,0.32,0.00,0.52,0.56,0.42,0.42,0.22,0.54,0.24,0.28,0.29,0.25,0.25,0.22,0.43,0.30,0.54,0.30,0.23,0.22,0.49,0.44,0.08,0.29],
[0.55,0.48,0.02,0.45,0.52,0.18,0.57,0.24,0.18,0.49,0.20,0.00,0.32,0.42,0.54,0.56,0.10,0.23,0.21,0.35,0.45,0.03,0.06,0.39,0.34,0.29,0.01,0.23],
[0.13,0.09,0.52,0.08,0.57,0.54,0.53,0.50,0.12,0.50,0.14,0.30,0.39,0.34,0.31,0.11,0.17,0.25,0.06,0.27,0.47,0.27,0.02,0.32,0.31,0.08,0.12,0.04],
[0.36,0.12,0.27,0.49,0.21,0.19,0.57,0.19,0.13,0.50,0.08,0.25,0.40,0.22,0.55,0.19,0.56,0.26,0.30,0.13,0.51,0.37,0.39,0.38,0.04,0.41,0.10,0.35],
[0.49,0.22,0.39,0.25,0.34,0.06,0.14,0.56,0.25,0.11,0.15,0.38,0.01,0.23,0.03,0.41,0.45,0.58,0.01,0.41,0.24,0.31,0.54,0.15,0.07,0.33,0.53,0.11],
[0.15,0.03,0.46,0.04,0.25,0.25,0.29,0.59,0.30,0.44,0.55,0.55,0.55,0.10,0.33,0.56,0.33,0.36,0.37,0.18,0.34,0.38,0.59,0.58,0.08,0.53,0.13,0.16],
[0.27,0.06,0.27,0.42,0.09,0.13,0.46,0.34,0.38,0.15,0.33,0.08,0.59,0.28,0.03,0.54,0.38,0.37,0.50,0.11,0.12,0.27,0.28,0.47,0.05,0.28,0.45,0.13],
[0.21,0.58,0.29,0.48,0.04,0.56,0.29,0.13,0.09,0.15,0.47,0.47,0.30,0.21,0.55,0.28,0.49,0.58,0.22,0.27,0.35,0.12,0.37,0.47,0.39,0.06,0.34,0.44],
[0.33,0.19,0.57,0.54,0.17,0.26,0.42,0.21,0.22,0.11,0.34,0.32,0.25,0.22,0.19,0.55,0.42,0.13,0.23,0.31,0.11,0.45,0.58,0.46,0.57,0.35,0.33,0.36],
[0.41,0.07,0.19,0.14,0.25,0.16,0.08,0.42,0.43,0.50,0.04,0.05,0.01,0.38,0.37,0.26,0.60,0.55,0.21,0.42,0.09,0.44,0.13,0.20,0.29,0.11,0.06,0.26],
[0.46,0.39,0.02,0.26,0.45,0.21,0.41,0.11,0.38,0.49,0.53,0.20,0.39,0.57,0.25,0.40,0.35,0.02,0.06,0.34,0.57,0.27,0.16,0.06,0.11,0.29,0.26,0.40],
[0.40,0.32,0.06,0.25,0.10,0.08,0.52,0.56,0.30,0.32,0.06,0.08,0.21,0.60,0.28,0.00,0.56,0.54,0.40,0.31,0.56,0.46,0.05,0.53,0.13,0.22,0.59,0.24],
[0.51,0.25,0.04,0.30,0.57,0.11,0.56,0.07,0.19,0.47,0.02,0.49,0.20,0.09,0.57,0.41,0.09,0.25,0.41,0.05,0.18,0.21,0.36,0.14,0.07,0.42,0.07,0.20],
[0.03,0.06,0.44,0.54,0.31,0.49,0.24,0.28,0.59,0.20,0.35,0.18,0.07,0.37,0.07,0.26,0.46,0.04,0.07,0.54,0.28,0.49,0.59,0.46,0.10,0.35,0.00,0.17],
[0.17,0.07,0.37,0.20,0.13,0.22,0.14,0.44,0.10,0.38,0.12,0.09,0.58,0.47,0.28,0.04,0.24,0.35,0.31,0.10,0.39,0.38,0.04,0.07,0.27,0.03,0.54,0.37],
[0.39,0.54,0.54,0.56,0.01,0.31,0.16,0.14,0.53,0.30,0.59,0.03,0.08,0.11,0.12,0.06,0.58,0.40,0.10,0.21,0.15,0.41,0.31,0.54,0.19,0.35,0.01,0.46],
[0.39,0.55,0.23,0.18,0.49,0.17,0.13,0.50,0.48,0.30,0.04,0.41,0.60,0.03,0.44,0.08,0.14,0.56,0.13,0.12,0.36,0.24,0.34,0.51,0.05,0.05,0.45,0.24],
[0.40,0.47,0.10,0.18,0.42,0.33,0.36,0.31,0.50,0.49,0.21,0.38,0.19,0.25,0.19,0.19,0.29,0.03,0.26,0.43,0.59,0.40,0.55,0.35,0.03,0.29,0.26,0.08],
[0.33,0.11,0.32,0.13,0.58,0.42,0.31,0.40,0.16,0.07,0.11,0.06,0.57,0.32,0.44,0.16,0.57,0.03,0.35,0.26,0.05,0.01,0.09,0.04,0.40,0.04,0.39,0.44],
[0.32,0.04,0.52,0.06,0.16,0.24,0.19,0.14,0.06,0.50,0.54,0.21,0.57,0.05,0.27,0.54,0.37,0.11,0.10,0.34,0.14,0.45,0.60,0.19,0.46,0.09,0.23,0.26],
[0.12,0.02,0.10,0.45,0.06,0.01,0.50,0.22,0.25,0.09,0.36,0.31,0.59,0.30,0.52,0.56,0.35,0.19,0.51,0.12,0.30,0.01,0.46,0.44,0.46,0.46,0.03,0.32],
[0.54,0.27,0.58,0.07,0.28,0.08,0.51,0.34,0.09,0.41,0.56,0.34,0.50,0.32,0.05,0.49,0.02,0.57,0.45,0.37,0.16,0.36,0.49,0.47,0.37,0.35,0.31,0.23],
[0.21,0.35,0.54,0.15,0.01,0.52,0.21,0.29,0.60,0.13,0.04,0.08,0.54,0.60,0.42,0.44,0.32,0.47,0.33,0.33,0.44,0.18,0.10,0.01,0.54,0.59,0.47,0.31],
[0.34,0.19,0.53,0.54,0.53,0.48,0.09,0.54,0.39,0.31,0.24,0.39,0.43,0.27,0.47,0.37,0.27,0.30,0.21,0.58,0.17,0.54,0.32,0.01,0.12,0.42,0.02,0.06]],
[[0.41,0.49,0.37,0.15,0.08,0.30,0.09,0.01,0.18,0.19,0.56,0.57,0.49,0.19,0.36,0.33,0.46,0.24,0.10,0.13,0.54,0.31,0.12,0.11,0.25,0.43,0.12,0.38],
[0.26,0.14,0.44,0.07,0.03,0.21,0.22,0.11,0.51,0.31,0.12,0.09,0.50,0.08,0.07,0.39,0.27,0.43,0.12,0.14,0.07,0.22,0.27,0.00,0.53,0.38,0.11,0.18],
[0.22,0.23,0.56,0.48,0.37,0.40,0.54,0.40,0.01,0.16,0.51,0.53,0.48,0.03,0.02,0.38,0.11,0.08,0.17,0.38,0.51,0.29,0.52,0.58,0.50,0.18,0.58,0.43],
[0.57,0.10,0.01,0.19,0.33,0.57,0.06,0.10,0.37,0.01,0.50,0.39,0.17,0.41,0.31,0.05,0.44,0.33,0.42,0.55,0.41,0.59,0.33,0.32,0.28,0.24,0.30,0.18],
[0.43,0.29,0.01,0.39,0.38,0.02,0.58,0.11,0.60,0.04,0.21,0.37,0.05,0.10,0.16,0.22,0.51,0.47,0.27,0.35,0.20,0.09,0.29,0.01,0.09,0.02,0.34,0.37],
[0.27,0.04,0.55,0.09,0.33,0.56,0.49,0.11,0.58,0.47,0.22,0.58,0.51,0.42,0.35,0.56,0.53,0.51,0.18,0.44,0.38,0.45,0.18,0.58,0.54,0.48,0.60,0.03],
