
m = 26;

n = 26;

p = 2;

q = 2;

proba = 
[[[0.53,0.25,0.03,0.28,0.49,0.55,0.19,0.20,0.39,0.34,0.42,0.02,0.01,0.05,0.37,0.42,0.19,0.09,0.30,0.05,0.40,0.21,0.35,0.45,0.34,0.43],
[0.39,0.08,0.46,0.01,0.43,0.40,0.26,0.46,0.07,0.15,0.41,0.26,0.35,0.20,0.00,0.17,0.22,0.01,0.22,0.59,0.43,0.41,0.08,0.13,0.46,0.48],
[0.34,0.20,0.33,0.08,0.03,0.11,0.15,0.50,0.12,0.59,0.30,0.39,0.45,0.37,0.54,0.26,0.03,0.29,0.46,0.04,0.46,0.08,0.05,0.07,0.07,0.47],
[0.48,0.15,0.60,0.34,0.03,0.34,0.54,0.36,0.41,0.58,0.47,0.57,0.47,0.59,0.55,0.17,0.38,0.40,0.54,0.33,0.06,0.58,0.01,0.52,0.02,0.47],
[0.60,0.06,0.55,0.07,0.53,0.43,0.22,0.53,0.16,0.25,0.27,0.11,0.01,0.08,0.08,0.48,0.04,0.56,0.47,0.60,0.13,0.26,0.40,0.07,0.58,0.46],
[0.05,0.60,0.38,0.07,0.47,0.38,0.13,0.42,0.45,0.06,0.24,0.07,0.59,0.41,0.32,0.26,0.51,0.33,0.34,0.59,0.21,0.38,0.55,0.08,0.37,0.08],
[0.34,0.18,0.15,0.33,0.04,0.20,0.32,0.42,0.27,0.20,0.20,0.40,0.01,0.05,0.46,0.25,0.12,0.45,0.06,0.44,0.10,0.57,0.16,0.44,0.56,0.37],
[0.22,0.51,0.45,0.59,0.59,0.19,0.17,0.14,0.52,0.21,0.34,0.24,0.03,0.01,0.44,0.23,0.41,0.45,0.28,0.26,0.10,0.40,0.11,0.16,0.24,0.21],
[0.13,0.40,0.05,0.10,0.17,0.27,0.01,0.02,0.26,0.00,0.21,0.43,0.14,0.13,0.04,0.49,0.37,0.07,0.50,0.21,0.30,0.30,0.06,0.59,0.57,0.16],
[0.39,0.08,0.32,0.02,0.29,0.46,0.42,0.35,0.56,0.59,0.02,0.57,0.01,0.28,0.57,0.22,0.12,0.11,0.35,0.16,0.60,0.13,0.23,0.50,0.34,0.53],
[0.20,0.40,0.52,0.17,0.56,0.30,0.24,0.28,0.33,0.54,0.14,0.15,0.28,0.10,0.14,0.30,0.06,0.15,0.58,0.03,0.37,0.09,0.15,0.12,0.25,0.15],
[0.25,0.48,0.04,0.59,0.41,0.24,0.38,0.32,0.41,0.34,0.03,0.06,0.02,0.35,0.59,0.16,0.50,0.27,0.26,0.04,0.57,0.32,0.19,0.55,0.36,0.56],
[0.04,0.51,0.08,0.30,0.05,0.33,0.17,0.10,0.32,0.58,0.34,0.10,0.30,0.15,0.44,0.33,0.21,0.47,0.09,0.20,0.03,0.59,0.47,0.29,0.03,0.44],
[0.01,0.22,0.39,0.37,0.17,0.44,0.27,0.26,0.13,0.33,0.59,0.31,0.43,0.31,0.29,0.17,0.41,0.59,0.32,0.25,0.32,0.53,0.12,0.41,0.14,0.14],
[0.40,0.01,0.43,0.43,0.46,0.44,0.04,0.25,0.21,0.22,0.09,0.48,0.47,0.22,0.21,0.46,0.53,0.04,0.16,0.22,0.21,0.57,0.21,0.53,0.22,0.53],
[0.47,0.34,0.34,0.01,0.48,0.14,0.02,0.31,0.56,0.47,0.15,0.00,0.13,0.36,0.22,0.22,0.25,0.09,0.44,0.46,0.55,0.37,0.50,0.11,0.59,0.11],
[0.08,0.20,0.05,0.30,0.13,0.52,0.04,0.47,0.52,0.52,0.00,0.54,0.23,0.57,0.42,0.39,0.57,0.54,0.15,0.19,0.16,0.40,0.28,0.00,0.26,0.23],
[0.37,0.17,0.34,0.36,0.28,0.42,0.56,0.33,0.12,0.09,0.24,0.16,0.55,0.17,0.08,0.56,0.11,0.32,0.53,0.53,0.10,0.50,0.47,0.26,0.09,0.03],
[0.06,0.37,0.03,0.32,0.00,0.41,0.49,0.35,0.17,0.16,0.17,0.13,0.49,0.29,0.21,0.13,0.45,0.17,0.30,0.53,0.13,0.41,0.25,0.05,0.34,0.35],
[0.55,0.22,0.01,0.04,0.25,0.07,0.42,0.28,0.38,0.42,0.09,0.27,0.17,0.25,0.43,0.33,0.38,0.33,0.02,0.59,0.46,0.48,0.16,0.16,0.41,0.28],
[0.58,0.06,0.34,0.32,0.41,0.29,0.54,0.42,0.33,0.19,0.48,0.15,0.47,0.27,0.57,0.56,0.54,0.14,0.21,0.37,0.47,0.59,0.10,0.49,0.58,0.56],
[0.37,0.14,0.12,0.18,0.42,0.10,0.24,0.15,0.42,0.05,0.44,0.36,0.47,0.17,0.55,0.35,0.32,0.41,0.02,0.29,0.37,0.56,0.42,0.58,0.33,0.29],
[0.57,0.43,0.19,0.54,0.39,0.56,0.08,0.51,0.14,0.50,0.01,0.38,0.05,0.44,0.43,0.49,0.20,0.30,0.07,0.14,0.05,0.38,0.56,0.07,0.07,0.33],
[0.03,0.50,0.30,0.36,0.19,0.27,0.19,0.38,0.21,0.59,0.33,0.29,0.50,0.47,0.19,0.51,0.25,0.24,0.35,0.07,0.13,0.54,0.37,0.20,0.08,0.42],
[0.58,0.04,0.49,0.05,0.37,0.52,0.55,0.07,0.28,0.14,0.34,0.47,0.51,0.55,0.46,0.24,0.24,0.36,0.12,0.42,0.27,0.36,0.06,0.02,0.44,0.19],
[0.56,0.21,0.39,0.05,0.03,0.37,0.09,0.51,0.42,0.45,0.43,0.37,0.52,0.11,0.51,0.26,0.58,0.42,0.20,0.44,0.06,0.44,0.20,0.18,0.26,0.47]],
[[0.54,0.32,0.49,0.38,0.52,0.45,0.59,0.30,0.49,0.01,0.07,0.58,0.53,0.49,0.43,0.36,0.26,0.35,0.46,0.17,0.01,0.45,0.58,0.21,0.29,0.05],
[0.05,0.49,0.22,0.32,0.36,0.16,0.04,0.24,0.54,0.56,0.09,0.53,0.26,0.59,0.54,0.33,0.57,0.47,0.22,0.40,0.23,0.48,0.15,0.09,0.04,0.16],
[0.54,0.03,0.37,0.22,0.07,0.42,0.11,0.29,0.14,0.46,0.46,0.18,0.11,0.40,0.14,0.20,0.33,0.40,0.19,0.28,0.12,0.16,0.15,0.34,0.56,0.37],
[0.22,0.11,0.46,0.26,0.26,0.40,0.29,0.03,0.02,0.36,0.45,0.13,0.06,0.59,0.59,0.51,0.17,0.10,0.32,0.31,0.30,0.05,0.10,0.49,0.33,0.22],
[0.05,0.47,0.57,0.01,0.25,0.19,0.11,0.11,0.45,0.38,0.51,0.14,0.41,0.53,0.50,0.26,0.06,0.55,0.25,0.05,0.47,0.42,0.15,0.18,0.12,0.46],
[0.23,0.23,0.35,0.56,0.45,0.40,0.43,0.42,0.41,0.08,0.00,0.52,0.19,0.45,0.29,0.10,0.59,0.10,0.03,0.49,0.36,0.09,0.44,0.01,0.15,0.31],
[0.42,0.30,0.49,0.55,0.16,0.13,0.17,0.51,0.09,0.02,0.31,0.52,0.44,0.12,0.60,0.44,0.04,0.19,0.29,0.33,0.29,0.28,0.43,0.33,0.17,0.19],
[0.42,0.01,0.20,0.57,0.32,0.02,0.27,0.21,0.57,0.43,0.34,0.14,0.34,0.42,0.16,0.05,0.34,0.60,0.17,0.34,0.44,0.20,0.53,0.13,0.54,0.23],
[0.41,0.37,0.55,0.58,0.56,0.38,0.59,0.15,0.35,0.31,0.17,0.02,0.52,0.14,0.45,0.26,0.28,0.20,0.08,0.44,0.25,0.43,0.44,0.42,0.17,0.28],
[0.02,0.10,0.41,0.56,0.32,0.23,0.32,0.28,0.21,0.28,0.05,0.20,0.43,0.40,0.51,0.00,0.42,0.44,0.14,0.28,0.10,0.42,0.48,0.18,0.25,0.12],
[0.01,0.09,0.54,0.17,0.37,0.56,0.27,0.18,0.52,0.59,0.41,0.24,0.27,0.02,0.52,0.32,0.22,0.35,0.12,0.13,0.36,0.55,0.57,0.50,0.23,0.07],
[0.31,0.10,0.25,0.57,0.23,0.26,0.06,0.17,0.44,0.43,0.13,0.11,0.02,0.05,0.10,0.42,0.29,0.37,0.44,0.22,0.09,0.06,0.57,0.21,0.20,0.33],
[0.16,0.17,0.22,0.39,0.24,0.53,0.49,0.50,0.50,0.12,0.16,0.56,0.29,0.60,0.39,0.42,0.11,0.41,0.47,0.21,0.23,0.16,0.58,0.08,0.38,0.07],
[0.14,0.35,0.28,0.34,0.07,0.44,0.51,0.29,0.23,0.15,0.23,0.12,0.05,0.13,0.24,0.21,0.09,0.53,0.21,0.48,0.34,0.31,0.29,0.21,0.52,0.52],
[0.37,0.49,0.00,0.15,0.56,0.14,0.50,0.24,0.48,0.57,0.08,0.40,0.26,0.30,0.55,0.49,0.42,0.00,0.02,0.06,0.21,0.11,0.59,0.41,0.59,0.33],
[0.13,0.29,0.54,0.04,0.21,0.31,0.54,0.21,0.46,0.49,0.36,0.36,0.13,0.24,0.33,0.21,0.04,0.59,0.51,0.59,0.48,0.33,0.59,0.50,0.39,0.20],
[0.01,0.38,0.01,0.00,0.11,0.14,0.29,0.05,0.18,0.50,0.36,0.11,0.11,0.22,0.01,0.47,0.58,0.14,0.11,0.31,0.35,0.15,0.30,0.26,0.13,0.18],
[0.59,0.12,0.07,0.39,0.32,0.08,0.17,0.33,0.08,0.28,0.47,0.37,0.32,0.05,0.27,0.09,0.16,0.39,0.31,0.17,0.26,0.29,0.31,0.36,0.00,0.06],
[0.51,0.30,0.32,0.05,0.47,0.32,0.17,0.55,0.11,0.49,0.03,0.27,0.22,0.11,0.55,0.09,0.48,0.27,0.14,0.16,0.36,0.30,0.54,0.07,0.47,0.20],
[0.36,0.18,0.56,0.36,0.25,0.48,0.06,0.57,0.52,0.54,0.29,0.09,0.49,0.39,0.58,0.51,0.07,0.20,0.03,0.02,0.29,0.51,0.29,0.43,0.07,0.05],
[0.12,0.01,0.12,0.60,0.21,0.48,0.18,0.17,0.25,0.42,0.05,0.31,0.39,0.57,0.25,0.08,0.06,0.14,0.47,0.04,0.05,0.54,0.24,0.08,0.55,0.53],
[0.59,0.24,0.36,0.06,0.29,0.48,0.07,0.42,0.48,0.28,0.30,0.06,0.45,0.55,0.48,0.50,0.26,0.27,0.47,0.51,0.35,0.53,0.04,0.22,0.57,0.09],
[0.16,0.21,0.17,0.11,0.14,0.16,0.35,0.50,0.22,0.04,0.38,0.29,0.46,0.26,0.57,0.16,0.31,0.42,0.10,0.19,0.32,0.36,0.47,0.19,0.27,0.22],
[0.13,0.31,0.44,0.10,0.41,0.59,0.31,0.58,0.10,0.46,0.14,0.45,0.36,0.35,0.50,0.14,0.04,0.36,0.40,0.01,0.51,0.11,0.43,0.02,0.31,0.15],
[0.38,0.18,0.34,0.05,0.40,0.47,0.36,0.23,0.57,0.16,0.23,0.28,0.14,0.33,0.14,0.28,0.18,0.50,0.03,0.08,0.04,0.07,0.43,0.44,0.08,0.35],
[0.56,0.50,0.36,0.27,0.05,0.14,0.45,0.39,0.19,0.24,0.26,0.55,0.48,0.23,0.11,0.10,0.51,0.25,0.43,0.05,0.53,0.02,0.55,0.56,0.10,0.60]],
[[0.03,0.53,0.44,0.11,0.28,0.40,0.01,0.04,0.07,0.06,0.18,0.52,0.45,0.37,0.16,0.11,0.32,0.03,0.34,0.43,0.14,0.25,0.08,0.57,0.30,0.01],
[0.59,0.25,0.57,0.08,0.25,0.01,0.01,0.09,0.12,0.29,0.49,0.13,0.33,0.56,0.19,0.51,0.47,0.04,0.28,0.03,0.15,0.00,0.06,0.49,0.43,0.20],
[0.14,0.51,0.17,0.43,0.53,0.15,0.08,0.50,0.24,0.33,0.50,0.25,0.42,0.02,0.54,0.31,0.15,0.27,0.26,0.34,0.18,0.14,0.38,0.46,0.17,0.54],
[0.47,0.23,0.43,0.30,0.42,0.56,0.21,0.59,0.40,0.13,0.14,0.48,0.03,0.38,0.21,0.54,0.03,0.03,0.56,0.57,0.34,0.10,0.24,0.00,0.44,0.42],
[0.14,0.22,0.29,0.30,0.16,0.15,0.53,0.59,0.45,0.35,0.55,0.06,0.34,0.35,0.19,0.49,0.23,0.23,0.27,0.44,0.16,0.30,0.47,0.12,0.27,0.21],
[0.22,0.52,0.21,0.06,0.34,0.35,0.29,0.03,0.05,0.45,0.18,0.58,0.44,0.03,0.34,0.39,0.09,0.08,0.14,0.29,0.57,0.37,0.51,0.24,0.22,0.08],
