
m = 18;

n = 18;

p = 3;

q = 3;

proba = 
[[[0.27,0.58,0.38,0.54,0.52,0.54,0.39,0.59,0.10,0.20,0.52,0.39,0.14,0.20,0.25,0.42,0.39,0.10],
[0.52,0.44,0.25,0.11,0.13,0.04,0.57,0.51,0.37,0.30,0.00,0.44,0.35,0.27,0.42,0.12,0.22,0.34],
[0.06,0.01,0.33,0.17,0.21,0.25,0.55,0.34,0.45,0.21,0.17,0.24,0.31,0.09,0.08,0.56,0.19,0.21],
[0.60,0.17,0.13,0.37,0.47,0.13,0.21,0.22,0.40,0.03,0.34,0.01,0.37,0.41,0.02,0.10,0.57,0.23],
[0.34,0.52,0.57,0.19,0.13,0.14,0.43,0.44,0.23,0.51,0.40,0.42,0.12,0.39,0.59,0.25,0.16,0.47],
[0.38,0.37,0.08,0.18,0.40,0.43,0.19,0.17,0.23,0.21,0.27,0.21,0.45,0.01,0.13,0.42,0.20,0.26],
[0.56,0.02,0.10,0.19,0.53,0.50,0.02,0.05,0.29,0.01,0.30,0.45,0.48,0.07,0.22,0.56,0.25,0.02],
[0.39,0.44,0.19,0.02,0.05,0.45,0.23,0.50,0.46,0.36,0.32,0.06,0.02,0.28,0.08,0.12,0.48,0.01],
[0.02,0.50,0.06,0.31,0.51,0.36,0.16,0.39,0.43,0.38,0.35,0.08,0.40,0.14,0.52,0.59,0.16,0.58],
[0.44,0.39,0.48,0.30,0.15,0.20,0.36,0.17,0.48,0.44,0.28,0.36,0.45,0.30,0.25,0.51,0.01,0.16],
[0.26,0.16,0.55,0.09,0.54,0.30,0.17,0.34,0.44,0.10,0.33,0.60,0.07,0.17,0.39,0.55,0.48,0.54],
[0.14,0.24,0.11,0.02,0.08,0.39,0.38,0.53,0.09,0.03,0.43,0.09,0.20,0.10,0.26,0.14,0.19,0.20],
[0.44,0.36,0.54,0.28,0.46,0.27,0.28,0.53,0.45,0.07,0.48,0.33,0.01,0.03,0.56,0.12,0.05,0.04],
