
m = 12;

n = 12;

p = 2;

q = 2;

proba = 
[[[0.44,0.01,0.45,0.46,0.27,0.44,0.59,0.23,0.36,0.28,0.25,0.30],
[0.49,0.13,0.24,0.42,0.18,0.10,0.19,0.16,0.12,0.23,0.50,0.22],
[0.47,0.52,0.32,0.39,0.16,0.51,0.12,0.60,0.51,0.57,0.45,0.18],
[0.42,0.45,0.41,0.17,0.13,0.06,0.47,0.02,0.20,0.11,0.44,0.38],
[0.21,0.04,0.54,0.33,0.26,0.44,0.55,0.14,0.36,0.26,0.52,0.51],
[0.17,0.05,0.51,0.08,0.02,0.36,0.26,0.44,0.21,0.07,0.01,0.34],
[0.14,0.49,0.36,0.33,0.60,0.20,0.11,0.21,0.24,0.05,0.54,0.50],
[0.49,0.48,0.04,0.24,0.15,0.56,0.15,0.32,0.01,0.06,0.40,0.03],
[0.42,0.06,0.47,0.03,0.13,0.49,0.37,0.27,0.37,0.12,0.00,0.37],
[0.32,0.11,0.58,0.56,0.16,0.52,0.47,0.05,0.40,0.50,0.29,0.55],
[0.47,0.45,0.27,0.48,0.51,0.06,0.51,0.33,0.12,0.38,0.35,0.26],
[0.27,0.12,0.53,0.04,0.24,0.53,0.41,0.57,0.04,0.39,0.53,0.20]],
[[0.31,0.40,0.25,0.11,0.30,0.54,0.06,0.17,0.39,0.32,0.04,0.30],
[0.38,0.55,0.02,0.51,0.33,0.38,0.16,0.60,0.50,0.09,0.04,0.14],
[0.02,0.45,0.11,0.06,0.23,0.04,0.26,0.54,0.43,0.52,0.04,0.13],
[0.46,0.10,0.30,0.25,0.42,0.34,0.55,0.21,0.29,0.57,0.11,0.02],
[0.35,0.27,0.01,0.24,0.36,0.05,0.38,0.38,0.49,0.49,0.45,0.12],
[0.52,0.11,0.06,0.35,0.03,0.11,0.48,0.49,0.21,0.18,0.14,0.03],
[0.52,0.09,0.24,0.20,0.06,0.35,0.22,0.40,0.02,0.23,0.05,0.38],
[0.28,0.43,0.17,0.17,0.31,0.01,0.29,0.24,0.12,0.36,0.59,0.15],
[0.46,0.47,0.04,0.07,0.05,0.18,0.10,0.57,0.27,0.34,0.18,0.33],
[0.08,0.40,0.13,0.10,0.02,0.18,0.49,0.30,0.00,0.06,0.47,0.32],
[0.07,0.16,0.55,0.20,0.52,0.54,0.35,0.38,0.41,0.39,0.45,0.47],
[0.57,0.56,0.44,0.24,0.29,0.02,0.57,0.38,0.41,0.10,0.48,0.44]],
[[0.27,0.37,0.14,0.28,0.43,0.01,0.59,0.50,0.17,0.54,0.10,0.09],
[0.48,0.45,0.47,0.30,0.23,0.32,0.16,0.20,0.28,0.01,0.44,0.57],
[0.02,0.41,0.35,0.43,0.51,0.23,0.27,0.18,0.00,0.41,0.45,0.43],
[0.41,0.45,0.33,0.58,0.39,0.43,0.07,0.27,0.27,0.54,0.57,0.50],
[0.26,0.14,0.11,0.54,0.14,0.55,0.52,0.16,0.36,0.27,0.60,0.27],
[0.50,0.27,0.44,0.50,0.07,0.30,0.33,0.48,0.15,0.06,0.47,0.54],
[0.49,0.53,0.21,0.16,0.47,0.18,0.06,0.13,0.32,0.17,0.07,0.46],
[0.12,0.59,0.03,0.48,0.26,0.02,0.15,0.16,0.29,0.59,0.07,0.36],
[0.29,0.40,0.24,0.44,0.46,0.11,0.37,0.35,0.04,0.59,0.51,0.51],
[0.17,0.57,0.05,0.49,0.14,0.12,0.35,0.26,0.11,0.38,0.14,0.37],
[0.40,0.29,0.53,0.09,0.29,0.60,0.45,0.58,0.40,0.09,0.41,0.26],
[0.20,0.19,0.01,0.24,0.18,0.51,0.15,0.35,0.48,0.20,0.24,0.02]],
[[0.32,0.59,0.28,0.44,0.37,0.42,0.21,0.18,0.12,0.15,0.26,0.40],
[0.15,0.11,0.38,0.54,0.20,0.19,0.20,0.40,0.38,0.21,0.04,0.56],
[0.12,0.19,0.31,0.00,0.40,0.55,0.02,0.12,0.54,0.30,0.56,0.31],
[0.12,0.17,0.49,0.24,0.32,0.15,0.04,0.46,0.27,0.42,0.41,0.47],
[0.01,0.01,0.26,0.39,0.22,0.30,0.35,0.34,0.50,0.06,0.34,0.29],
[0.00,0.36,0.41,0.54,0.06,0.37,0.26,0.18,0.54,0.15,0.41,0.26],
[0.30,0.45,0.12,0.57,0.27,0.53,0.43,0.28,0.54,0.10,0.07,0.16],
[0.40,0.42,0.51,0.29,0.48,0.25,0.59,0.48,0.01,0.40,0.43,0.07],
[0.17,0.08,0.25,0.11,0.23,0.06,0.37,0.53,0.51,0.50,0.50,0.18],
[0.43,0.33,0.46,0.37,0.43,0.53,0.53,0.22,0.35,0.44,0.52,0.23],
[0.09,0.50,0.11,0.10,0.30,0.54,0.17,0.47,0.02,0.41,0.59,0.25],
[0.47,0.36,0.18,0.39,0.26,0.08,0.57,0.09,0.41,0.43,0.46,0.24]]];

alpha = 
[0.52,0.53,0.55,0.43];

c = 
[[5,5,9,4,9,7,10,4,4,10,7,4],
[6,4,6,6,8,9,6,4,4,9,2,7],
[7,6,5,2,6,4,5,9,7,10,9,3],
[6,8,3,6,5,7,6,7,9,2,10,4],
[9,5,4,9,4,4,6,7,7,9,7,2],
[9,10,7,3,10,5,4,3,9,6,6,2],
[9,10,5,5,10,4,8,8,8,10,7,10],
[2,9,6,7,7,10,5,4,7,8,5,4],
[9,8,6,5,10,8,3,8,7,7,2,7],
[7,6,2,4,6,5,10,6,3,4,9,7],
[10,10,9,6,5,10,9,3,7,2,4,4],
[8,6,8,4,9,7,7,5,2,6,8,6]];
