
m = 14;

n = 14;

p = 4;

q = 4;

proba = 
[[[0.05,0.33,0.07,0.19,0.29,0.50,0.42,0.39,0.58,0.10,0.47,0.11,0.52,0.36],
[0.01,0.27,0.58,0.57,0.11,0.57,0.45,0.05,0.53,0.41,0.59,0.57,0.52,0.05],
[0.43,0.34,0.24,0.48,0.07,0.31,0.07,0.35,0.21,0.49,0.15,0.19,0.60,0.02],
[0.30,0.52,0.38,0.31,0.19,0.35,0.28,0.30,0.33,0.13,0.35,0.25,0.55,0.34],
[0.22,0.47,0.39,0.05,0.21,0.03,0.52,0.27,0.34,0.59,0.02,0.55,0.49,0.17],
[0.14,0.48,0.19,0.44,0.40,0.57,0.14,0.58,0.32,0.42,0.28,0.05,0.55,0.04],
[0.30,0.50,0.38,0.52,0.36,0.17,0.57,0.57,0.20,0.50,0.24,0.54,0.49,0.27],
[0.49,0.38,0.44,0.03,0.26,0.03,0.47,0.06,0.60,0.01,0.04,0.32,0.43,0.33],
[0.37,0.39,0.37,0.07,0.28,0.15,0.59,0.05,0.32,0.57,0.02,0.52,0.46,0.26],
[0.46,0.35,0.53,0.35,0.13,0.36,0.38,0.39,0.39,0.25,0.45,0.38,0.27,0.49],
[0.10,0.10,0.22,0.47,0.48,0.59,0.54,0.17,0.14,0.54,0.21,0.46,0.50,0.23],
[0.37,0.36,0.49,0.23,0.11,0.42,0.58,0.24,0.18,0.36,0.03,0.57,0.01,0.48],
[0.35,0.28,0.37,0.45,0.38,0.59,0.32,0.26,0.58,0.26,0.43,0.12,0.20,0.05],
[0.58,0.10,0.28,0.35,0.47,0.17,0.58,0.58,0.59,0.56,0.22,0.17,0.32,0.25]],
[[0.13,0.34,0.13,0.48,0.02,0.51,0.33,0.40,0.50,0.05,0.06,0.48,0.32,0.49],
[0.01,0.52,0.54,0.59,0.02,0.22,0.34,0.49,0.39,0.32,0.47,0.37,0.28,0.10],
[0.54,0.00,0.35,0.07,0.34,0.48,0.55,0.35,0.39,0.28,0.15,0.29,0.33,0.21],
[0.17,0.05,0.10,0.18,0.57,0.04,0.17,0.60,0.25,0.50,0.49,0.04,0.22,0.36],
[0.41,0.50,0.46,0.34,0.50,0.21,0.41,0.24,0.09,0.36,0.59,0.48,0.04,0.14],
[0.17,0.37,0.35,0.35,0.42,0.44,0.53,0.39,0.48,0.09,0.39,0.13,0.60,0.28],
[0.17,0.22,0.04,0.57,0.12,0.50,0.32,0.02,0.10,0.13,0.26,0.20,0.49,0.25],
[0.08,0.53,0.39,0.25,0.31,0.13,0.60,0.13,0.58,0.52,0.52,0.46,0.01,0.31],
[0.59,0.01,0.59,0.16,0.23,0.03,0.13,0.35,0.52,0.45,0.37,0.03,0.58,0.03],
[0.22,0.47,0.27,0.30,0.41,0.06,0.55,0.12,0.20,0.55,0.25,0.18,0.47,0.17],
[0.03,0.48,0.48,0.02,0.49,0.47,0.18,0.12,0.50,0.31,0.47,0.42,0.16,0.24],
[0.45,0.14,0.26,0.07,0.01,0.54,0.37,0.42,0.00,0.33,0.54,0.20,0.27,0.18],
[0.37,0.14,0.36,0.41,0.02,0.24,0.43,0.52,0.11,0.01,0.04,0.01,0.32,0.51],
[0.44,0.48,0.14,0.29,0.02,0.41,0.36,0.03,0.35,0.13,0.45,0.35,0.46,0.39]],
[[0.55,0.13,0.58,0.32,0.28,0.33,0.13,0.30,0.57,0.55,0.22,0.09,0.56,0.26],
[0.10,0.28,0.16,0.54,0.16,0.31,0.23,0.17,0.11,0.59,0.20,0.46,0.12,0.06],
[0.21,0.58,0.45,0.16,0.11,0.43,0.47,0.39,0.16,0.60,0.09,0.13,0.55,0.31],
[0.22,0.52,0.56,0.32,0.20,0.13,0.26,0.36,0.43,0.48,0.53,0.55,0.47,0.13],
[0.41,0.59,0.19,0.02,0.57,0.04,0.17,0.08,0.47,0.05,0.47,0.02,0.05,0.57],
[0.15,0.00,0.27,0.37,0.52,0.24,0.09,0.12,0.36,0.35,0.47,0.20,0.23,0.40],
[0.14,0.10,0.54,0.55,0.09,0.13,0.57,0.06,0.17,0.14,0.15,0.03,0.19,0.02],
[0.06,0.23,0.59,0.21,0.24,0.26,0.58,0.15,0.50,0.07,0.27,0.26,0.42,0.14],
[0.46,0.05,0.55,0.00,0.15,0.48,0.55,0.25,0.01,0.52,0.31,0.18,0.06,0.46],
[0.21,0.25,0.48,0.27,0.48,0.47,0.48,0.12,0.13,0.46,0.27,0.03,0.54,0.54],
[0.30,0.36,0.08,0.16,0.41,0.03,0.16,0.56,0.51,0.11,0.21,0.52,0.03,0.52],
[0.10,0.08,0.38,0.32,0.33,0.27,0.58,0.21,0.14,0.47,0.33,0.27,0.33,0.60],
[0.31,0.27,0.54,0.00,0.03,0.02,0.16,0.44,0.05,0.31,0.40,0.57,0.42,0.01],
[0.49,0.45,0.54,0.59,0.53,0.32,0.31,0.26,0.59,0.29,0.47,0.13,0.16,0.20]],
[[0.40,0.49,0.20,0.10,0.16,0.14,0.11,0.18,0.16,0.26,0.02,0.21,0.58,0.42],
[0.18,0.40,0.43,0.07,0.24,0.37,0.06,0.17,0.09,0.37,0.44,0.07,0.07,0.31],
[0.20,0.23,0.51,0.60,0.11,0.11,0.10,0.27,0.25,0.21,0.45,0.41,0.47,0.47],
[0.02,0.45,0.29,0.20,0.24,0.12,0.27,0.49,0.48,0.33,0.06,0.57,0.11,0.50],
[0.04,0.17,0.21,0.24,0.40,0.12,0.23,0.51,0.23,0.33,0.18,0.48,0.54,0.03],
[0.29,0.41,0.50,0.31,0.26,0.19,0.51,0.50,0.30,0.18,0.39,0.19,0.52,0.45],
[0.15,0.03,0.35,0.19,0.20,0.56,0.43,0.60,0.08,0.06,0.51,0.31,0.39,0.09],
[0.19,0.33,0.13,0.48,0.14,0.03,0.19,0.40,0.22,0.10,0.31,0.52,0.29,0.10],
[0.11,0.21,0.55,0.26,0.23,0.30,0.45,0.43,0.26,0.28,0.43,0.34,0.34,0.34],
[0.05,0.13,0.43,0.24,0.47,0.56,0.12,0.01,0.59,0.31,0.41,0.20,0.41,0.12],
[0.13,0.10,0.22,0.24,0.31,0.17,0.50,0.54,0.47,0.35,0.38,0.13,0.03,0.21],
[0.48,0.36,0.54,0.53,0.50,0.37,0.17,0.36,0.33,0.28,0.37,0.32,0.59,0.19],
[0.52,0.40,0.31,0.05,0.50,0.52,0.29,0.21,0.09,0.19,0.16,0.56,0.53,0.53],
[0.09,0.56,0.14,0.57,0.32,0.08,0.50,0.22,0.46,0.06,0.58,0.19,0.35,0.35]],
[[0.51,0.34,0.54,0.43,0.14,0.25,0.48,0.04,0.17,0.17,0.26,0.26,0.35,0.41],
[0.22,0.29,0.34,0.31,0.25,0.48,0.28,0.57,0.56,0.18,0.19,0.42,0.25,0.17],
[0.01,0.59,0.52,0.51,0.33,0.46,0.34,0.47,0.11,0.22,0.52,0.28,0.39,0.17],
[0.54,0.14,0.58,0.15,0.43,0.32,0.47,0.07,0.20,0.15,0.04,0.17,0.33,0.23],
[0.58,0.58,0.40,0.59,0.57,0.33,0.50,0.31,0.19,0.24,0.18,0.30,0.46,0.10],
[0.58,0.25,0.27,0.51,0.39,0.25,0.07,0.22,0.57,0.54,0.29,0.18,0.09,0.33],
[0.34,0.42,0.57,0.33,0.40,0.37,0.32,0.38,0.10,0.22,0.08,0.28,0.46,0.26],
[0.58,0.32,0.36,0.56,0.57,0.03,0.47,0.36,0.28,0.54,0.57,0.25,0.48,0.26],
[0.43,0.57,0.60,0.18,0.39,0.56,0.50,0.19,0.34,0.22,0.56,0.43,0.44,0.05],
[0.12,0.30,0.31,0.10,0.02,0.07,0.06,0.58,0.10,0.54,0.34,0.38,0.48,0.31],
[0.03,0.36,0.57,0.47,0.33,0.57,0.05,0.11,0.54,0.55,0.30,0.27,0.17,0.26],
[0.10,0.01,0.31,0.22,0.30,0.02,0.32,0.32,0.09,0.38,0.30,0.19,0.31,0.04],
[0.57,0.19,0.36,0.00,0.55,0.33,0.47,0.28,0.30,0.52,0.39,0.24,0.47,0.09],
[0.51,0.04,0.35,0.01,0.05,0.06,0.23,0.35,0.08,0.55,0.07,0.16,0.33,0.37]],
[[0.35,0.04,0.42,0.32,0.24,0.17,0.33,0.19,0.50,0.20,0.47,0.20,0.12,0.26],
[0.44,0.58,0.34,0.34,0.02,0.10,0.35,0.07,0.15,0.58,0.42,0.23,0.53,0.49],
[0.39,0.25,0.26,0.15,0.30,0.07,0.47,0.53,0.25,0.20,0.12,0.15,0.40,0.58],
[0.35,0.51,0.24,0.18,0.50,0.58,0.53,0.52,0.08,0.28,0.58,0.23,0.26,0.40],
[0.46,0.19,0.29,0.26,0.44,0.54,0.40,0.14,0.02,0.27,0.07,0.26,0.47,0.19],
[0.41,0.27,0.17,0.16,0.18,0.41,0.34,0.07,0.39,0.27,0.59,0.47,0.55,0.58],
[0.11,0.21,0.38,0.57,0.40,0.06,0.22,0.24,0.01,0.03,0.38,0.02,0.30,0.45],
[0.29,0.17,0.04,0.09,0.44,0.21,0.25,0.02,0.02,0.59,0.09,0.42,0.25,0.08],
[0.29,0.20,0.06,0.39,0.41,0.44,0.36,0.20,0.50,0.59,0.44,0.50,0.02,0.22],
[0.53,0.32,0.07,0.21,0.49,0.11,0.31,0.33,0.32,0.56,0.35,0.34,0.55,0.44],
[0.16,0.20,0.52,0.45,0.40,0.58,0.24,0.21,0.42,0.01,0.41,0.31,0.59,0.25],
[0.22,0.01,0.48,0.14,0.33,0.55,0.36,0.22,0.06,0.07,0.55,0.38,0.02,0.30],
[0.13,0.57,0.13,0.28,0.17,0.05,0.13,0.57,0.03,0.38,0.18,0.45,0.38,0.59],
[0.16,0.37,0.25,0.38,0.38,0.12,0.52,0.11,0.08,0.28,0.33,0.14,0.35,0.28]],
[[0.52,0.37,0.58,0.05,0.34,0.11,0.33,0.51,0.17,0.46,0.49,0.20,0.24,0.07],
[0.05,0.02,0.06,0.21,0.39,0.31,0.59,0.18,0.43,0.51,0.29,0.51,0.19,0.02],
[0.04,0.54,0.31,0.56,0.31,0.29,0.01,0.05,0.40,0.34,0.57,0.57,0.20,0.46],
[0.17,0.44,0.52,0.22,0.46,0.58,0.43,0.26,0.29,0.41,0.43,0.12,0.32,0.12],
[0.03,0.52,0.14,0.07,0.46,0.45,0.03,0.17,0.13,0.04,0.22,0.54,0.38,0.19],
[0.50,0.59,0.05,0.07,0.43,0.57,0.29,0.30,0.56,0.12,0.55,0.25,0.53,0.39],
[0.37,0.25,0.51,0.39,0.17,0.05,0.46,0.03,0.50,0.49,0.20,0.03,0.53,0.42],
