
m = 14;

n = 14;

p = 3;

q = 3;

proba = 
[[[0.59,0.44,0.17,0.23,0.09,0.58,0.14,0.44,0.31,0.21,0.30,0.12,0.59,0.09],
[0.40,0.21,0.32,0.24,0.13,0.03,0.10,0.48,0.00,0.54,0.28,0.19,0.58,0.08],
[0.55,0.51,0.11,0.54,0.35,0.27,0.17,0.44,0.26,0.31,0.27,0.57,0.52,0.57],
[0.09,0.51,0.06,0.49,0.12,0.39,0.13,0.26,0.41,0.23,0.14,0.41,0.17,0.42],
[0.00,0.15,0.49,0.55,0.06,0.00,0.49,0.41,0.28,0.06,0.25,0.53,0.37,0.52],
[0.50,0.29,0.49,0.59,0.20,0.55,0.48,0.33,0.34,0.01,0.58,0.15,0.24,0.12],
[0.57,0.40,0.54,0.57,0.55,0.43,0.52,0.01,0.43,0.41,0.42,0.11,0.47,0.07],
[0.04,0.24,0.58,0.55,0.53,0.48,0.54,0.13,0.43,0.42,0.46,0.17,0.42,0.44],
[0.32,0.06,0.56,0.29,0.46,0.50,0.25,0.41,0.33,0.17,0.42,0.17,0.58,0.25],
[0.28,0.44,0.31,0.32,0.08,0.29,0.27,0.01,0.17,0.21,0.14,0.60,0.02,0.60],
[0.17,0.44,0.43,0.49,0.50,0.39,0.17,0.37,0.29,0.43,0.18,0.02,0.60,0.00],
[0.19,0.57,0.25,0.46,0.42,0.56,0.19,0.50,0.25,0.45,0.50,0.42,0.06,0.04],
[0.42,0.08,0.04,0.59,0.53,0.47,0.48,0.43,0.26,0.05,0.19,0.56,0.47,0.37],
[0.58,0.47,0.38,0.17,0.44,0.03,0.03,0.26,0.59,0.22,0.16,0.24,0.07,0.06]],
[[0.06,0.13,0.10,0.49,0.21,0.13,0.48,0.14,0.00,0.35,0.57,0.27,0.40,0.16],
[0.22,0.27,0.53,0.20,0.14,0.31,0.37,0.59,0.34,0.40,0.25,0.32,0.02,0.40],
[0.57,0.09,0.46,0.03,0.22,0.56,0.52,0.43,0.09,0.39,0.57,0.09,0.14,0.54],
[0.36,0.54,0.10,0.58,0.22,0.03,0.19,0.36,0.34,0.55,0.35,0.08,0.35,0.60],
[0.41,0.37,0.40,0.37,0.46,0.26,0.40,0.08,0.22,0.32,0.51,0.31,0.11,0.47],
[0.40,0.25,0.41,0.16,0.20,0.51,0.14,0.41,0.54,0.33,0.18,0.28,0.28,0.52],
[0.36,0.04,0.52,0.17,0.41,0.32,0.54,0.26,0.58,0.34,0.34,0.19,0.06,0.24],
[0.50,0.17,0.12,0.30,0.42,0.53,0.46,0.02,0.43,0.00,0.43,0.37,0.33,0.01],
[0.05,0.02,0.53,0.41,0.05,0.45,0.58,0.46,0.17,0.52,0.12,0.15,0.26,0.46],
[0.34,0.31,0.10,0.24,0.48,0.22,0.54,0.30,0.15,0.40,0.32,0.58,0.40,0.16],
[0.35,0.13,0.16,0.40,0.15,0.10,0.22,0.21,0.55,0.20,0.07,0.12,0.12,0.19],
[0.26,0.38,0.05,0.60,0.09,0.15,0.24,0.57,0.37,0.17,0.28,0.52,0.57,0.60],
[0.50,0.37,0.16,0.25,0.50,0.32,0.05,0.05,0.42,0.27,0.26,0.36,0.47,0.33],
[0.48,0.59,0.51,0.14,0.36,0.56,0.14,0.45,0.11,0.38,0.42,0.48,0.55,0.10]],
[[0.40,0.52,0.10,0.29,0.29,0.26,0.54,0.19,0.58,0.60,0.24,0.39,0.27,0.50],
[0.16,0.14,0.23,0.04,0.12,0.15,0.18,0.48,0.11,0.32,0.33,0.22,0.10,0.16],
[0.10,0.05,0.26,0.49,0.57,0.36,0.19,0.25,0.01,0.13,0.44,0.59,0.13,0.08],
[0.38,0.39,0.59,0.54,0.53,0.22,0.57,0.05,0.36,0.15,0.53,0.47,0.47,0.26],
[0.09,0.57,0.42,0.18,0.02,0.08,0.08,0.59,0.43,0.26,0.24,0.45,0.39,0.09],
[0.43,0.52,0.17,0.22,0.31,0.16,0.15,0.24,0.38,0.13,0.29,0.14,0.28,0.22],
[0.01,0.15,0.48,0.10,0.12,0.30,0.28,0.15,0.38,0.36,0.14,0.22,0.03,0.38],
[0.06,0.42,0.47,0.50,0.34,0.04,0.11,0.05,0.19,0.26,0.29,0.57,0.39,0.58],
[0.11,0.07,0.20,0.12,0.22,0.08,0.22,0.34,0.38,0.50,0.49,0.16,0.27,0.03],
[0.38,0.29,0.41,0.44,0.11,0.28,0.34,0.45,0.31,0.45,0.51,0.51,0.11,0.20],
[0.48,0.50,0.18,0.59,0.57,0.37,0.11,0.19,0.45,0.34,0.53,0.23,0.24,0.43],
[0.40,0.51,0.46,0.17,0.20,0.27,0.01,0.32,0.54,0.35,0.17,0.26,0.20,0.08],
[0.17,0.31,0.28,0.05,0.21,0.45,0.04,0.18,0.23,0.15,0.37,0.08,0.49,0.31],
[0.31,0.13,0.13,0.11,0.04,0.59,0.28,0.24,0.25,0.29,0.56,0.20,0.04,0.13]],
