
m = 18;

n = 18;

p = 2;

q = 2;

proba = 
[[[0.25,0.28,0.58,0.29,0.13,0.18,0.16,0.30,0.47,0.42,0.25,0.26,0.32,0.45,0.51,0.27,0.07,0.27],
[0.52,0.56,0.46,0.37,0.11,0.46,0.55,0.37,0.55,0.39,0.49,0.27,0.01,0.14,0.54,0.59,0.42,0.07],
[0.17,0.59,0.37,0.04,0.41,0.02,0.30,0.13,0.47,0.21,0.40,0.54,0.48,0.32,0.50,0.33,0.09,0.01],
[0.20,0.05,0.38,0.15,0.44,0.27,0.42,0.45,0.40,0.36,0.45,0.23,0.43,0.02,0.22,0.20,0.05,0.03],
[0.22,0.36,0.16,0.09,0.57,0.56,0.03,0.45,0.28,0.53,0.18,0.38,0.54,0.38,0.43,0.31,0.52,0.27],
[0.58,0.34,0.12,0.38,0.10,0.57,0.01,0.53,0.58,0.23,0.13,0.04,0.25,0.35,0.39,0.42,0.44,0.36],
[0.38,0.47,0.21,0.06,0.40,0.39,0.44,0.34,0.16,0.26,0.05,0.09,0.53,0.03,0.43,0.05,0.41,0.53],
[0.02,0.42,0.46,0.00,0.05,0.59,0.04,0.31,0.35,0.43,0.12,0.19,0.19,0.50,0.06,0.40,0.56,0.46],
[0.19,0.40,0.20,0.35,0.06,0.25,0.44,0.60,0.28,0.26,0.05,0.09,0.19,0.07,0.51,0.06,0.07,0.57],
[0.05,0.10,0.27,0.39,0.53,0.39,0.58,0.12,0.29,0.04,0.52,0.25,0.50,0.11,0.05,0.10,0.46,0.12],
[0.35,0.29,0.11,0.02,0.55,0.16,0.11,0.15,0.23,0.03,0.20,0.30,0.59,0.25,0.40,0.27,0.04,0.33],
[0.06,0.03,0.46,0.35,0.07,0.38,0.01,0.57,0.49,0.06,0.07,0.34,0.18,0.42,0.03,0.29,0.44,0.58],
[0.45,0.55,0.13,0.08,0.58,0.33,0.38,0.58,0.58,0.17,0.24,0.02,0.51,0.30,0.05,0.36,0.06,0.12],
[0.14,0.07,0.09,0.03,0.12,0.16,0.37,0.30,0.58,0.40,0.59,0.42,0.38,0.44,0.38,0.51,0.52,0.36],
[0.24,0.30,0.33,0.23,0.47,0.58,0.25,0.38,0.28,0.30,0.14,0.34,0.42,0.28,0.40,0.51,0.31,0.53],
[0.07,0.07,0.23,0.05,0.47,0.22,0.48,0.25,0.06,0.25,0.16,0.58,0.01,0.41,0.28,0.34,0.03,0.16],
[0.32,0.28,0.53,0.60,0.58,0.07,0.34,0.40,0.36,0.14,0.32,0.06,0.06,0.39,0.13,0.29,0.44,0.00],
[0.51,0.32,0.25,0.58,0.57,0.42,0.56,0.59,0.22,0.24,0.33,0.26,0.40,0.05,0.54,0.33,0.05,0.52]],
[[0.41,0.38,0.33,0.16,0.52,0.04,0.22,0.59,0.43,0.36,0.28,0.28,0.36,0.19,0.60,0.02,0.17,0.57],
[0.43,0.13,0.56,0.06,0.37,0.29,0.31,0.17,0.34,0.25,0.50,0.39,0.18,0.31,0.17,0.51,0.47,0.09],
[0.55,0.09,0.08,0.38,0.45,0.36,0.06,0.21,0.56,0.06,0.23,0.12,0.04,0.06,0.25,0.60,0.11,0.02],
[0.29,0.43,0.19,0.03,0.08,0.10,0.41,0.25,0.40,0.59,0.16,0.27,0.08,0.11,0.36,0.16,0.49,0.21],
[0.52,0.55,0.42,0.48,0.02,0.05,0.00,0.05,0.10,0.26,0.05,0.22,0.28,0.33,0.05,0.48,0.36,0.12],
[0.57,0.17,0.38,0.37,0.16,0.54,0.04,0.24,0.05,0.41,0.40,0.54,0.02,0.32,0.49,0.44,0.20,0.51],
[0.48,0.21,0.56,0.58,0.46,0.01,0.20,0.15,0.34,0.25,0.02,0.10,0.37,0.59,0.27,0.15,0.37,0.43],
[0.09,0.41,0.06,0.14,0.22,0.46,0.07,0.23,0.19,0.57,0.07,0.39,0.48,0.55,0.59,0.44,0.53,0.46],
[0.45,0.14,0.00,0.19,0.38,0.03,0.29,0.16,0.02,0.56,0.31,0.39,0.38,0.40,0.20,0.45,0.53,0.41],
[0.31,0.01,0.04,0.50,0.58,0.11,0.28,0.45,0.06,0.28,0.29,0.59,0.14,0.14,0.12,0.14,0.33,0.51],
[0.17,0.01,0.06,0.18,0.57,0.37,0.57,0.35,0.17,0.17,0.20,0.10,0.58,0.51,0.11,0.02,0.41,0.08],
[0.13,0.09,0.54,0.19,0.37,0.23,0.17,0.51,0.37,0.30,0.05,0.09,0.20,0.21,0.10,0.27,0.40,0.07],
[0.04,0.37,0.42,0.21,0.54,0.03,0.31,0.51,0.54,0.41,0.53,0.35,0.50,0.06,0.44,0.43,0.25,0.21],
[0.06,0.42,0.12,0.43,0.12,0.17,0.52,0.32,0.39,0.02,0.58,0.19,0.10,0.02,0.56,0.52,0.22,0.49],
[0.55,0.53,0.40,0.48,0.34,0.34,0.23,0.24,0.40,0.07,0.07,0.05,0.29,0.13,0.47,0.41,0.56,0.58],
[0.58,0.48,0.30,0.37,0.50,0.28,0.56,0.60,0.30,0.51,0.52,0.52,0.40,0.46,0.45,0.21,0.34,0.20],
[0.54,0.58,0.43,0.34,0.05,0.51,0.39,0.34,0.04,0.25,0.15,0.59,0.24,0.13,0.47,0.54,0.50,0.37],
[0.22,0.45,0.37,0.52,0.36,0.28,0.44,0.17,0.15,0.29,0.37,0.49,0.49,0.31,0.47,0.32,0.05,0.51]],
