
m = 20;

n = 20;

p = 3;

q = 3;

proba = 
[[[0.31,0.28,0.15,0.05,0.28,0.10,0.54,0.33,0.34,0.44,0.54,0.20,0.34,0.24,0.32,0.29,0.53,0.35,0.19,0.30],
[0.06,0.34,0.55,0.11,0.25,0.10,0.44,0.26,0.36,0.25,0.31,0.07,0.53,0.46,0.11,0.21,0.56,0.06,0.54,0.30],
[0.50,0.48,0.50,0.24,0.13,0.22,0.53,0.05,0.57,0.12,0.35,0.03,0.46,0.30,0.14,0.11,0.41,0.58,0.37,0.17],
[0.23,0.08,0.23,0.16,0.53,0.35,0.38,0.49,0.40,0.32,0.19,0.30,0.20,0.09,0.54,0.33,0.30,0.47,0.39,0.27],
[0.59,0.14,0.30,0.45,0.44,0.43,0.56,0.25,0.41,0.33,0.42,0.05,0.40,0.05,0.21,0.34,0.40,0.59,0.23,0.20],
[0.31,0.42,0.51,0.51,0.50,0.45,0.25,0.21,0.32,0.03,0.48,0.32,0.17,0.17,0.17,0.01,0.01,0.13,0.26,0.42],
[0.46,0.08,0.47,0.26,0.13,0.08,0.00,0.53,0.07,0.23,0.14,0.38,0.05,0.04,0.29,0.56,0.50,0.54,0.16,0.22],
[0.57,0.04,0.54,0.14,0.21,0.11,0.15,0.22,0.24,0.41,0.04,0.10,0.49,0.51,0.36,0.02,0.59,0.37,0.55,0.06],
[0.00,0.09,0.43,0.05,0.13,0.12,0.01,0.03,0.06,0.17,0.24,0.02,0.21,0.18,0.16,0.43,0.29,0.31,0.05,0.52],
[0.12,0.09,0.02,0.00,0.00,0.39,0.02,0.59,0.15,0.58,0.05,0.15,0.06,0.48,0.20,0.19,0.00,0.21,0.22,0.06],
[0.39,0.46,0.09,0.00,0.04,0.25,0.43,0.33,0.55,0.48,0.26,0.07,0.57,0.28,0.08,0.58,0.06,0.10,0.57,0.22],
[0.08,0.02,0.37,0.14,0.50,0.57,0.33,0.50,0.18,0.55,0.57,0.57,0.41,0.05,0.57,0.46,0.30,0.40,0.19,0.25],
[0.28,0.44,0.32,0.25,0.12,0.40,0.23,0.19,0.50,0.20,0.40,0.57,0.21,0.17,0.11,0.11,0.14,0.44,0.01,0.33],
[0.39,0.58,0.30,0.21,0.03,0.27,0.06,0.33,0.07,0.25,0.58,0.35,0.10,0.31,0.60,0.22,0.10,0.23,0.41,0.00],
[0.42,0.21,0.58,0.03,0.38,0.09,0.14,0.53,0.53,0.16,0.25,0.33,0.14,0.55,0.53,0.17,0.22,0.60,0.50,0.28],
[0.25,0.48,0.03,0.34,0.19,0.03,0.56,0.29,0.25,0.37,0.29,0.07,0.58,0.27,0.11,0.36,0.36,0.25,0.29,0.29],
[0.41,0.54,0.02,0.54,0.49,0.55,0.11,0.10,0.54,0.01,0.39,0.19,0.49,0.42,0.53,0.08,0.44,0.49,0.37,0.10],
[0.26,0.06,0.17,0.24,0.33,0.28,0.60,0.08,0.53,0.28,0.37,0.34,0.22,0.39,0.28,0.11,0.34,0.39,0.21,0.28],
[0.40,0.00,0.47,0.29,0.42,0.41,0.37,0.26,0.30,0.14,0.36,0.56,0.20,0.53,0.20,0.53,0.21,0.20,0.01,0.14],
[0.48,0.38,0.48,0.10,0.17,0.16,0.21,0.51,0.55,0.43,0.19,0.35,0.43,0.07,0.05,0.25,0.47,0.42,0.51,0.17]],
[[0.56,0.27,0.14,0.15,0.20,0.33,0.08,0.41,0.53,0.09,0.55,0.41,0.47,0.43,0.52,0.05,0.59,0.13,0.56,0.54],
[0.55,0.15,0.29,0.38,0.21,0.33,0.03,0.09,0.15,0.54,0.26,0.11,0.21,0.40,0.26,0.41,0.13,0.34,0.23,0.06],
[0.43,0.18,0.48,0.31,0.01,0.39,0.35,0.60,0.52,0.31,0.53,0.47,0.46,0.22,0.25,0.07,0.55,0.27,0.16,0.10],
[0.21,0.42,0.21,0.42,0.21,0.47,0.23,0.34,0.21,0.45,0.40,0.04,0.03,0.28,0.35,0.04,0.07,0.10,0.04,0.59],
[0.41,0.57,0.46,0.26,0.19,0.11,0.33,0.14,0.38,0.49,0.25,0.59,0.31,0.45,0.41,0.52,0.32,0.03,0.26,0.53],
