
m = 12;

n = 12;

p = 4;

q = 4;

proba = 
[[[0.09,0.59,0.02,0.47,0.37,0.10,0.40,0.56,0.03,0.12,0.19,0.58],
[0.55,0.22,0.50,0.02,0.05,0.38,0.38,0.08,0.31,0.28,0.01,0.24],
[0.11,0.17,0.39,0.48,0.52,0.23,0.58,0.01,0.22,0.00,0.48,0.59],
[0.10,0.28,0.55,0.13,0.39,0.14,0.11,0.35,0.37,0.00,0.37,0.42],
[0.39,0.15,0.50,0.10,0.43,0.51,0.34,0.55,0.08,0.13,0.42,0.60],
[0.36,0.40,0.01,0.58,0.41,0.49,0.57,0.51,0.16,0.52,0.04,0.56],
[0.06,0.14,0.30,0.43,0.15,0.07,0.24,0.54,0.22,0.14,0.03,0.06],
[0.05,0.37,0.00,0.13,0.50,0.43,0.13,0.26,0.23,0.14,0.24,0.04],
[0.02,0.21,0.55,0.19,0.13,0.58,0.14,0.19,0.13,0.45,0.01,0.28],
[0.52,0.26,0.21,0.14,0.40,0.25,0.20,0.45,0.02,0.20,0.59,0.52],
[0.02,0.12,0.18,0.25,0.25,0.42,0.29,0.28,0.02,0.24,0.46,0.15],
[0.23,0.01,0.33,0.36,0.45,0.35,0.03,0.37,0.00,0.25,0.51,0.40]],
[[0.49,0.11,0.26,0.51,0.31,0.24,0.43,0.33,0.36,0.01,0.59,0.01],
[0.43,0.28,0.29,0.45,0.52,0.16,0.00,0.15,0.17,0.33,0.51,0.02],
[0.08,0.54,0.39,0.09,0.19,0.31,0.49,0.08,0.42,0.15,0.59,0.12],
[0.39,0.42,0.46,0.15,0.43,0.44,0.17,0.26,0.12,0.46,0.11,0.05],
[0.02,0.11,0.20,0.18,0.45,0.10,0.20,0.53,0.05,0.60,0.02,0.23],
[0.30,0.51,0.31,0.12,0.05,0.31,0.24,0.45,0.13,0.10,0.60,0.56],
[0.54,0.16,0.23,0.07,0.02,0.34,0.11,0.04,0.45,0.31,0.22,0.30],
[0.42,0.43,0.23,0.46,0.42,0.24,0.09,0.13,0.15,0.41,0.25,0.20],
[0.11,0.49,0.05,0.24,0.59,0.04,0.21,0.53,0.21,0.43,0.60,0.23],
[0.17,0.11,0.27,0.02,0.42,0.49,0.32,0.24,0.32,0.54,0.10,0.14],
