
m = 10;

n = 10;

p = 2;

q = 2;

proba = 
[[[0.28,0.55,0.52,0.01,0.29,0.24,0.38,0.32,0.25,0.16],
[0.35,0.39,0.40,0.24,0.02,0.35,0.03,0.41,0.30,0.14],
[0.58,0.33,0.25,0.50,0.20,0.54,0.17,0.40,0.36,0.37],
[0.43,0.05,0.32,0.35,0.06,0.01,0.59,0.44,0.33,0.25],
[0.60,0.08,0.03,0.40,0.32,0.05,0.15,0.35,0.46,0.45],
[0.50,0.45,0.18,0.15,0.35,0.39,0.09,0.51,0.18,0.45],
[0.29,0.01,0.50,0.01,0.36,0.56,0.02,0.35,0.40,0.35],
[0.00,0.40,0.42,0.03,0.20,0.14,0.09,0.35,0.50,0.55],
[0.20,0.40,0.40,0.38,0.54,0.15,0.17,0.03,0.06,0.35],
[0.48,0.35,0.37,0.38,0.35,0.13,0.34,0.37,0.48,0.14]],
[[0.12,0.48,0.54,0.54,0.52,0.14,0.08,0.00,0.50,0.58],
[0.55,0.10,0.38,0.35,0.48,0.32,0.50,0.05,0.35,0.56],
[0.41,0.23,0.31,0.17,0.01,0.06,0.30,0.35,0.43,0.19],
[0.49,0.55,0.07,0.43,0.49,0.59,0.58,0.57,0.59,0.47],
[0.55,0.54,0.57,0.33,0.29,0.45,0.05,0.19,0.51,0.40],
[0.15,0.31,0.03,0.45,0.49,0.04,0.52,0.19,0.39,0.35],
[0.38,0.28,0.29,0.45,0.11,0.18,0.43,0.09,0.15,0.42],
[0.56,0.10,0.36,0.53,0.43,0.05,0.39,0.48,0.24,0.29],
[0.28,0.39,0.01,0.31,0.24,0.49,0.36,0.16,0.08,0.15],
[0.50,0.46,0.43,0.20,0.31,0.54,0.38,0.14,0.04,0.53]],
[[0.55,0.60,0.04,0.31,0.53,0.47,0.37,0.32,0.35,0.01],
[0.02,0.03,0.40,0.02,0.35,0.04,0.52,0.10,0.20,0.60],
[0.25,0.10,0.46,0.08,0.30,0.16,0.02,0.08,0.30,0.06],
[0.01,0.25,0.06,0.05,0.57,0.59,0.52,0.33,0.31,0.27],
[0.34,0.33,0.31,0.14,0.35,0.05,0.17,0.27,0.15,0.37],
[0.27,0.40,0.47,0.13,0.48,0.17,0.29,0.51,0.25,0.59],
[0.57,0.27,0.25,0.02,0.32,0.22,0.02,0.24,0.55,0.33],
[0.51,0.29,0.06,0.22,0.43,0.41,0.27,0.00,0.08,0.42],
[0.37,0.35,0.23,0.24,0.47,0.11,0.42,0.16,0.02,0.07],
[0.16,0.58,0.34,0.40,0.01,0.06,0.02,0.02,0.29,0.57]],
[[0.35,0.21,0.26,0.41,0.42,0.08,0.23,0.09,0.09,0.30],
[0.51,0.46,0.05,0.14,0.10,0.52,0.25,0.52,0.08,0.27],
[0.58,0.24,0.26,0.32,0.04,0.27,0.38,0.06,0.29,0.07],
[0.03,0.04,0.28,0.28,0.46,0.10,0.37,0.08,0.19,0.46],
[0.39,0.10,0.31,0.44,0.25,0.41,0.36,0.50,0.33,0.44],
[0.17,0.31,0.08,0.43,0.04,0.12,0.10,0.41,0.18,0.39],
[0.49,0.21,0.43,0.17,0.49,0.29,0.27,0.26,0.37,0.46],
[0.12,0.16,0.56,0.43,0.60,0.21,0.24,0.35,0.11,0.57],
[0.20,0.28,0.28,0.28,0.11,0.32,0.40,0.21,0.13,0.58],
[0.59,0.02,0.19,0.42,0.18,0.09,0.11,0.45,0.35,0.48]]];

alpha = 
[0.50,0.56,0.41,0.49];

c = 
[[4,8,6,5,6,4,7,10,6,9],
[4,6,9,8,2,9,10,5,7,4],
[8,6,7,8,6,10,5,7,7,9],
[9,8,6,4,9,8,4,3,5,7],
[10,8,2,7,5,10,5,2,2,10],
[5,6,5,10,10,7,8,4,3,2],
[9,2,8,3,2,6,9,3,7,2],
[8,5,8,6,10,9,3,2,9,10],
[10,10,5,2,8,3,8,5,3,7],
[5,2,5,10,10,4,5,8,5,9]];
