
m = 16;

n = 16;

p = 4;

q = 4;

proba = 
[[[0.06,0.33,0.07,0.14,0.08,0.39,0.51,0.59,0.51,0.05,0.30,0.09,0.03,0.59,0.56,0.17],
[0.00,0.37,0.11,0.23,0.48,0.08,0.01,0.28,0.33,0.00,0.40,0.36,0.18,0.31,0.50,0.24],
[0.04,0.57,0.38,0.12,0.36,0.29,0.11,0.27,0.34,0.41,0.36,0.37,0.40,0.32,0.54,0.40],
[0.10,0.05,0.03,0.58,0.13,0.04,0.26,0.46,0.04,0.06,0.22,0.22,0.37,0.11,0.45,0.40],
[0.08,0.23,0.52,0.44,0.52,0.03,0.11,0.25,0.43,0.47,0.02,0.23,0.20,0.56,0.03,0.29],
[0.02,0.06,0.27,0.15,0.09,0.53,0.00,0.13,0.59,0.22,0.35,0.36,0.33,0.20,0.16,0.41],
[0.43,0.08,0.25,0.35,0.11,0.36,0.60,0.54,0.24,0.02,0.17,0.44,0.58,0.20,0.13,0.60],
[0.25,0.40,0.14,0.35,0.33,0.15,0.48,0.32,0.36,0.23,0.08,0.10,0.43,0.24,0.51,0.27],
[0.32,0.16,0.01,0.43,0.52,0.01,0.37,0.16,0.03,0.54,0.59,0.01,0.14,0.12,0.01,0.39],
[0.52,0.15,0.14,0.25,0.29,0.02,0.58,0.06,0.26,0.06,0.15,0.09,0.30,0.06,0.36,0.02],
[0.22,0.37,0.45,0.14,0.38,0.21,0.30,0.41,0.15,0.29,0.41,0.29,0.41,0.42,0.09,0.33],
[0.57,0.23,0.59,0.26,0.25,0.56,0.32,0.51,0.02,0.47,0.60,0.32,0.53,0.35,0.34,0.15],
[0.12,0.19,0.29,0.50,0.40,0.58,0.30,0.56,0.27,0.12,0.25,0.08,0.54,0.34,0.41,0.50],
[0.56,0.40,0.16,0.21,0.36,0.48,0.12,0.39,0.36,0.12,0.11,0.29,0.47,0.46,0.44,0.59],
[0.05,0.13,0.49,0.45,0.12,0.20,0.41,0.39,0.32,0.06,0.47,0.25,0.40,0.28,0.16,0.36],
[0.08,0.32,0.58,0.44,0.20,0.10,0.23,0.56,0.22,0.34,0.25,0.09,0.20,0.09,0.08,0.25]],
[[0.22,0.58,0.10,0.34,0.17,0.51,0.12,0.49,0.57,0.59,0.14,0.37,0.27,0.30,0.13,0.35],
[0.02,0.11,0.20,0.22,0.21,0.43,0.18,0.42,0.17,0.43,0.51,0.37,0.52,0.59,0.02,0.14],
[0.57,0.11,0.48,0.14,0.02,0.00,0.03,0.59,0.59,0.17,0.36,0.27,0.47,0.49,0.02,0.48],
[0.60,0.22,0.10,0.20,0.05,0.28,0.03,0.22,0.10,0.54,0.59,0.02,0.53,0.01,0.16,0.50],
[0.12,0.04,0.04,0.14,0.04,0.07,0.13,0.03,0.24,0.49,0.30,0.11,0.39,0.33,0.59,0.38],
[0.55,0.09,0.59,0.60,0.37,0.02,0.22,0.47,0.55,0.21,0.50,0.48,0.22,0.06,0.38,0.34],
[0.10,0.42,0.48,0.14,0.50,0.02,0.17,0.14,0.51,0.47,0.25,0.30,0.20,0.24,0.08,0.15],
[0.33,0.07,0.14,0.10,0.08,0.36,0.57,0.04,0.57,0.47,0.52,0.18,0.53,0.30,0.52,0.02],
[0.13,0.40,0.16,0.03,0.42,0.33,0.16,0.33,0.20,0.41,0.02,0.40,0.05,0.10,0.54,0.38],
[0.17,0.08,0.47,0.25,0.44,0.45,0.29,0.41,0.32,0.21,0.59,0.24,0.51,0.51,0.26,0.04],
[0.31,0.42,0.07,0.13,0.15,0.23,0.46,0.35,0.04,0.48,0.15,0.09,0.58,0.09,0.47,0.15],
[0.17,0.34,0.40,0.02,0.19,0.09,0.43,0.50,0.30,0.42,0.15,0.21,0.33,0.41,0.25,0.04],
[0.23,0.32,0.17,0.38,0.56,0.03,0.13,0.00,0.51,0.28,0.09,0.49,0.37,0.56,0.03,0.54],
[0.30,0.43,0.56,0.49,0.52,0.38,0.40,0.21,0.20,0.55,0.42,0.53,0.36,0.08,0.58,0.59],
[0.40,0.15,0.37,0.36,0.18,0.50,0.36,0.09,0.18,0.45,0.58,0.55,0.41,0.01,0.49,0.12],
[0.44,0.45,0.01,0.35,0.23,0.41,0.57,0.43,0.36,0.39,0.36,0.11,0.46,0.34,0.10,0.26]],
[[0.49,0.47,0.02,0.07,0.38,0.38,0.16,0.56,0.23,0.14,0.51,0.04,0.15,0.40,0.15,0.59],
[0.25,0.16,0.34,0.48,0.57,0.31,0.31,0.33,0.09,0.07,0.44,0.56,0.41,0.54,0.22,0.30],
[0.42,0.23,0.37,0.20,0.01,0.54,0.16,0.24,0.08,0.07,0.27,0.23,0.47,0.42,0.22,0.12],
[0.59,0.56,0.00,0.56,0.26,0.31,0.29,0.36,0.39,0.13,0.31,0.20,0.07,0.53,0.50,0.48],
[0.17,0.27,0.08,0.18,0.21,0.24,0.41,0.29,0.31,0.08,0.52,0.18,0.51,0.13,0.30,0.49],
[0.09,0.30,0.45,0.36,0.02,0.14,0.11,0.40,0.26,0.43,0.00,0.33,0.36,0.50,0.21,0.53],
[0.18,0.29,0.10,0.39,0.53,0.52,0.08,0.23,0.60,0.60,0.41,0.50,0.13,0.11,0.40,0.22],
[0.42,0.25,0.58,0.43,0.39,0.09,0.24,0.05,0.52,0.24,0.38,0.28,0.14,0.59,0.21,0.32],
