
m = 24;

n = 24;

p = 2;

q = 2;

proba = 
[[[0.01,0.52,0.56,0.14,0.45,0.28,0.40,0.43,0.03,0.30,0.29,0.29,0.25,0.45,0.57,0.49,0.14,0.55,0.35,0.03,0.45,0.31,0.15,0.35],
[0.39,0.47,0.35,0.50,0.37,0.41,0.09,0.38,0.33,0.05,0.52,0.18,0.33,0.32,0.01,0.36,0.02,0.30,0.05,0.27,0.15,0.03,0.15,0.29],
[0.58,0.50,0.32,0.42,0.21,0.47,0.17,0.01,0.34,0.52,0.50,0.11,0.33,0.59,0.49,0.05,0.04,0.41,0.24,0.37,0.13,0.25,0.13,0.16],
[0.54,0.18,0.42,0.09,0.21,0.58,0.38,0.18,0.48,0.10,0.01,0.09,0.56,0.17,0.10,0.31,0.09,0.00,0.42,0.42,0.60,0.31,0.47,0.04],
[0.12,0.11,0.41,0.26,0.36,0.54,0.41,0.30,0.13,0.24,0.39,0.34,0.22,0.17,0.52,0.10,0.26,0.53,0.20,0.23,0.10,0.30,0.54,0.20],
[0.30,0.36,0.02,0.30,0.07,0.49,0.34,0.20,0.00,0.15,0.46,0.36,0.10,0.27,0.06,0.23,0.51,0.45,0.56,0.13,0.01,0.49,0.23,0.28],
[0.41,0.43,0.51,0.51,0.12,0.45,0.11,0.42,0.21,0.13,0.12,0.28,0.02,0.46,0.48,0.02,0.01,0.33,0.37,0.11,0.01,0.43,0.34,0.52],
[0.28,0.30,0.04,0.29,0.19,0.27,0.57,0.60,0.10,0.48,0.51,0.22,0.32,0.02,0.04,0.53,0.15,0.16,0.21,0.17,0.01,0.09,0.19,0.03],
[0.42,0.56,0.13,0.43,0.39,0.47,0.35,0.07,0.17,0.39,0.36,0.36,0.06,0.33,0.35,0.16,0.21,0.27,0.38,0.54,0.29,0.42,0.47,0.45],
[0.58,0.08,0.01,0.59,0.17,0.20,0.02,0.59,0.16,0.15,0.42,0.56,0.02,0.17,0.02,0.19,0.55,0.39,0.55,0.02,0.12,0.30,0.18,0.33],
[0.57,0.56,0.26,0.27,0.38,0.13,0.11,0.36,0.21,0.12,0.35,0.37,0.33,0.37,0.36,0.49,0.52,0.18,0.44,0.55,0.35,0.47,0.14,0.30],
[0.25,0.09,0.32,0.37,0.39,0.50,0.10,0.36,0.46,0.36,0.03,0.24,0.49,0.14,0.60,0.09,0.26,0.35,0.47,0.59,0.12,0.23,0.48,0.04],
[0.41,0.32,0.59,0.16,0.19,0.13,0.46,0.45,0.22,0.18,0.22,0.01,0.08,0.32,0.37,0.54,0.08,0.40,0.18,0.57,0.54,0.18,0.06,0.21],
[0.53,0.53,0.19,0.05,0.16,0.07,0.09,0.57,0.40,0.08,0.13,0.59,0.21,0.59,0.44,0.43,0.18,0.05,0.44,0.26,0.37,0.21,0.20,0.45],
[0.02,0.38,0.42,0.56,0.55,0.48,0.16,0.48,0.41,0.36,0.52,0.57,0.43,0.02,0.54,0.23,0.10,0.07,0.21,0.31,0.07,0.05,0.14,0.25],
[0.11,0.58,0.51,0.48,0.20,0.11,0.33,0.21,0.49,0.15,0.17,0.44,0.03,0.33,0.32,0.45,0.09,0.24,0.42,0.52,0.26,0.36,0.14,0.36],
[0.44,0.36,0.07,0.51,0.41,0.21,0.15,0.52,0.19,0.06,0.39,0.39,0.17,0.12,0.60,0.05,0.28,0.17,0.49,0.31,0.50,0.21,0.16,0.58],
[0.46,0.58,0.50,0.12,0.34,0.05,0.47,0.18,0.40,0.54,0.08,0.21,0.15,0.24,0.13,0.34,0.30,0.52,0.12,0.46,0.05,0.12,0.52,0.32],
[0.29,0.41,0.03,0.18,0.02,0.19,0.17,0.48,0.17,0.07,0.60,0.51,0.12,0.47,0.08,0.52,0.41,0.17,0.14,0.56,0.40,0.27,0.29,0.10],
[0.19,0.42,0.56,0.24,0.54,0.48,0.56,0.22,0.29,0.59,0.41,0.31,0.18,0.58,0.19,0.35,0.05,0.19,0.25,0.16,0.06,0.34,0.08,0.47],
[0.50,0.22,0.43,0.30,0.49,0.12,0.40,0.08,0.54,0.36,0.31,0.48,0.23,0.27,0.10,0.52,0.27,0.51,0.23,0.45,0.49,0.42,0.20,0.53],
[0.01,0.45,0.10,0.08,0.19,0.18,0.55,0.09,0.40,0.38,0.39,0.29,0.50,0.19,0.36,0.44,0.55,0.08,0.32,0.18,0.35,0.42,0.11,0.02],
[0.34,0.34,0.47,0.22,0.16,0.07,0.16,0.17,0.52,0.25,0.25,0.11,0.43,0.20,0.20,0.23,0.57,0.60,0.52,0.47,0.19,0.29,0.32,0.14],
[0.37,0.04,0.32,0.12,0.46,0.43,0.14,0.20,0.17,0.01,0.42,0.33,0.08,0.58,0.50,0.00,0.23,0.15,0.11,0.06,0.35,0.31,0.30,0.32]],
[[0.31,0.22,0.20,0.50,0.51,0.51,0.04,0.27,0.55,0.36,0.39,0.41,0.19,0.53,0.01,0.36,0.54,0.43,0.09,0.02,0.40,0.59,0.03,0.03],
[0.14,0.14,0.09,0.49,0.45,0.39,0.21,0.16,0.01,0.41,0.06,0.51,0.32,0.10,0.18,0.27,0.46,0.57,0.08,0.05,0.51,0.09,0.41,0.45],
[0.52,0.50,0.47,0.33,0.49,0.50,0.36,0.03,0.04,0.45,0.52,0.49,0.24,0.14,0.06,0.25,0.55,0.12,0.16,0.27,0.21,0.34,0.54,0.07],
[0.32,0.02,0.12,0.22,0.12,0.53,0.07,0.04,0.43,0.55,0.36,0.32,0.45,0.12,0.35,0.49,0.57,0.27,0.38,0.21,0.41,0.44,0.46,0.35],
[0.56,0.01,0.02,0.17,0.35,0.56,0.24,0.07,0.59,0.36,0.29,0.10,0.30,0.36,0.14,0.13,0.31,0.50,0.45,0.16,0.02,0.20,0.04,0.60],
[0.47,0.43,0.21,0.27,0.27,0.06,0.02,0.22,0.08,0.04,0.39,0.43,0.01,0.03,0.50,0.59,0.39,0.19,0.09,0.09,0.55,0.23,0.22,0.26],
[0.14,0.07,0.41,0.16,0.26,0.45,0.16,0.13,0.28,0.37,0.40,0.55,0.43,0.42,0.17,0.50,0.47,0.56,0.33,0.47,0.59,0.23,0.47,0.38],
[0.42,0.56,0.47,0.37,0.19,0.09,0.02,0.33,0.16,0.43,0.49,0.42,0.28,0.05,0.55,0.57,0.42,0.35,0.52,0.25,0.18,0.09,0.15,0.04],
[0.05,0.49,0.52,0.04,0.12,0.38,0.42,0.53,0.34,0.30,0.30,0.54,0.39,0.32,0.27,0.55,0.15,0.16,0.37,0.43,0.22,0.32,0.40,0.04],
[0.08,0.32,0.28,0.25,0.40,0.44,0.30,0.45,0.32,0.22,0.49,0.44,0.00,0.31,0.37,0.34,0.00,0.07,0.28,0.39,0.39,0.55,0.34,0.54],
[0.11,0.12,0.38,0.33,0.44,0.18,0.37,0.52,0.50,0.05,0.17,0.30,0.49,0.47,0.15,0.21,0.08,0.04,0.05,0.08,0.34,0.42,0.43,0.35],
[0.50,0.11,0.14,0.29,0.06,0.49,0.23,0.18,0.00,0.01,0.51,0.45,0.19,0.27,0.36,0.08,0.32,0.53,0.38,0.21,0.40,0.53,0.42,0.48],
[0.57,0.47,0.57,0.31,0.29,0.40,0.06,0.19,0.51,0.20,0.48,0.57,0.09,0.12,0.15,0.09,0.13,0.06,0.54,0.31,0.33,0.30,0.40,0.05],
[0.24,0.18,0.26,0.04,0.11,0.08,0.52,0.07,0.55,0.49,0.38,0.25,0.29,0.44,0.44,0.20,0.04,0.32,0.17,0.13,0.44,0.32,0.22,0.57],
[0.38,0.16,0.28,0.11,0.46,0.08,0.17,0.10,0.26,0.43,0.14,0.37,0.52,0.06,0.44,0.47,0.55,0.23,0.12,0.23,0.07,0.56,0.43,0.11],
[0.29,0.00,0.24,0.13,0.33,0.46,0.09,0.11,0.02,0.37,0.22,0.49,0.45,0.38,0.59,0.11,0.21,0.13,0.47,0.13,0.18,0.31,0.00,0.13],
[0.54,0.12,0.36,0.01,0.08,0.20,0.12,0.37,0.20,0.35,0.49,0.53,0.22,0.58,0.03,0.24,0.35,0.25,0.13,0.20,0.03,0.12,0.31,0.25],
