
m = 26;

n = 26;

p = 2;

q = 2;

proba = 
[[[0.43,0.42,0.56,0.28,0.46,0.37,0.44,0.16,0.31,0.30,0.28,0.33,0.09,0.03,0.51,0.22,0.47,0.51,0.33,0.17,0.18,0.44,0.13,0.37,0.07,0.24],
[0.36,0.48,0.20,0.05,0.14,0.03,0.48,0.10,0.31,0.34,0.47,0.14,0.50,0.18,0.45,0.18,0.51,0.54,0.21,0.43,0.16,0.08,0.34,0.49,0.26,0.52],
[0.34,0.39,0.29,0.41,0.02,0.05,0.29,0.22,0.10,0.44,0.25,0.58,0.53,0.56,0.32,0.40,0.10,0.21,0.58,0.55,0.39,0.50,0.49,0.59,0.32,0.05],
[0.08,0.06,0.54,0.33,0.58,0.27,0.12,0.27,0.08,0.15,0.32,0.37,0.37,0.42,0.21,0.02,0.40,0.15,0.57,0.12,0.55,0.07,0.33,0.53,0.02,0.12],
[0.42,0.51,0.11,0.15,0.56,0.19,0.21,0.49,0.52,0.19,0.16,0.04,0.46,0.24,0.18,0.18,0.02,0.55,0.01,0.23,0.57,0.41,0.38,0.54,0.52,0.32],
[0.01,0.25,0.25,0.04,0.37,0.08,0.55,0.48,0.22,0.50,0.07,0.43,0.39,0.58,0.02,0.56,0.02,0.49,0.20,0.21,0.07,0.22,0.16,0.08,0.45,0.12],
[0.48,0.22,0.06,0.41,0.55,0.08,0.06,0.20,0.12,0.43,0.27,0.06,0.31,0.50,0.57,0.37,0.33,0.36,0.36,0.36,0.32,0.38,0.24,0.52,0.59,0.31],
[0.13,0.15,0.39,0.58,0.27,0.27,0.21,0.33,0.08,0.16,0.41,0.14,0.36,0.53,0.57,0.03,0.60,0.28,0.53,0.56,0.05,0.26,0.32,0.40,0.02,0.04],
[0.18,0.26,0.55,0.17,0.57,0.09,0.32,0.36,0.07,0.59,0.03,0.28,0.32,0.12,0.44,0.14,0.26,0.19,0.07,0.23,0.22,0.06,0.50,0.15,0.03,0.55],
[0.41,0.35,0.35,0.43,0.39,0.54,0.09,0.34,0.11,0.06,0.43,0.43,0.42,0.50,0.42,0.46,0.18,0.14,0.57,0.02,0.28,0.23,0.21,0.35,0.46,0.43],
[0.41,0.36,0.58,0.44,0.31,0.40,0.19,0.06,0.23,0.57,0.60,0.32,0.31,0.11,0.38,0.14,0.54,0.20,0.04,0.35,0.06,0.22,0.49,0.03,0.23,0.17],
[0.26,0.44,0.52,0.12,0.27,0.33,0.48,0.26,0.17,0.18,0.05,0.35,0.24,0.28,0.33,0.24,0.00,0.04,0.35,0.38,0.17,0.28,0.58,0.21,0.04,0.04],
[0.43,0.53,0.08,0.06,0.10,0.34,0.51,0.02,0.46,0.18,0.35,0.33,0.44,0.52,0.51,0.49,0.27,0.15,0.18,0.60,0.39,0.18,0.03,0.14,0.56,0.21],
[0.42,0.54,0.42,0.46,0.58,0.25,0.40,0.06,0.31,0.50,0.40,0.22,0.52,0.25,0.40,0.27,0.59,0.23,0.19,0.50,0.13,0.46,0.05,0.30,0.46,0.45],
[0.48,0.49,0.59,0.44,0.10,0.41,0.38,0.52,0.27,0.36,0.17,0.07,0.42,0.48,0.57,0.22,0.09,0.49,0.47,0.49,0.17,0.46,0.12,0.36,0.36,0.25],
[0.22,0.41,0.55,0.08,0.26,0.43,0.58,0.25,0.27,0.08,0.06,0.04,0.00,0.33,0.40,0.17,0.40,0.22,0.05,0.37,0.44,0.15,0.26,0.31,0.04,0.43],
[0.17,0.16,0.19,0.53,0.41,0.41,0.34,0.37,0.49,0.00,0.20,0.47,0.25,0.47,0.55,0.30,0.51,0.55,0.03,0.31,0.13,0.43,0.54,0.18,0.20,0.38],
[0.33,0.46,0.09,0.36,0.29,0.26,0.53,0.48,0.19,0.34,0.29,0.53,0.11,0.19,0.53,0.30,0.06,0.17,0.17,0.01,0.47,0.08,0.56,0.51,0.39,0.09],
[0.34,0.33,0.27,0.54,0.11,0.60,0.40,0.20,0.36,0.10,0.45,0.29,0.58,0.04,0.03,0.27,0.56,0.13,0.45,0.49,0.44,0.51,0.06,0.01,0.52,0.54],
[0.09,0.48,0.44,0.48,0.57,0.18,0.21,0.24,0.12,0.32,0.24,0.52,0.52,0.00,0.02,0.37,0.29,0.59,0.41,0.32,0.26,0.37,0.45,0.12,0.26,0.29],
[0.03,0.32,0.30,0.55,0.26,0.39,0.43,0.10,0.27,0.40,0.28,0.48,0.05,0.40,0.20,0.29,0.32,0.11,0.30,0.34,0.48,0.59,0.34,0.29,0.31,0.60],
[0.06,0.16,0.12,0.32,0.46,0.15,0.04,0.15,0.09,0.30,0.54,0.53,0.40,0.21,0.33,0.09,0.08,0.38,0.49,0.28,0.07,0.21,0.39,0.36,0.55,0.27],
[0.35,0.29,0.56,0.06,0.29,0.02,0.23,0.40,0.34,0.08,0.55,0.38,0.24,0.04,0.08,0.18,0.57,0.49,0.38,0.30,0.57,0.46,0.08,0.46,0.14,0.14],
[0.07,0.54,0.51,0.02,0.21,0.26,0.31,0.17,0.32,0.59,0.19,0.55,0.39,0.53,0.03,0.34,0.32,0.26,0.39,0.40,0.44,0.36,0.29,0.22,0.06,0.26],
[0.08,0.13,0.12,0.23,0.28,0.19,0.17,0.18,0.21,0.38,0.44,0.51,0.55,0.16,0.50,0.15,0.11,0.30,0.08,0.13,0.04,0.40,0.40,0.43,0.20,0.23],
[0.19,0.49,0.45,0.24,0.15,0.54,0.38,0.27,0.17,0.06,0.46,0.33,0.24,0.07,0.11,0.08,0.58,0.06,0.24,0.48,0.21,0.35,0.18,0.29,0.48,0.22]],
[[0.09,0.28,0.05,0.29,0.51,0.23,0.18,0.36,0.48,0.33,0.30,0.25,0.00,0.47,0.31,0.46,0.20,0.55,0.53,0.31,0.03,0.50,0.37,0.27,0.38,0.58],
[0.02,0.56,0.27,0.50,0.18,0.36,0.18,0.22,0.05,0.09,0.46,0.23,0.45,0.33,0.56,0.15,0.58,0.56,0.02,0.29,0.42,0.21,0.24,0.34,0.52,0.27],
[0.25,0.29,0.54,0.03,0.27,0.56,0.59,0.53,0.46,0.17,0.29,0.03,0.40,0.34,0.12,0.26,0.56,0.57,0.59,0.52,0.12,0.57,0.48,0.13,0.26,0.29],
[0.35,0.50,0.04,0.27,0.17,0.28,0.56,0.11,0.32,0.22,0.07,0.31,0.16,0.52,0.48,0.45,0.55,0.28,0.19,0.07,0.54,0.15,0.03,0.52,0.07,0.15],
[0.50,0.55,0.29,0.16,0.24,0.03,0.06,0.28,0.30,0.23,0.56,0.26,0.34,0.28,0.48,0.41,0.59,0.04,0.33,0.47,0.49,0.28,0.16,0.08,0.35,0.09],
[0.23,0.38,0.02,0.31,0.54,0.51,0.25,0.22,0.07,0.49,0.25,0.13,0.17,0.56,0.37,0.14,0.21,0.11,0.41,0.10,0.52,0.40,0.14,0.25,0.28,0.03],
[0.53,0.43,0.12,0.28,0.52,0.35,0.06,0.54,0.05,0.00,0.45,0.31,0.22,0.53,0.20,0.48,0.06,0.38,0.43,0.43,0.51,0.05,0.54,0.32,0.14,0.46],
[0.13,0.28,0.11,0.40,0.32,0.04,0.24,0.43,0.32,0.16,0.18,0.39,0.10,0.24,0.39,0.56,0.54,0.01,0.48,0.15,0.49,0.54,0.52,0.32,0.37,0.43],
[0.37,0.32,0.16,0.51,0.18,0.28,0.20,0.29,0.09,0.51,0.33,0.32,0.35,0.06,0.48,0.53,0.44,0.59,0.16,0.23,0.54,0.11,0.24,0.42,0.25,0.13],
[0.37,0.17,0.44,0.14,0.00,0.21,0.46,0.16,0.12,0.03,0.44,0.31,0.32,0.53,0.23,0.05,0.26,0.57,0.11,0.14,0.50,0.55,0.13,0.07,0.18,0.07],
[0.18,0.42,0.49,0.43,0.55,0.25,0.00,0.39,0.39,0.01,0.00,0.25,0.17,0.12,0.28,0.01,0.44,0.00,0.55,0.06,0.06,0.20,0.04,0.17,0.34,0.54],
[0.12,0.47,0.01,0.31,0.53,0.19,0.13,0.42,0.02,0.08,0.08,0.02,0.47,0.47,0.03,0.47,0.12,0.20,0.60,0.41,0.21,0.43,0.41,0.16,0.50,0.47],
[0.36,0.54,0.04,0.10,0.48,0.16,0.57,0.49,0.47,0.51,0.08,0.00,0.33,0.09,0.08,0.41,0.11,0.55,0.28,0.14,0.43,0.40,0.34,0.42,0.21,0.55],
[0.26,0.02,0.10,0.15,0.49,0.46,0.09,0.53,0.56,0.57,0.09,0.54,0.46,0.56,0.44,0.53,0.56,0.17,0.03,0.04,0.58,0.14,0.60,0.26,0.28,0.43],
[0.06,0.02,0.25,0.27,0.57,0.51,0.28,0.08,0.06,0.17,0.54,0.15,0.10,0.51,0.12,0.19,0.44,0.58,0.15,0.28,0.51,0.11,0.45,0.54,0.16,0.43],
[0.08,0.16,0.08,0.37,0.58,0.14,0.39,0.24,0.41,0.36,0.15,0.09,0.44,0.21,0.27,0.38,0.36,0.36,0.28,0.48,0.55,0.12,0.46,0.10,0.40,0.37],
[0.21,0.25,0.31,0.37,0.08,0.40,0.52,0.17,0.16,0.51,0.31,0.55,0.14,0.12,0.31,0.29,0.22,0.15,0.50,0.48,0.52,0.26,0.24,0.21,0.14,0.20],
[0.33,0.00,0.30,0.13,0.38,0.51,0.39,0.09,0.28,0.47,0.49,0.20,0.04,0.05,0.11,0.35,0.60,0.25,0.47,0.31,0.54,0.08,0.45,0.43,0.57,0.38],
[0.09,0.21,0.58,0.24,0.41,0.31,0.24,0.10,0.44,0.02,0.01,0.23,0.11,0.29,0.10,0.00,0.49,0.14,0.05,0.60,0.49,0.05,0.25,0.36,0.36,0.18],
[0.44,0.21,0.02,0.41,0.58,0.11,0.01,0.56,0.35,0.42,0.27,0.59,0.52,0.12,0.01,0.54,0.35,0.13,0.23,0.45,0.13,0.12,0.59,0.18,0.11,0.48],
[0.23,0.36,0.23,0.59,0.54,0.07,0.19,0.56,0.48,0.18,0.07,0.49,0.14,0.42,0.32,0.41,0.42,0.24,0.53,0.43,0.17,0.28,0.56,0.40,0.13,0.09],
[0.51,0.12,0.27,0.03,0.60,0.50,0.39,0.23,0.49,0.33,0.31,0.08,0.29,0.19,0.26,0.36,0.08,0.40,0.19,0.39,0.21,0.00,0.03,0.14,0.43,0.21],
[0.42,0.39,0.01,0.55,0.48,0.52,0.07,0.15,0.55,0.07,0.05,0.34,0.30,0.54,0.06,0.00,0.02,0.35,0.19,0.28,0.12,0.27,0.08,0.31,0.06,0.29],
[0.31,0.10,0.42,0.14,0.30,0.24,0.53,0.31,0.19,0.41,0.23,0.26,0.56,0.18,0.32,0.01,0.52,0.02,0.54,0.58,0.02,0.57,0.34,0.21,0.25,0.45],
[0.48,0.32,0.16,0.54,0.01,0.47,0.04,0.43,0.01,0.34,0.07,0.54,0.05,0.26,0.35,0.28,0.52,0.30,0.46,0.24,0.31,0.38,0.26,0.25,0.36,0.28],
[0.22,0.10,0.49,0.47,0.55,0.37,0.19,0.11,0.32,0.20,0.58,0.36,0.03,0.59,0.10,0.10,0.53,0.15,0.37,0.27,0.43,0.28,0.58,0.29,0.52,0.29]],
[[0.07,0.18,0.54,0.44,0.46,0.16,0.53,0.35,0.03,0.48,0.13,0.21,0.59,0.45,0.41,0.57,0.20,0.44,0.56,0.30,0.55,0.48,0.44,0.31,0.16,0.27],
[0.59,0.13,0.56,0.51,0.42,0.04,0.09,0.36,0.47,0.55,0.52,0.41,0.31,0.54,0.29,0.44,0.16,0.29,0.28,0.57,0.26,0.48,0.41,0.22,0.18,0.36],
[0.10,0.02,0.07,0.26,0.29,0.06,0.39,0.26,0.57,0.21,0.29,0.07,0.57,0.17,0.02,0.49,0.58,0.33,0.43,0.27,0.16,0.58,0.56,0.44,0.55,0.22],
[0.32,0.36,0.44,0.50,0.12,0.54,0.52,0.19,0.19,0.21,0.24,0.58,0.47,0.22,0.19,0.16,0.29,0.16,0.33,0.30,0.04,0.31,0.03,0.47,0.58,0.19],
[0.46,0.54,0.03,0.41,0.16,0.36,0.17,0.60,0.26,0.29,0.53,0.19,0.48,0.12,0.40,0.12,0.11,0.27,0.34,0.30,0.43,0.02,0.45,0.16,0.33,0.50],
[0.47,0.36,0.37,0.45,0.55,0.22,0.40,0.59,0.03,0.56,0.35,0.20,0.55,0.01,0.49,0.49,0.19,0.37,0.01,0.59,0.49,0.12,0.26,0.23,0.41,0.10],
[0.25,0.27,0.26,0.58,0.16,0.13,0.34,0.53,0.59,0.29,0.15,0.38,0.27,0.18,0.34,0.02,0.38,0.29,0.03,0.27,0.18,0.22,0.04,0.19,0.21,0.53],
[0.30,0.48,0.15,0.11,0.57,0.40,0.38,0.23,0.38,0.54,0.36,0.12,0.47,0.35,0.41,0.02,0.13,0.08,0.20,0.47,0.10,0.58,0.16,0.13,0.25,0.34],
[0.35,0.30,0.52,0.56,0.22,0.22,0.43,0.38,0.34,0.41,0.18,0.12,0.04,0.56,0.06,0.40,0.08,0.53,0.15,0.49,0.55,0.28,0.57,0.15,0.16,0.07],
[0.13,0.32,0.19,0.38,0.05,0.54,0.08,0.58,0.50,0.30,0.20,0.33,0.08,0.54,0.14,0.26,0.05,0.17,0.22,0.11,0.57,0.30,0.04,0.13,0.19,0.58],
[0.41,0.15,0.13,0.57,0.22,0.25,0.28,0.41,0.04,0.34,0.35,0.11,0.31,0.24,0.41,0.52,0.57,0.49,0.45,0.11,0.15,0.51,0.28,0.37,0.02,0.26],
[0.07,0.06,0.38,0.25,0.04,0.19,0.41,0.17,0.16,0.03,0.42,0.44,0.44,0.46,0.18,0.18,0.57,0.49,0.43,0.38,0.41,0.40,0.27,0.26,0.51,0.42],
[0.17,0.19,0.19,0.19,0.45,0.26,0.24,0.23,0.51,0.28,0.42,0.32,0.45,0.57,0.35,0.27,0.41,0.18,0.13,0.59,0.37,0.10,0.48,0.19,0.48,0.29],
