
m = 18;

n = 18;

p = 3;

q = 3;

proba = 
[[[0.55,0.30,0.34,0.08,0.04,0.21,0.40,0.44,0.10,0.20,0.42,0.36,0.19,0.01,0.34,0.06,0.00,0.02],
[0.45,0.34,0.07,0.21,0.16,0.32,0.41,0.48,0.32,0.55,0.42,0.22,0.40,0.37,0.53,0.14,0.45,0.56],
[0.35,0.25,0.40,0.44,0.45,0.23,0.20,0.04,0.24,0.54,0.10,0.24,0.56,0.55,0.58,0.03,0.16,0.14],
[0.34,0.57,0.02,0.06,0.52,0.44,0.29,0.32,0.21,0.21,0.46,0.05,0.17,0.20,0.30,0.58,0.05,0.15],
[0.20,0.24,0.19,0.44,0.19,0.29,0.08,0.15,0.25,0.06,0.17,0.41,0.21,0.52,0.39,0.23,0.58,0.31],
[0.07,0.27,0.03,0.27,0.48,0.49,0.33,0.05,0.09,0.03,0.03,0.14,0.18,0.23,0.38,0.37,0.07,0.57],
[0.06,0.15,0.11,0.31,0.22,0.29,0.13,0.42,0.21,0.51,0.05,0.19,0.22,0.12,0.46,0.25,0.39,0.34],
[0.14,0.12,0.39,0.23,0.15,0.41,0.37,0.33,0.04,0.15,0.10,0.12,0.12,0.16,0.27,0.23,0.48,0.49],
[0.52,0.00,0.31,0.13,0.52,0.37,0.32,0.14,0.48,0.18,0.40,0.28,0.51,0.54,0.40,0.30,0.17,0.55],
[0.11,0.54,0.27,0.16,0.10,0.37,0.28,0.22,0.54,0.55,0.45,0.42,0.44,0.38,0.42,0.15,0.51,0.34],
[0.52,0.23,0.48,0.40,0.41,0.27,0.08,0.32,0.21,0.48,0.03,0.38,0.42,0.14,0.33,0.10,0.30,0.43],
[0.47,0.57,0.04,0.41,0.52,0.50,0.23,0.36,0.27,0.05,0.51,0.18,0.39,0.43,0.41,0.26,0.24,0.22],
[0.54,0.32,0.55,0.15,0.19,0.57,0.54,0.01,0.11,0.26,0.11,0.41,0.09,0.58,0.38,0.13,0.39,0.31],
[0.03,0.02,0.07,0.30,0.07,0.58,0.48,0.45,0.41,0.29,0.12,0.04,0.51,0.06,0.36,0.46,0.21,0.55],
[0.43,0.14,0.57,0.54,0.41,0.08,0.35,0.50,0.06,0.14,0.03,0.45,0.44,0.06,0.47,0.51,0.36,0.54],
[0.49,0.24,0.39,0.29,0.54,0.51,0.34,0.45,0.57,0.10,0.31,0.18,0.05,0.15,0.32,0.02,0.09,0.13],
[0.10,0.44,0.03,0.16,0.58,0.06,0.02,0.42,0.13,0.49,0.33,0.49,0.43,0.22,0.13,0.22,0.51,0.07],
[0.13,0.25,0.52,0.10,0.35,0.23,0.28,0.40,0.38,0.00,0.43,0.47,0.13,0.53,0.31,0.16,0.10,0.29]],
[[0.23,0.11,0.11,0.35,0.00,0.44,0.24,0.43,0.06,0.37,0.06,0.57,0.44,0.19,0.22,0.36,0.29,0.57],
[0.59,0.57,0.37,0.37,0.57,0.20,0.23,0.10,0.13,0.54,0.27,0.23,0.23,0.49,0.35,0.35,0.24,0.35],
[0.19,0.48,0.18,0.25,0.25,0.24,0.22,0.09,0.43,0.44,0.45,0.12,0.41,0.44,0.10,0.19,0.21,0.07],
[0.39,0.44,0.17,0.53,0.39,0.44,0.16,0.02,0.33,0.50,0.37,0.57,0.25,0.56,0.45,0.44,0.22,0.10],
[0.08,0.44,0.20,0.51,0.28,0.05,0.04,0.10,0.49,0.13,0.29,0.10,0.20,0.08,0.55,0.37,0.01,0.33],
[0.21,0.16,0.36,0.54,0.07,0.13,0.51,0.32,0.09,0.36,0.16,0.31,0.46,0.24,0.15,0.06,0.16,0.43],
[0.11,0.19,0.52,0.60,0.33,0.21,0.10,0.52,0.29,0.04,0.30,0.30,0.38,0.50,0.46,0.14,0.44,0.53],
[0.26,0.35,0.25,0.36,0.11,0.42,0.06,0.57,0.06,0.21,0.03,0.22,0.03,0.14,0.41,0.56,0.14,0.14],
[0.17,0.24,0.06,0.46,0.28,0.36,0.16,0.06,0.26,0.02,0.20,0.10,0.55,0.46,0.45,0.20,0.22,0.55],
[0.02,0.28,0.52,0.08,0.49,0.55,0.30,0.52,0.09,0.11,0.48,0.23,0.25,0.05,0.47,0.31,0.51,0.15],
[0.07,0.07,0.21,0.33,0.09,0.41,0.42,0.04,0.27,0.27,0.24,0.49,0.22,0.26,0.17,0.15,0.35,0.05],
[0.10,0.05,0.57,0.19,0.16,0.45,0.43,0.41,0.50,0.30,0.12,0.42,0.45,0.18,0.49,0.06,0.51,0.58],
[0.47,0.33,0.01,0.14,0.00,0.25,0.03,0.23,0.52,0.20,0.37,0.26,0.25,0.47,0.31,0.22,0.07,0.47],
[0.08,0.49,0.28,0.58,0.19,0.40,0.40,0.04,0.58,0.29,0.10,0.49,0.26,0.57,0.22,0.27,0.12,0.22],
[0.53,0.15,0.45,0.45,0.35,0.22,0.11,0.60,0.10,0.42,0.22,0.16,0.30,0.30,0.06,0.58,0.28,0.25],
[0.37,0.08,0.29,0.35,0.37,0.39,0.24,0.03,0.36,0.46,0.30,0.48,0.09,0.23,0.03,0.54,0.08,0.38],
[0.16,0.19,0.37,0.26,0.01,0.59,0.42,0.31,0.29,0.48,0.28,0.57,0.13,0.06,0.05,0.42,0.41,0.42],
[0.20,0.05,0.45,0.57,0.51,0.15,0.45,0.59,0.38,0.48,0.53,0.46,0.25,0.09,0.05,0.03,0.35,0.06]],
[[0.02,0.17,0.37,0.31,0.06,0.05,0.28,0.18,0.11,0.33,0.60,0.52,0.15,0.20,0.56,0.60,0.17,0.47],
[0.14,0.02,0.46,0.52,0.50,0.39,0.38,0.15,0.48,0.42,0.18,0.24,0.48,0.20,0.41,0.25,0.51,0.46],
[0.30,0.19,0.05,0.41,0.52,0.05,0.33,0.07,0.25,0.29,0.07,0.42,0.16,0.22,0.45,0.02,0.14,0.35],
[0.42,0.52,0.50,0.30,0.34,0.08,0.54,0.22,0.28,0.35,0.47,0.18,0.21,0.18,0.37,0.26,0.59,0.29],
[0.31,0.31,0.37,0.56,0.01,0.44,0.38,0.17,0.06,0.23,0.19,0.19,0.57,0.01,0.11,0.47,0.31,0.45],
[0.55,0.25,0.07,0.23,0.59,0.54,0.41,0.20,0.12,0.18,0.46,0.11,0.47,0.17,0.42,0.24,0.12,0.43],
[0.08,0.50,0.59,0.14,0.13,0.18,0.33,0.10,0.19,0.44,0.57,0.50,0.29,0.52,0.15,0.36,0.15,0.14],
