
m = 16;

n = 16;

p = 4;

q = 4;

proba = 
[[[0.29,0.37,0.30,0.49,0.39,0.09,0.29,0.10,0.27,0.55,0.57,0.41,0.20,0.13,0.20,0.50],
[0.02,0.16,0.37,0.26,0.04,0.28,0.04,0.05,0.29,0.24,0.31,0.15,0.29,0.12,0.34,0.58],
[0.49,0.04,0.47,0.29,0.14,0.16,0.39,0.41,0.12,0.36,0.22,0.32,0.49,0.42,0.22,0.51],
[0.59,0.59,0.17,0.03,0.27,0.22,0.07,0.56,0.45,0.39,0.11,0.14,0.51,0.45,0.12,0.40],
[0.50,0.59,0.09,0.03,0.16,0.48,0.44,0.27,0.24,0.06,0.59,0.13,0.48,0.21,0.04,0.47],
[0.20,0.21,0.49,0.47,0.43,0.57,0.42,0.28,0.35,0.53,0.42,0.26,0.38,0.55,0.06,0.28],
[0.54,0.15,0.31,0.10,0.03,0.15,0.37,0.26,0.21,0.36,0.39,0.09,0.58,0.43,0.55,0.18],
[0.04,0.45,0.04,0.47,0.41,0.47,0.15,0.16,0.40,0.57,0.42,0.18,0.52,0.48,0.46,0.46],
[0.02,0.18,0.56,0.05,0.33,0.32,0.31,0.53,0.09,0.10,0.02,0.07,0.53,0.58,0.24,0.57],
[0.42,0.28,0.44,0.23,0.15,0.59,0.40,0.55,0.57,0.22,0.13,0.49,0.10,0.59,0.35,0.12],
[0.17,0.30,0.17,0.49,0.03,0.49,0.43,0.12,0.59,0.45,0.18,0.52,0.43,0.42,0.49,0.25],
[0.11,0.33,0.48,0.26,0.32,0.28,0.20,0.29,0.50,0.33,0.18,0.59,0.33,0.53,0.12,0.50],
[0.23,0.29,0.39,0.26,0.18,0.22,0.37,0.16,0.07,0.56,0.08,0.50,0.38,0.57,0.14,0.49],
[0.30,0.02,0.14,0.03,0.30,0.35,0.32,0.20,0.08,0.50,0.19,0.41,0.42,0.31,0.31,0.05],
[0.00,0.10,0.31,0.18,0.32,0.08,0.34,0.39,0.04,0.42,0.29,0.42,0.40,0.44,0.31,0.10],
[0.46,0.45,0.12,0.16,0.20,0.44,0.36,0.27,0.33,0.56,0.08,0.16,0.27,0.39,0.21,0.27]],
[[0.49,0.52,0.45,0.21,0.01,0.19,0.00,0.05,0.01,0.30,0.47,0.41,0.13,0.18,0.51,0.59],
[0.03,0.03,0.15,0.22,0.47,0.52,0.50,0.20,0.48,0.58,0.36,0.15,0.37,0.57,0.42,0.26],
[0.49,0.27,0.47,0.50,0.46,0.47,0.54,0.47,0.17,0.41,0.28,0.30,0.59,0.19,0.29,0.01],
[0.22,0.44,0.23,0.08,0.36,0.13,0.29,0.24,0.11,0.05,0.38,0.47,0.02,0.20,0.13,0.51],
[0.47,0.60,0.40,0.33,0.47,0.34,0.20,0.04,0.15,0.48,0.33,0.14,0.07,0.02,0.15,0.28],
[0.47,0.38,0.37,0.23,0.51,0.05,0.47,0.02,0.10,0.25,0.49,0.12,0.46,0.02,0.02,0.33],
[0.02,0.42,0.06,0.49,0.17,0.26,0.52,0.32,0.14,0.26,0.46,0.21,0.28,0.01,0.50,0.15],
[0.40,0.26,0.38,0.31,0.32,0.24,0.33,0.42,0.50,0.22,0.53,0.35,0.24,0.55,0.08,0.26],
[0.38,0.14,0.15,0.54,0.40,0.07,0.27,0.54,0.33,0.13,0.15,0.01,0.14,0.05,0.15,0.54],
[0.31,0.53,0.25,0.03,0.17,0.58,0.45,0.07,0.20,0.38,0.43,0.44,0.33,0.51,0.10,0.11],
[0.05,0.25,0.05,0.45,0.32,0.32,0.39,0.05,0.45,0.55,0.06,0.59,0.60,0.21,0.52,0.31],
[0.14,0.17,0.34,0.31,0.15,0.18,0.38,0.34,0.56,0.21,0.18,0.29,0.12,0.28,0.40,0.17],
