
m = 22;

n = 22;

p = 2;

q = 2;

proba = 
[[[0.53,0.58,0.30,0.39,0.26,0.22,0.17,0.14,0.54,0.46,0.02,0.07,0.26,0.54,0.22,0.41,0.50,0.13,0.59,0.26,0.32,0.13],
[0.52,0.58,0.59,0.12,0.43,0.27,0.55,0.36,0.08,0.48,0.34,0.38,0.26,0.60,0.00,0.43,0.14,0.54,0.30,0.16,0.02,0.55],
[0.10,0.24,0.37,0.00,0.36,0.36,0.27,0.08,0.49,0.18,0.06,0.47,0.30,0.49,0.14,0.25,0.25,0.23,0.12,0.59,0.01,0.39],
[0.59,0.01,0.22,0.13,0.55,0.52,0.29,0.57,0.47,0.39,0.20,0.24,0.40,0.57,0.60,0.07,0.05,0.48,0.25,0.11,0.36,0.55],
[0.00,0.50,0.20,0.25,0.12,0.32,0.24,0.13,0.11,0.23,0.15,0.33,0.37,0.10,0.25,0.06,0.07,0.12,0.45,0.27,0.36,0.25],
[0.24,0.35,0.32,0.29,0.23,0.57,0.40,0.59,0.52,0.40,0.49,0.11,0.05,0.01,0.43,0.29,0.15,0.54,0.53,0.29,0.27,0.30],
[0.39,0.52,0.35,0.46,0.04,0.21,0.13,0.39,0.46,0.37,0.15,0.17,0.06,0.38,0.14,0.45,0.37,0.06,0.25,0.26,0.17,0.31],
[0.28,0.00,0.60,0.43,0.55,0.53,0.12,0.22,0.22,0.51,0.14,0.58,0.37,0.18,0.18,0.50,0.58,0.04,0.27,0.12,0.22,0.32],
[0.50,0.36,0.18,0.28,0.41,0.43,0.54,0.58,0.14,0.22,0.59,0.14,0.04,0.53,0.06,0.16,0.15,0.29,0.07,0.30,0.26,0.44],
[0.48,0.44,0.34,0.46,0.49,0.01,0.58,0.10,0.33,0.48,0.46,0.51,0.16,0.28,0.34,0.10,0.26,0.48,0.32,0.25,0.02,0.36],
[0.18,0.08,0.52,0.34,0.36,0.59,0.03,0.02,0.43,0.51,0.47,0.17,0.37,0.36,0.18,0.35,0.46,0.51,0.23,0.32,0.42,0.40],
[0.60,0.16,0.50,0.26,0.04,0.22,0.50,0.05,0.57,0.08,0.13,0.49,0.42,0.49,0.48,0.45,0.52,0.31,0.37,0.39,0.48,0.13],
[0.14,0.06,0.48,0.00,0.57,0.12,0.32,0.38,0.51,0.32,0.54,0.41,0.58,0.57,0.03,0.48,0.02,0.00,0.56,0.15,0.49,0.38],
[0.04,0.38,0.24,0.56,0.09,0.00,0.34,0.58,0.14,0.49,0.04,0.02,0.49,0.00,0.14,0.21,0.38,0.05,0.53,0.32,0.46,0.51],
[0.29,0.49,0.39,0.31,0.49,0.35,0.46,0.38,0.14,0.51,0.16,0.37,0.46,0.25,0.37,0.21,0.23,0.51,0.10,0.27,0.53,0.58],
[0.27,0.07,0.20,0.05,0.12,0.13,0.37,0.58,0.03,0.06,0.46,0.42,0.38,0.35,0.17,0.24,0.13,0.31,0.15,0.29,0.08,0.01],
[0.55,0.45,0.22,0.18,0.36,0.32,0.45,0.29,0.30,0.12,0.36,0.50,0.17,0.48,0.02,0.54,0.46,0.06,0.01,0.32,0.48,0.38],
[0.07,0.05,0.02,0.21,0.36,0.17,0.50,0.43,0.18,0.44,0.29,0.40,0.02,0.05,0.12,0.47,0.34,0.42,0.59,0.10,0.31,0.16],
[0.58,0.33,0.10,0.44,0.39,0.11,0.17,0.27,0.49,0.24,0.31,0.51,0.45,0.07,0.08,0.34,0.50,0.26,0.19,0.19,0.06,0.21],
[0.24,0.18,0.08,0.58,0.60,0.06,0.08,0.31,0.22,0.06,0.04,0.32,0.51,0.43,0.43,0.07,0.09,0.32,0.31,0.41,0.23,0.16],
[0.47,0.32,0.50,0.38,0.58,0.08,0.56,0.04,0.29,0.20,0.22,0.37,0.18,0.22,0.43,0.26,0.52,0.05,0.32,0.56,0.38,0.23],
[0.39,0.20,0.30,0.49,0.52,0.01,0.29,0.16,0.17,0.17,0.47,0.07,0.54,0.45,0.15,0.51,0.50,0.44,0.11,0.12,0.21,0.29]],
[[0.34,0.04,0.55,0.26,0.10,0.27,0.23,0.47,0.50,0.02,0.08,0.20,0.50,0.60,0.21,0.20,0.16,0.38,0.36,0.03,0.45,0.31],
[0.48,0.60,0.21,0.38,0.44,0.32,0.50,0.05,0.01,0.23,0.09,0.56,0.50,0.19,0.23,0.12,0.06,0.13,0.14,0.14,0.33,0.04],
[0.14,0.54,0.24,0.29,0.32,0.00,0.32,0.17,0.31,0.20,0.17,0.53,0.58,0.01,0.25,0.48,0.06,0.26,0.11,0.16,0.22,0.01],
[0.35,0.44,0.13,0.41,0.57,0.27,0.55,0.29,0.31,0.09,0.24,0.55,0.38,0.56,0.56,0.10,0.13,0.27,0.31,0.30,0.20,0.29],
[0.31,0.45,0.17,0.38,0.10,0.28,0.54,0.32,0.29,0.29,0.16,0.42,0.10,0.13,0.09,0.05,0.42,0.40,0.13,0.06,0.35,0.51],
[0.02,0.31,0.02,0.15,0.58,0.33,0.45,0.18,0.02,0.17,0.02,0.19,0.55,0.13,0.47,0.48,0.45,0.16,0.17,0.01,0.57,0.27],
[0.14,0.06,0.32,0.56,0.46,0.45,0.02,0.21,0.36,0.04,0.53,0.38,0.19,0.51,0.10,0.05,0.09,0.12,0.21,0.11,0.31,0.16],
[0.24,0.17,0.05,0.09,0.33,0.22,0.10,0.30,0.49,0.24,0.36,0.20,0.20,0.22,0.05,0.22,0.43,0.41,0.26,0.36,0.19,0.45],
[0.27,0.30,0.50,0.36,0.42,0.11,0.47,0.12,0.27,0.12,0.30,0.32,0.21,0.03,0.54,0.31,0.33,0.42,0.55,0.09,0.02,0.15],
[0.31,0.08,0.38,0.14,0.49,0.04,0.50,0.08,0.49,0.18,0.38,0.39,0.53,0.20,0.51,0.41,0.32,0.18,0.52,0.02,0.50,0.13],
[0.05,0.44,0.45,0.37,0.26,0.40,0.46,0.28,0.55,0.17,0.36,0.33,0.31,0.25,0.37,0.22,0.33,0.26,0.39,0.11,0.06,0.33],
[0.31,0.57,0.14,0.03,0.15,0.06,0.05,0.05,0.20,0.10,0.49,0.04,0.48,0.15,0.44,0.34,0.43,0.39,0.51,0.19,0.12,0.22],
[0.43,0.49,0.44,0.16,0.15,0.24,0.27,0.21,0.57,0.58,0.18,0.10,0.01,0.32,0.16,0.07,0.37,0.36,0.17,0.26,0.40,0.05],
[0.41,0.24,0.38,0.24,0.03,0.30,0.42,0.15,0.52,0.26,0.03,0.36,0.42,0.18,0.00,0.10,0.39,0.57,0.08,0.57,0.07,0.09],
[0.30,0.23,0.16,0.07,0.59,0.33,0.33,0.39,0.38,0.14,0.03,0.16,0.37,0.06,0.46,0.19,0.20,0.38,0.45,0.24,0.14,0.27],
[0.42,0.14,0.37,0.21,0.11,0.45,0.18,0.18,0.54,0.48,0.41,0.10,0.55,0.41,0.43,0.28,0.20,0.20,0.42,0.23,0.37,0.19],
[0.29,0.22,0.38,0.50,0.00,0.23,0.13,0.14,0.50,0.55,0.28,0.27,0.17,0.39,0.12,0.35,0.57,0.05,0.23,0.39,0.15,0.18],
[0.19,0.58,0.46,0.39,0.19,0.28,0.03,0.55,0.46,0.32,0.17,0.25,0.22,0.17,0.48,0.35,0.32,0.38,0.30,0.00,0.05,0.47],
[0.39,0.17,0.23,0.37,0.22,0.46,0.15,0.37,0.04,0.34,0.35,0.50,0.14,0.54,0.18,0.16,0.49,0.04,0.48,0.06,0.29,0.10],
[0.24,0.17,0.45,0.56,0.55,0.15,0.56,0.60,0.03,0.35,0.16,0.25,0.12,0.38,0.11,0.27,0.16,0.15,0.01,0.51,0.06,0.15],
[0.45,0.24,0.31,0.34,0.28,0.19,0.40,0.57,0.29,0.04,0.13,0.14,0.59,0.08,0.29,0.55,0.08,0.31,0.30,0.24,0.57,0.42],
[0.02,0.08,0.08,0.18,0.23,0.09,0.09,0.29,0.24,0.53,0.52,0.54,0.27,0.20,0.13,0.07,0.17,0.42,0.11,0.31,0.56,0.10]],
[[0.39,0.24,0.06,0.46,0.56,0.36,0.10,0.53,0.17,0.12,0.00,0.25,0.30,0.23,0.34,0.39,0.52,0.58,0.33,0.44,0.52,0.60],
[0.05,0.06,0.07,0.22,0.48,0.18,0.52,0.44,0.28,0.31,0.08,0.34,0.17,0.04,0.09,0.27,0.57,0.26,0.40,0.57,0.51,0.10],
[0.20,0.26,0.49,0.13,0.24,0.22,0.57,0.16,0.21,0.02,0.22,0.28,0.24,0.10,0.45,0.16,0.54,0.13,0.47,0.02,0.47,0.04],
[0.06,0.56,0.31,0.02,0.22,0.11,0.59,0.14,0.21,0.20,0.39,0.10,0.32,0.03,0.31,0.30,0.19,0.53,0.31,0.41,0.20,0.55],
[0.51,0.06,0.11,0.44,0.19,0.58,0.46,0.06,0.02,0.52,0.03,0.33,0.54,0.25,0.43,0.54,0.38,0.04,0.13,0.18,0.14,0.46],
[0.21,0.45,0.16,0.39,0.38,0.47,0.20,0.58,0.42,0.11,0.04,0.53,0.55,0.23,0.51,0.41,0.30,0.52,0.33,0.32,0.25,0.27],
