
m = 26;

n = 26;

p = 2;

q = 2;

proba = 
[[[0.16,0.42,0.24,0.34,0.36,0.38,0.27,0.16,0.40,0.56,0.43,0.17,0.13,0.35,0.13,0.23,0.47,0.42,0.18,0.48,0.43,0.02,0.02,0.56,0.40,0.16],
[0.01,0.56,0.55,0.56,0.56,0.11,0.38,0.19,0.45,0.14,0.57,0.12,0.30,0.38,0.09,0.13,0.55,0.21,0.48,0.08,0.45,0.35,0.50,0.03,0.24,0.33],
[0.05,0.26,0.29,0.45,0.42,0.30,0.41,0.37,0.25,0.36,0.48,0.03,0.56,0.33,0.17,0.53,0.45,0.47,0.31,0.54,0.00,0.25,0.15,0.48,0.33,0.60],
[0.24,0.24,0.03,0.47,0.56,0.07,0.13,0.26,0.52,0.55,0.55,0.33,0.32,0.20,0.10,0.20,0.23,0.05,0.53,0.41,0.58,0.38,0.28,0.29,0.32,0.28],
[0.55,0.47,0.17,0.28,0.47,0.40,0.51,0.49,0.27,0.48,0.57,0.40,0.14,0.49,0.35,0.09,0.22,0.07,0.29,0.32,0.26,0.52,0.37,0.19,0.33,0.36],
[0.57,0.01,0.05,0.28,0.30,0.59,0.15,0.46,0.27,0.02,0.26,0.19,0.51,0.54,0.07,0.48,0.34,0.20,0.37,0.09,0.29,0.59,0.16,0.58,0.31,0.42],
[0.50,0.08,0.01,0.23,0.43,0.58,0.25,0.48,0.26,0.54,0.47,0.41,0.40,0.15,0.43,0.07,0.33,0.34,0.00,0.40,0.21,0.34,0.00,0.58,0.43,0.29],
[0.57,0.59,0.27,0.27,0.41,0.17,0.35,0.42,0.40,0.18,0.40,0.05,0.06,0.06,0.59,0.54,0.47,0.39,0.08,0.29,0.46,0.42,0.03,0.47,0.22,0.24],
[0.21,0.22,0.22,0.04,0.51,0.18,0.04,0.18,0.45,0.45,0.35,0.20,0.27,0.15,0.38,0.07,0.19,0.45,0.13,0.18,0.38,0.00,0.57,0.47,0.29,0.44],
[0.29,0.32,0.30,0.50,0.56,0.51,0.12,0.18,0.55,0.03,0.36,0.59,0.21,0.21,0.44,0.56,0.41,0.11,0.11,0.20,0.19,0.30,0.04,0.32,0.48,0.43],
[0.32,0.46,0.30,0.02,0.29,0.58,0.34,0.59,0.49,0.30,0.50,0.01,0.48,0.46,0.05,0.24,0.45,0.26,0.45,0.28,0.22,0.27,0.40,0.33,0.46,0.58],
[0.03,0.51,0.31,0.51,0.34,0.03,0.37,0.03,0.04,0.06,0.02,0.38,0.05,0.51,0.09,0.56,0.52,0.57,0.41,0.57,0.21,0.26,0.23,0.06,0.54,0.44],
[0.32,0.34,0.17,0.19,0.32,0.20,0.09,0.03,0.11,0.43,0.06,0.47,0.47,0.10,0.53,0.49,0.48,0.59,0.39,0.57,0.54,0.31,0.53,0.36,0.28,0.14],
[0.01,0.51,0.20,0.56,0.35,0.52,0.30,0.52,0.11,0.02,0.12,0.20,0.05,0.22,0.03,0.10,0.09,0.50,0.20,0.03,0.39,0.09,0.01,0.18,0.05,0.56],
[0.49,0.59,0.31,0.17,0.13,0.33,0.08,0.32,0.28,0.43,0.25,0.58,0.35,0.35,0.60,0.46,0.55,0.04,0.08,0.59,0.15,0.18,0.49,0.35,0.20,0.27],
[0.44,0.21,0.45,0.49,0.17,0.34,0.48,0.48,0.52,0.01,0.21,0.59,0.33,0.49,0.42,0.58,0.47,0.17,0.33,0.47,0.03,0.28,0.51,0.11,0.27,0.06],
[0.29,0.16,0.41,0.49,0.43,0.25,0.10,0.28,0.14,0.27,0.03,0.02,0.15,0.54,0.03,0.36,0.54,0.36,0.25,0.36,0.33,0.12,0.53,0.06,0.59,0.56],
[0.34,0.50,0.07,0.01,0.56,0.35,0.17,0.37,0.24,0.01,0.02,0.34,0.29,0.16,0.01,0.32,0.18,0.17,0.27,0.21,0.53,0.20,0.56,0.18,0.56,0.29],
[0.30,0.49,0.35,0.29,0.45,0.10,0.18,0.51,0.11,0.14,0.27,0.28,0.51,0.51,0.29,0.53,0.25,0.58,0.09,0.26,0.30,0.27,0.43,0.57,0.48,0.35],
[0.17,0.44,0.53,0.13,0.13,0.23,0.02,0.49,0.52,0.47,0.58,0.10,0.38,0.09,0.24,0.05,0.37,0.16,0.55,0.06,0.09,0.20,0.04,0.19,0.46,0.34],
[0.46,0.29,0.31,0.34,0.04,0.48,0.18,0.57,0.01,0.31,0.20,0.04,0.20,0.12,0.50,0.18,0.22,0.29,0.27,0.46,0.33,0.04,0.02,0.29,0.10,0.11],
[0.49,0.15,0.30,0.35,0.49,0.16,0.04,0.20,0.49,0.08,0.08,0.07,0.05,0.09,0.38,0.25,0.12,0.58,0.37,0.03,0.16,0.59,0.31,0.43,0.45,0.05],
[0.47,0.47,0.33,0.57,0.58,0.22,0.12,0.28,0.57,0.01,0.44,0.00,0.21,0.33,0.08,0.28,0.41,0.13,0.37,0.19,0.38,0.50,0.17,0.14,0.53,0.33],
[0.13,0.24,0.16,0.58,0.29,0.03,0.45,0.02,0.00,0.43,0.24,0.12,0.11,0.21,0.13,0.55,0.21,0.33,0.29,0.29,0.02,0.09,0.42,0.39,0.28,0.20],
[0.29,0.46,0.34,0.21,0.19,0.47,0.45,0.35,0.45,0.14,0.38,0.30,0.16,0.38,0.13,0.40,0.50,0.24,0.01,0.03,0.19,0.23,0.36,0.48,0.52,0.38],
[0.57,0.34,0.17,0.26,0.55,0.45,0.12,0.29,0.07,0.30,0.16,0.52,0.05,0.01,0.06,0.43,0.31,0.23,0.21,0.44,0.03,0.11,0.08,0.04,0.14,0.27]],
[[0.27,0.50,0.15,0.19,0.28,0.13,0.53,0.44,0.39,0.48,0.30,0.50,0.17,0.37,0.21,0.33,0.29,0.26,0.34,0.35,0.09,0.05,0.58,0.31,0.49,0.00],
[0.42,0.57,0.04,0.56,0.24,0.31,0.46,0.39,0.50,0.13,0.52,0.43,0.57,0.31,0.31,0.27,0.21,0.48,0.04,0.42,0.21,0.33,0.08,0.55,0.08,0.17],
[0.60,0.05,0.48,0.49,0.06,0.30,0.45,0.10,0.25,0.09,0.42,0.11,0.48,0.32,0.24,0.40,0.15,0.21,0.11,0.46,0.49,0.32,0.34,0.53,0.14,0.55],
[0.25,0.22,0.50,0.33,0.39,0.50,0.39,0.27,0.39,0.44,0.56,0.24,0.55,0.21,0.33,0.36,0.32,0.21,0.08,0.56,0.01,0.23,0.17,0.12,0.09,0.06],
