
m = 14;

n = 14;

p = 2;

q = 2;

proba = 
[[[0.59,0.04,0.42,0.06,0.17,0.03,0.49,0.40,0.10,0.21,0.08,0.14,0.20,0.26],
[0.48,0.08,0.26,0.44,0.06,0.11,0.26,0.29,0.26,0.32,0.58,0.27,0.10,0.00],
[0.18,0.03,0.10,0.17,0.07,0.52,0.23,0.24,0.54,0.12,0.03,0.05,0.33,0.11],
[0.19,0.53,0.38,0.07,0.02,0.04,0.52,0.07,0.15,0.18,0.37,0.41,0.49,0.34],
[0.08,0.59,0.35,0.26,0.02,0.45,0.42,0.09,0.37,0.05,0.33,0.31,0.17,0.36],
[0.36,0.50,0.48,0.55,0.43,0.25,0.02,0.45,0.29,0.54,0.52,0.44,0.12,0.29],
[0.25,0.01,0.03,0.33,0.01,0.38,0.59,0.03,0.23,0.41,0.12,0.59,0.47,0.45],
[0.30,0.03,0.21,0.06,0.53,0.09,0.01,0.37,0.34,0.03,0.22,0.03,0.57,0.14],
[0.47,0.09,0.43,0.12,0.10,0.47,0.45,0.10,0.25,0.44,0.13,0.47,0.26,0.26],
[0.46,0.12,0.11,0.17,0.16,0.32,0.23,0.09,0.40,0.23,0.46,0.14,0.27,0.08],
[0.17,0.24,0.22,0.05,0.32,0.06,0.17,0.42,0.52,0.02,0.53,0.17,0.47,0.06],
[0.04,0.12,0.32,0.50,0.24,0.43,0.07,0.40,0.14,0.29,0.49,0.54,0.53,0.35],
[0.09,0.19,0.43,0.26,0.43,0.05,0.31,0.16,0.11,0.48,0.58,0.03,0.50,0.51],
[0.20,0.37,0.57,0.24,0.49,0.29,0.14,0.13,0.11,0.21,0.53,0.26,0.51,0.42]],
[[0.20,0.44,0.17,0.29,0.03,0.60,0.55,0.46,0.05,0.25,0.02,0.16,0.13,0.60],
[0.19,0.03,0.51,0.39,0.39,0.48,0.03,0.28,0.16,0.17,0.41,0.28,0.39,0.34],
[0.53,0.29,0.17,0.13,0.13,0.34,0.42,0.16,0.34,0.37,0.02,0.39,0.02,0.04],
[0.54,0.15,0.04,0.13,0.18,0.55,0.52,0.57,0.42,0.55,0.26,0.59,0.12,0.07],
[0.27,0.50,0.41,0.20,0.20,0.58,0.33,0.33,0.31,0.15,0.49,0.05,0.52,0.51],
[0.44,0.54,0.56,0.38,0.09,0.60,0.51,0.27,0.55,0.43,0.24,0.37,0.37,0.49],
[0.36,0.49,0.56,0.03,0.40,0.38,0.22,0.59,0.35,0.55,0.32,0.07,0.11,0.21],
[0.12,0.02,0.13,0.55,0.56,0.08,0.33,0.05,0.08,0.24,0.31,0.03,0.07,0.55],
[0.40,0.44,0.45,0.16,0.33,0.41,0.19,0.13,0.19,0.41,0.12,0.54,0.36,0.45],
[0.01,0.47,0.06,0.12,0.49,0.18,0.07,0.45,0.27,0.41,0.50,0.35,0.05,0.21],
