
m = 12;

n = 12;

p = 4;

q = 4;

proba = 
[[[0.19,0.22,0.49,0.54,0.07,0.50,0.60,0.41,0.27,0.10,0.51,0.49],
[0.51,0.19,0.19,0.38,0.53,0.05,0.47,0.35,0.08,0.56,0.21,0.01],
[0.41,0.24,0.59,0.55,0.49,0.59,0.36,0.09,0.22,0.26,0.02,0.29],
[0.15,0.02,0.10,0.42,0.12,0.01,0.32,0.03,0.20,0.51,0.41,0.13],
[0.56,0.29,0.47,0.04,0.25,0.09,0.06,0.06,0.33,0.04,0.01,0.22],
[0.04,0.37,0.31,0.26,0.03,0.33,0.54,0.18,0.35,0.05,0.00,0.47],
[0.06,0.32,0.50,0.25,0.23,0.31,0.38,0.19,0.60,0.25,0.23,0.25],
[0.34,0.29,0.31,0.07,0.33,0.31,0.29,0.37,0.08,0.59,0.03,0.11],
[0.32,0.57,0.29,0.07,0.02,0.29,0.54,0.07,0.01,0.44,0.33,0.24],
[0.15,0.11,0.44,0.15,0.36,0.07,0.40,0.10,0.36,0.11,0.17,0.09],
[0.42,0.45,0.46,0.51,0.44,0.49,0.02,0.16,0.46,0.30,0.23,0.48],
[0.60,0.17,0.55,0.01,0.01,0.27,0.25,0.16,0.38,0.09,0.31,0.14]],
[[0.16,0.11,0.24,0.52,0.22,0.41,0.02,0.04,0.26,0.48,0.54,0.10],
[0.37,0.56,0.26,0.23,0.27,0.50,0.10,0.26,0.07,0.05,0.27,0.08],
[0.32,0.52,0.25,0.10,0.01,0.56,0.24,0.17,0.07,0.48,0.10,0.29],
[0.29,0.11,0.33,0.54,0.59,0.28,0.04,0.36,0.24,0.30,0.59,0.50],
[0.20,0.09,0.16,0.27,0.14,0.43,0.35,0.46,0.36,0.60,0.56,0.37],
[0.56,0.20,0.54,0.03,0.08,0.04,0.32,0.37,0.15,0.05,0.31,0.14],
[0.33,0.35,0.50,0.56,0.05,0.49,0.46,0.25,0.58,0.03,0.52,0.12],
[0.46,0.28,0.58,0.21,0.27,0.55,0.58,0.23,0.15,0.53,0.26,0.24],
[0.57,0.58,0.01,0.12,0.04,0.32,0.26,0.36,0.07,0.16,0.33,0.12],
[0.05,0.19,0.37,0.04,0.22,0.29,0.16,0.08,0.57,0.14,0.29,0.24],
[0.09,0.27,0.47,0.24,0.20,0.14,0.47,0.17,0.12,0.48,0.28,0.16],
[0.20,0.55,0.52,0.26,0.11,0.25,0.38,0.16,0.44,0.16,0.20,0.06]],
[[0.45,0.36,0.13,0.42,0.50,0.42,0.06,0.58,0.10,0.54,0.22,0.30],
[0.07,0.10,0.46,0.19,0.58,0.15,0.35,0.18,0.09,0.27,0.44,0.20],
[0.52,0.22,0.37,0.36,0.38,0.57,0.42,0.23,0.32,0.55,0.05,0.22],
[0.38,0.11,0.20,0.48,0.04,0.43,0.17,0.12,0.53,0.04,0.31,0.51],
[0.19,0.06,0.08,0.28,0.33,0.52,0.49,0.25,0.14,0.25,0.02,0.52],
[0.22,0.43,0.15,0.54,0.39,0.19,0.16,0.16,0.30,0.36,0.04,0.34],
[0.19,0.21,0.46,0.12,0.25,0.17,0.02,0.44,0.23,0.11,0.12,0.56],
[0.03,0.01,0.22,0.17,0.26,0.23,0.10,0.48,0.07,0.24,0.43,0.45],
[0.44,0.59,0.02,0.14,0.35,0.06,0.48,0.54,0.27,0.34,0.06,0.53],
[0.51,0.09,0.37,0.14,0.20,0.49,0.10,0.22,0.50,0.32,0.40,0.16],
[0.55,0.49,0.05,0.02,0.14,0.47,0.47,0.58,0.46,0.49,0.12,0.22],
[0.55,0.00,0.16,0.22,0.35,0.22,0.15,0.26,0.31,0.51,0.40,0.51]],
[[0.40,0.50,0.13,0.30,0.22,0.53,0.46,0.17,0.42,0.51,0.19,0.56],
[0.39,0.07,0.54,0.25,0.56,0.06,0.47,0.51,0.06,0.03,0.13,0.41],
[0.25,0.28,0.06,0.56,0.20,0.46,0.47,0.00,0.36,0.60,0.30,0.58],
[0.53,0.17,0.15,0.35,0.08,0.34,0.31,0.46,0.41,0.25,0.11,0.37],
[0.31,0.58,0.28,0.37,0.01,0.42,0.17,0.26,0.10,0.24,0.22,0.30],
[0.09,0.08,0.30,0.45,0.08,0.00,0.43,0.01,0.17,0.58,0.36,0.25],
[0.32,0.07,0.11,0.13,0.32,0.23,0.50,0.03,0.20,0.19,0.40,0.21],
[0.00,0.57,0.46,0.10,0.21,0.08,0.40,0.30,0.17,0.10,0.16,0.25],
[0.11,0.58,0.26,0.28,0.56,0.02,0.53,0.29,0.09,0.04,0.42,0.41],
[0.26,0.32,0.44,0.47,0.51,0.24,0.08,0.51,0.21,0.54,0.01,0.42],
[0.02,0.42,0.13,0.19,0.52,0.28,0.44,0.03,0.27,0.10,0.30,0.23],
[0.12,0.23,0.52,0.21,0.27,0.34,0.02,0.53,0.06,0.45,0.40,0.57]],
[[0.09,0.48,0.48,0.30,0.42,0.49,0.12,0.45,0.31,0.25,0.04,0.23],
[0.53,0.47,0.25,0.20,0.57,0.56,0.43,0.09,0.19,0.34,0.29,0.46],
[0.08,0.31,0.39,0.14,0.16,0.19,0.11,0.25,0.07,0.59,0.56,0.50],
[0.48,0.08,0.34,0.19,0.33,0.38,0.41,0.26,0.25,0.06,0.46,0.22],
[0.02,0.29,0.31,0.20,0.03,0.60,0.06,0.11,0.31,0.45,0.25,0.47],
[0.05,0.36,0.12,0.12,0.35,0.08,0.02,0.22,0.17,0.36,0.41,0.50],
[0.14,0.22,0.16,0.39,0.28,0.03,0.01,0.30,0.31,0.32,0.51,0.35],
[0.32,0.57,0.46,0.03,0.42,0.11,0.49,0.47,0.47,0.02,0.59,0.22],
[0.10,0.01,0.44,0.26,0.37,0.25,0.16,0.51,0.47,0.33,0.30,0.16],
[0.35,0.31,0.46,0.06,0.03,0.37,0.41,0.35,0.33,0.27,0.37,0.16],
[0.38,0.27,0.02,0.25,0.28,0.02,0.47,0.38,0.03,0.31,0.05,0.40],
[0.56,0.21,0.31,0.43,0.53,0.01,0.59,0.28,0.32,0.45,0.35,0.35]],
[[0.21,0.16,0.10,0.55,0.43,0.48,0.10,0.21,0.14,0.13,0.46,0.43],
[0.14,0.33,0.21,0.17,0.04,0.26,0.57,0.60,0.46,0.28,0.43,0.40],
[0.30,0.42,0.08,0.02,0.26,0.43,0.37,0.48,0.59,0.47,0.42,0.42],
[0.35,0.52,0.03,0.49,0.05,0.49,0.32,0.19,0.22,0.53,0.36,0.26],
[0.19,0.34,0.26,0.05,0.02,0.09,0.45,0.31,0.50,0.53,0.33,0.17],
[0.36,0.10,0.04,0.35,0.58,0.47,0.17,0.33,0.39,0.20,0.22,0.44],
[0.10,0.55,0.03,0.32,0.48,0.40,0.58,0.07,0.13,0.24,0.12,0.15],
