
m = 12;

n = 12;

p = 2;

q = 2;

proba = 
[[[0.07,0.41,0.52,0.60,0.22,0.45,0.50,0.23,0.33,0.45,0.36,0.55],
[0.50,0.59,0.48,0.38,0.18,0.03,0.06,0.44,0.29,0.23,0.33,0.31],
[0.32,0.12,0.40,0.53,0.35,0.36,0.50,0.42,0.17,0.42,0.42,0.40],
[0.27,0.32,0.02,0.59,0.17,0.38,0.55,0.07,0.37,0.43,0.46,0.54],
[0.46,0.52,0.38,0.15,0.15,0.11,0.46,0.46,0.23,0.26,0.39,0.58],
[0.03,0.29,0.40,0.20,0.11,0.22,0.59,0.37,0.54,0.02,0.36,0.11],
[0.40,0.31,0.18,0.16,0.14,0.03,0.11,0.60,0.55,0.49,0.15,0.10],
[0.00,0.01,0.56,0.23,0.27,0.36,0.22,0.30,0.05,0.02,0.50,0.15],
[0.24,0.49,0.52,0.18,0.51,0.29,0.29,0.30,0.60,0.46,0.47,0.13],
[0.50,0.57,0.13,0.45,0.46,0.28,0.55,0.46,0.29,0.51,0.10,0.57],
[0.27,0.31,0.26,0.31,0.34,0.16,0.47,0.58,0.05,0.39,0.16,0.56],
[0.07,0.44,0.26,0.07,0.31,0.13,0.20,0.20,0.10,0.33,0.05,0.56]],
[[0.02,0.60,0.43,0.31,0.51,0.52,0.27,0.18,0.24,0.54,0.49,0.57],
[0.10,0.36,0.55,0.15,0.14,0.11,0.11,0.22,0.56,0.37,0.28,0.26],
[0.49,0.49,0.47,0.59,0.22,0.52,0.56,0.24,0.51,0.38,0.55,0.42],
[0.31,0.22,0.60,0.55,0.16,0.49,0.52,0.26,0.24,0.47,0.41,0.39],
[0.59,0.52,0.00,0.54,0.29,0.28,0.20,0.18,0.17,0.07,0.17,0.39],
[0.59,0.13,0.03,0.50,0.51,0.57,0.32,0.22,0.19,0.32,0.16,0.35],
[0.21,0.09,0.01,0.45,0.56,0.42,0.24,0.55,0.34,0.24,0.49,0.03],
[0.52,0.09,0.20,0.09,0.16,0.37,0.48,0.15,0.50,0.51,0.05,0.41],
[0.48,0.38,0.02,0.08,0.10,0.19,0.43,0.31,0.28,0.44,0.16,0.24],
[0.26,0.39,0.18,0.60,0.03,0.07,0.03,0.55,0.16,0.23,0.04,0.33],
[0.00,0.52,0.48,0.50,0.43,0.53,0.31,0.31,0.31,0.33,0.39,0.40],
[0.52,0.22,0.11,0.20,0.05,0.27,0.43,0.31,0.06,0.02,0.31,0.09]],
[[0.09,0.34,0.04,0.25,0.56,0.08,0.57,0.57,0.00,0.45,0.47,0.44],
[0.38,0.18,0.15,0.09,0.52,0.54,0.49,0.44,0.15,0.60,0.04,0.21],
[0.27,0.47,0.52,0.32,0.49,0.23,0.41,0.58,0.56,0.45,0.22,0.53],
[0.53,0.20,0.50,0.54,0.05,0.37,0.37,0.43,0.55,0.52,0.52,0.46],
[0.46,0.41,0.30,0.02,0.41,0.34,0.22,0.07,0.21,0.14,0.40,0.10],
[0.37,0.21,0.08,0.33,0.06,0.30,0.26,0.60,0.50,0.15,0.53,0.54],
[0.52,0.31,0.37,0.47,0.23,0.29,0.33,0.09,0.10,0.03,0.11,0.50],
[0.37,0.33,0.58,0.58,0.47,0.37,0.08,0.24,0.58,0.16,0.57,0.05],
[0.46,0.23,0.04,0.36,0.38,0.58,0.30,0.30,0.29,0.08,0.17,0.51],
[0.37,0.49,0.00,0.46,0.52,0.11,0.37,0.29,0.44,0.34,0.27,0.31],
[0.12,0.35,0.55,0.10,0.51,0.51,0.15,0.37,0.14,0.19,0.12,0.52],
[0.17,0.43,0.22,0.46,0.50,0.39,0.37,0.27,0.28,0.38,0.13,0.20]],
[[0.49,0.50,0.49,0.32,0.24,0.15,0.03,0.36,0.50,0.58,0.46,0.41],
[0.49,0.01,0.17,0.03,0.21,0.29,0.56,0.38,0.12,0.18,0.24,0.02],
[0.57,0.01,0.29,0.25,0.38,0.42,0.46,0.27,0.32,0.34,0.59,0.56],
[0.50,0.02,0.33,0.40,0.60,0.19,0.20,0.49,0.20,0.37,0.52,0.41],
[0.07,0.48,0.19,0.19,0.06,0.42,0.21,0.03,0.43,0.50,0.28,0.21],
[0.32,0.14,0.48,0.04,0.48,0.47,0.01,0.38,0.50,0.33,0.17,0.49],
[0.52,0.37,0.38,0.13,0.15,0.30,0.54,0.21,0.18,0.12,0.40,0.24],
[0.54,0.01,0.26,0.37,0.51,0.54,0.58,0.24,0.08,0.46,0.28,0.56],
[0.34,0.29,0.34,0.23,0.02,0.51,0.13,0.54,0.28,0.51,0.07,0.43],
[0.21,0.01,0.04,0.39,0.13,0.44,0.03,0.07,0.46,0.29,0.44,0.37],
[0.23,0.43,0.01,0.32,0.29,0.28,0.27,0.03,0.57,0.01,0.26,0.59],
[0.52,0.39,0.53,0.20,0.30,0.00,0.03,0.51,0.01,0.07,0.30,0.14]]];

alpha = 
[0.57,0.51,0.47,0.52];

c = 
[[10,5,8,8,5,8,7,7,3,4,3,6],
[5,3,7,9,8,10,9,4,10,5,10,6],
[10,8,8,5,7,2,4,6,6,10,10,9],
[7,5,3,6,7,4,8,10,4,5,6,10],
[2,4,10,2,6,8,4,3,5,9,6,8],
[9,6,10,4,5,10,9,9,4,10,4,7],
[2,2,5,4,3,9,10,3,10,8,10,5],
[5,4,4,6,9,7,4,7,2,10,10,6],
[9,6,2,9,6,4,6,4,2,7,6,10],
[5,3,3,2,9,9,3,10,9,6,6,7],
[2,6,4,2,5,10,4,2,5,4,9,7],
[5,2,9,3,7,2,3,9,4,2,9,2]];
