
m = 12;

n = 12;

p = 2;

q = 2;

proba = 
[[[0.51,0.01,0.36,0.40,0.21,0.22,0.51,0.12,0.05,0.29,0.19,0.11],
[0.58,0.11,0.43,0.03,0.25,0.14,0.43,0.38,0.27,0.24,0.07,0.33],
[0.17,0.29,0.51,0.19,0.09,0.35,0.59,0.60,0.36,0.35,0.40,0.57],
[0.57,0.31,0.09,0.02,0.60,0.28,0.12,0.58,0.39,0.56,0.02,0.04],
[0.10,0.45,0.42,0.37,0.08,0.48,0.10,0.25,0.18,0.00,0.44,0.27],
[0.35,0.43,0.26,0.11,0.18,0.06,0.08,0.15,0.38,0.17,0.17,0.38],
[0.45,0.29,0.36,0.24,0.25,0.38,0.28,0.34,0.23,0.10,0.11,0.32],
[0.58,0.21,0.57,0.16,0.21,0.41,0.43,0.56,0.24,0.10,0.08,0.41],
[0.16,0.16,0.56,0.54,0.33,0.13,0.32,0.18,0.42,0.08,0.42,0.07],
[0.46,0.11,0.41,0.09,0.21,0.52,0.41,0.19,0.13,0.38,0.35,0.34],
[0.19,0.19,0.31,0.43,0.28,0.38,0.24,0.44,0.54,0.20,0.38,0.27],
[0.33,0.10,0.45,0.15,0.18,0.28,0.22,0.04,0.38,0.03,0.13,0.59]],
[[0.55,0.54,0.18,0.08,0.32,0.53,0.42,0.51,0.12,0.13,0.34,0.40],
[0.51,0.58,0.24,0.45,0.18,0.02,0.12,0.51,0.12,0.58,0.06,0.29],
[0.26,0.27,0.33,0.04,0.30,0.46,0.03,0.25,0.40,0.21,0.33,0.12],
[0.14,0.16,0.03,0.26,0.29,0.37,0.05,0.20,0.34,0.29,0.05,0.52],
[0.31,0.18,0.43,0.43,0.15,0.49,0.12,0.41,0.16,0.45,0.45,0.46],
[0.31,0.48,0.11,0.11,0.08,0.44,0.24,0.22,0.60,0.27,0.48,0.28],
[0.03,0.53,0.48,0.38,0.22,0.53,0.30,0.54,0.11,0.13,0.37,0.26],
[0.01,0.49,0.07,0.17,0.34,0.52,0.03,0.05,0.40,0.14,0.16,0.48],
[0.58,0.40,0.10,0.57,0.07,0.58,0.26,0.10,0.51,0.14,0.48,0.13],
[0.07,0.18,0.07,0.18,0.30,0.44,0.44,0.32,0.33,0.51,0.49,0.06],
[0.44,0.52,0.11,0.24,0.06,0.28,0.12,0.04,0.07,0.22,0.01,0.14],
[0.20,0.27,0.24,0.11,0.41,0.12,0.25,0.48,0.29,0.32,0.05,0.60]],
[[0.16,0.49,0.32,0.49,0.41,0.21,0.55,0.24,0.13,0.06,0.48,0.19],
[0.34,0.60,0.23,0.41,0.22,0.24,0.55,0.42,0.51,0.19,0.54,0.31],
[0.31,0.19,0.19,0.60,0.51,0.24,0.59,0.07,0.13,0.31,0.55,0.54],
[0.52,0.50,0.18,0.05,0.57,0.06,0.24,0.31,0.06,0.47,0.12,0.28],
[0.10,0.07,0.11,0.01,0.26,0.05,0.33,0.57,0.23,0.52,0.56,0.14],
[0.16,0.56,0.20,0.29,0.27,0.16,0.23,0.19,0.06,0.41,0.24,0.03],
[0.47,0.47,0.33,0.54,0.34,0.45,0.22,0.44,0.52,0.33,0.46,0.18],
[0.37,0.18,0.15,0.00,0.10,0.11,0.14,0.25,0.07,0.35,0.55,0.34],
[0.50,0.18,0.53,0.56,0.59,0.16,0.59,0.46,0.04,0.32,0.40,0.38],
[0.17,0.02,0.22,0.09,0.34,0.08,0.27,0.11,0.26,0.42,0.12,0.36],
[0.53,0.26,0.01,0.00,0.00,0.56,0.34,0.50,0.13,0.27,0.46,0.12],
[0.44,0.45,0.58,0.48,0.17,0.38,0.25,0.34,0.39,0.47,0.43,0.14]],
[[0.55,0.10,0.25,0.21,0.52,0.36,0.56,0.45,0.02,0.57,0.46,0.02],
[0.53,0.20,0.52,0.06,0.48,0.39,0.18,0.32,0.24,0.16,0.19,0.41],
[0.54,0.44,0.15,0.33,0.32,0.58,0.47,0.27,0.08,0.12,0.47,0.00],
[0.48,0.43,0.46,0.50,0.41,0.31,0.52,0.34,0.52,0.44,0.40,0.39],
[0.23,0.58,0.11,0.47,0.14,0.30,0.27,0.08,0.14,0.42,0.42,0.46],
[0.40,0.29,0.13,0.48,0.40,0.60,0.48,0.29,0.43,0.33,0.18,0.24],
[0.05,0.10,0.58,0.56,0.55,0.38,0.36,0.17,0.36,0.47,0.04,0.51],
[0.17,0.31,0.59,0.31,0.14,0.41,0.17,0.53,0.09,0.30,0.41,0.50],
[0.30,0.29,0.18,0.13,0.02,0.37,0.37,0.06,0.47,0.36,0.03,0.42],
[0.14,0.38,0.59,0.50,0.25,0.03,0.41,0.42,0.35,0.40,0.13,0.48],
[0.20,0.30,0.42,0.30,0.60,0.23,0.19,0.29,0.51,0.38,0.42,0.53],
[0.14,0.20,0.60,0.01,0.55,0.02,0.43,0.09,0.41,0.42,0.60,0.06]]];

alpha = 
[0.55,0.53,0.56,0.47];

c = 
[[6,10,9,6,7,4,2,2,7,7,2,7],
[10,6,4,6,3,2,8,4,6,2,5,3],
[6,2,4,6,4,5,3,6,2,8,10,5],
[10,10,5,5,5,4,10,4,6,10,9,8],
[8,4,8,10,4,2,2,7,2,2,2,2],
[3,10,7,3,8,6,6,5,4,8,8,5],
[10,7,7,5,6,3,9,3,3,7,2,6],
[7,9,2,8,7,9,8,8,7,2,9,4],
[7,3,5,7,9,3,8,6,6,2,7,9],
[4,6,8,3,2,7,7,5,3,5,2,9],
[4,7,6,7,7,3,9,10,4,10,4,9],
[2,8,2,5,9,7,10,9,2,7,10,9]];
