
m = 14;

n = 14;

p = 4;

q = 4;

proba = 
[[[0.49,0.45,0.58,0.42,0.50,0.48,0.36,0.02,0.41,0.53,0.36,0.29,0.25,0.51],
[0.13,0.37,0.12,0.42,0.23,0.01,0.22,0.41,0.45,0.02,0.25,0.50,0.39,0.45],
[0.50,0.55,0.31,0.39,0.40,0.29,0.21,0.30,0.18,0.57,0.32,0.59,0.50,0.08],
[0.28,0.15,0.59,0.41,0.53,0.12,0.23,0.16,0.13,0.45,0.57,0.58,0.47,0.21],
[0.47,0.27,0.06,0.37,0.21,0.37,0.17,0.01,0.07,0.38,0.32,0.24,0.35,0.04],
[0.23,0.25,0.12,0.51,0.40,0.11,0.32,0.33,0.23,0.55,0.48,0.36,0.40,0.45],
[0.34,0.27,0.06,0.21,0.54,0.12,0.59,0.15,0.50,0.16,0.16,0.56,0.53,0.48],
[0.21,0.29,0.52,0.44,0.54,0.04,0.35,0.34,0.16,0.07,0.06,0.39,0.01,0.54],
[0.15,0.41,0.39,0.49,0.08,0.46,0.10,0.02,0.58,0.09,0.17,0.48,0.24,0.33],
[0.44,0.18,0.21,0.05,0.46,0.13,0.49,0.40,0.17,0.24,0.14,0.33,0.31,0.20],
[0.11,0.32,0.14,0.26,0.14,0.54,0.15,0.22,0.40,0.24,0.24,0.38,0.33,0.41],
[0.26,0.57,0.14,0.10,0.15,0.35,0.16,0.01,0.48,0.05,0.41,0.05,0.29,0.55],
[0.38,0.00,0.15,0.49,0.33,0.29,0.15,0.47,0.22,0.30,0.09,0.02,0.54,0.33],
[0.40,0.27,0.14,0.06,0.25,0.27,0.16,0.40,0.02,0.32,0.41,0.50,0.37,0.23]],
[[0.55,0.07,0.17,0.33,0.07,0.32,0.23,0.40,0.01,0.38,0.26,0.23,0.08,0.35],
[0.25,0.02,0.08,0.05,0.30,0.22,0.11,0.54,0.49,0.28,0.34,0.52,0.60,0.15],
[0.42,0.37,0.38,0.37,0.44,0.55,0.11,0.51,0.27,0.34,0.30,0.28,0.12,0.57],
[0.51,0.20,0.32,0.17,0.22,0.40,0.22,0.52,0.02,0.33,0.46,0.52,0.01,0.20],
[0.43,0.01,0.35,0.25,0.38,0.13,0.02,0.22,0.09,0.13,0.12,0.36,0.46,0.43],
[0.04,0.58,0.39,0.55,0.18,0.11,0.12,0.40,0.52,0.34,0.32,0.54,0.07,0.18],
[0.45,0.08,0.38,0.29,0.09,0.14,0.54,0.47,0.27,0.56,0.09,0.35,0.09,0.21],
[0.11,0.55,0.04,0.15,0.53,0.43,0.10,0.11,0.55,0.22,0.52,0.46,0.56,0.23],
[0.40,0.03,0.41,0.25,0.11,0.20,0.54,0.20,0.33,0.47,0.08,0.00,0.43,0.17],
[0.36,0.52,0.38,0.47,0.47,0.42,0.02,0.40,0.25,0.13,0.52,0.20,0.35,0.43],
[0.06,0.31,0.07,0.46,0.34,0.48,0.11,0.46,0.08,0.05,0.06,0.41,0.52,0.14],
[0.41,0.35,0.30,0.17,0.27,0.08,0.04,0.14,0.50,0.07,0.54,0.15,0.19,0.46],
[0.35,0.54,0.29,0.40,0.25,0.35,0.26,0.59,0.23,0.37,0.45,0.31,0.42,0.51],
[0.12,0.34,0.04,0.54,0.09,0.35,0.11,0.37,0.43,0.15,0.51,0.33,0.22,0.45]],
[[0.48,0.41,0.31,0.23,0.36,0.60,0.03,0.01,0.35,0.29,0.60,0.59,0.05,0.45],
[0.30,0.47,0.35,0.42,0.21,0.40,0.36,0.31,0.14,0.47,0.07,0.57,0.02,0.58],
[0.30,0.25,0.43,0.18,0.06,0.14,0.41,0.42,0.14,0.44,0.42,0.49,0.12,0.42],
[0.48,0.17,0.27,0.18,0.05,0.02,0.00,0.26,0.42,0.36,0.56,0.57,0.23,0.03],
[0.54,0.26,0.01,0.24,0.51,0.44,0.43,0.57,0.58,0.24,0.38,0.12,0.07,0.21],
[0.01,0.20,0.03,0.50,0.37,0.30,0.08,0.42,0.32,0.08,0.07,0.15,0.45,0.03],
[0.11,0.08,0.07,0.05,0.34,0.08,0.30,0.25,0.53,0.13,0.21,0.51,0.37,0.60],
[0.03,0.44,0.21,0.05,0.03,0.24,0.54,0.40,0.54,0.02,0.22,0.26,0.10,0.29],
[0.41,0.55,0.32,0.52,0.03,0.39,0.57,0.37,0.47,0.27,0.01,0.40,0.40,0.23],
[0.31,0.17,0.22,0.34,0.00,0.43,0.38,0.04,0.07,0.33,0.44,0.00,0.35,0.06],
[0.26,0.45,0.35,0.07,0.39,0.08,0.59,0.42,0.47,0.57,0.19,0.34,0.24,0.20],
[0.14,0.04,0.43,0.44,0.21,0.05,0.18,0.21,0.48,0.57,0.25,0.55,0.29,0.09],
[0.55,0.04,0.16,0.21,0.49,0.51,0.29,0.28,0.59,0.28,0.10,0.46,0.25,0.29],
[0.20,0.49,0.48,0.33,0.53,0.31,0.18,0.14,0.36,0.36,0.35,0.24,0.33,0.60]],
[[0.18,0.02,0.09,0.13,0.06,0.25,0.34,0.54,0.16,0.03,0.22,0.15,0.31,0.32],
[0.00,0.55,0.01,0.20,0.44,0.49,0.53,0.37,0.20,0.11,0.50,0.56,0.47,0.25],
[0.20,0.19,0.25,0.38,0.21,0.35,0.51,0.27,0.59,0.26,0.21,0.15,0.29,0.43],
[0.30,0.59,0.15,0.30,0.55,0.16,0.50,0.39,0.05,0.43,0.16,0.25,0.54,0.07],
[0.21,0.41,0.32,0.40,0.01,0.57,0.18,0.22,0.31,0.09,0.49,0.31,0.35,0.10],
[0.46,0.03,0.54,0.16,0.03,0.09,0.47,0.58,0.25,0.37,0.37,0.30,0.20,0.53],
