
m = 12;

n = 12;

p = 4;

q = 4;

proba = 
[[[0.56,0.23,0.14,0.31,0.25,0.31,0.19,0.46,0.40,0.34,0.37,0.46],
[0.49,0.49,0.45,0.50,0.45,0.03,0.29,0.60,0.09,0.05,0.32,0.37],
[0.56,0.34,0.39,0.29,0.34,0.29,0.05,0.30,0.52,0.19,0.02,0.17],
[0.50,0.20,0.03,0.30,0.54,0.40,0.16,0.43,0.29,0.01,0.33,0.14],
[0.04,0.01,0.13,0.13,0.06,0.45,0.50,0.02,0.19,0.29,0.31,0.53],
[0.58,0.36,0.24,0.50,0.56,0.25,0.07,0.45,0.45,0.10,0.16,0.39],
[0.50,0.32,0.22,0.19,0.33,0.55,0.33,0.37,0.56,0.46,0.50,0.02],
[0.31,0.40,0.05,0.50,0.09,0.36,0.44,0.07,0.12,0.07,0.57,0.08],
[0.32,0.04,0.53,0.18,0.13,0.09,0.57,0.03,0.41,0.19,0.22,0.14],
[0.14,0.54,0.51,0.11,0.40,0.42,0.13,0.11,0.22,0.18,0.02,0.31],
[0.54,0.45,0.39,0.06,0.53,0.36,0.14,0.25,0.40,0.08,0.43,0.53],
[0.17,0.40,0.56,0.59,0.60,0.18,0.13,0.14,0.12,0.05,0.25,0.53]],
[[0.46,0.38,0.04,0.08,0.56,0.06,0.39,0.50,0.51,0.18,0.57,0.44],
[0.54,0.11,0.09,0.33,0.19,0.52,0.26,0.36,0.33,0.22,0.35,0.32],
[0.40,0.48,0.47,0.52,0.53,0.12,0.45,0.39,0.50,0.49,0.47,0.46],
[0.55,0.26,0.36,0.46,0.44,0.33,0.30,0.38,0.44,0.40,0.11,0.03],
[0.32,0.37,0.39,0.05,0.59,0.15,0.37,0.39,0.03,0.24,0.31,0.56],
[0.36,0.16,0.35,0.26,0.05,0.22,0.12,0.60,0.48,0.48,0.46,0.32],
[0.21,0.17,0.10,0.04,0.56,0.21,0.07,0.28,0.57,0.47,0.33,0.56],
[0.01,0.11,0.35,0.04,0.35,0.06,0.60,0.11,0.22,0.35,0.36,0.26],
[0.57,0.48,0.26,0.45,0.36,0.12,0.17,0.57,0.29,0.27,0.01,0.25],
[0.47,0.08,0.53,0.45,0.55,0.27,0.41,0.56,0.37,0.16,0.60,0.12],
[0.22,0.59,0.23,0.43,0.34,0.59,0.09,0.31,0.47,0.35,0.16,0.23],
[0.48,0.33,0.19,0.16,0.60,0.20,0.41,0.47,0.28,0.35,0.32,0.23]],
[[0.01,0.13,0.19,0.39,0.29,0.18,0.51,0.50,0.18,0.14,0.34,0.52],
[0.13,0.43,0.23,0.60,0.18,0.39,0.22,0.06,0.11,0.42,0.22,0.11],
[0.02,0.03,0.58,0.31,0.38,0.29,0.54,0.39,0.42,0.12,0.18,0.11],
[0.31,0.09,0.01,0.49,0.23,0.34,0.41,0.35,0.17,0.03,0.35,0.36],
[0.42,0.57,0.42,0.53,0.39,0.04,0.04,0.41,0.07,0.01,0.12,0.45],
[0.31,0.05,0.24,0.13,0.18,0.42,0.23,0.48,0.51,0.24,0.37,0.13],
[0.59,0.17,0.49,0.16,0.21,0.24,0.52,0.03,0.21,0.34,0.56,0.60],
[0.38,0.59,0.41,0.44,0.01,0.53,0.29,0.31,0.58,0.53,0.44,0.16],
[0.35,0.08,0.04,0.25,0.32,0.41,0.39,0.31,0.59,0.28,0.47,0.20],
[0.51,0.39,0.22,0.12,0.13,0.18,0.12,0.50,0.17,0.53,0.35,0.18],
[0.46,0.04,0.50,0.44,0.57,0.34,0.59,0.32,0.41,0.04,0.57,0.13],
[0.45,0.36,0.44,0.44,0.03,0.31,0.03,0.54,0.10,0.25,0.06,0.23]],
[[0.43,0.18,0.13,0.01,0.11,0.48,0.19,0.56,0.52,0.09,0.40,0.49],
[0.42,0.39,0.21,0.24,0.43,0.18,0.37,0.28,0.54,0.21,0.12,0.57],
[0.52,0.15,0.52,0.03,0.40,0.58,0.26,0.24,0.16,0.39,0.25,0.27],
[0.27,0.44,0.23,0.19,0.52,0.03,0.08,0.35,0.42,0.29,0.58,0.25],
[0.47,0.36,0.53,0.40,0.57,0.05,0.38,0.50,0.20,0.29,0.52,0.00],
[0.27,0.18,0.24,0.44,0.57,0.49,0.10,0.24,0.32,0.33,0.43,0.25],
[0.36,0.51,0.59,0.18,0.20,0.58,0.43,0.06,0.33,0.36,0.47,0.30],
[0.41,0.24,0.20,0.01,0.54,0.12,0.01,0.21,0.30,0.26,0.05,0.27],
[0.14,0.15,0.50,0.47,0.48,0.33,0.11,0.24,0.24,0.11,0.42,0.43],
[0.08,0.26,0.50,0.42,0.02,0.36,0.12,0.44,0.01,0.32,0.45,0.55],
[0.44,0.46,0.16,0.14,0.12,0.21,0.41,0.26,0.36,0.31,0.13,0.24],
[0.04,0.24,0.49,0.28,0.35,0.31,0.11,0.43,0.57,0.01,0.25,0.59]],
[[0.38,0.37,0.43,0.38,0.09,0.27,0.33,0.53,0.13,0.49,0.07,0.25],
[0.10,0.48,0.51,0.46,0.19,0.04,0.10,0.23,0.28,0.59,0.51,0.03],
[0.30,0.03,0.46,0.27,0.04,0.11,0.26,0.41,0.48,0.08,0.20,0.56],
[0.36,0.53,0.49,0.49,0.42,0.56,0.14,0.52,0.44,0.05,0.38,0.04],
[0.09,0.48,0.27,0.37,0.47,0.18,0.40,0.17,0.21,0.27,0.43,0.25],
[0.38,0.09,0.06,0.26,0.17,0.26,0.22,0.53,0.18,0.11,0.42,0.00],
[0.07,0.56,0.52,0.52,0.00,0.30,0.55,0.09,0.18,0.22,0.46,0.05],
[0.41,0.27,0.21,0.02,0.54,0.05,0.26,0.32,0.14,0.32,0.58,0.31],
[0.58,0.20,0.24,0.16,0.31,0.06,0.16,0.38,0.01,0.09,0.30,0.02],
[0.38,0.25,0.11,0.56,0.47,0.58,0.01,0.28,0.25,0.22,0.29,0.18],
[0.27,0.56,0.50,0.41,0.28,0.48,0.12,0.26,0.07,0.36,0.42,0.38],
[0.42,0.58,0.16,0.43,0.07,0.45,0.45,0.45,0.10,0.56,0.41,0.57]],
[[0.54,0.43,0.25,0.18,0.05,0.54,0.37,0.32,0.50,0.27,0.13,0.18],
[0.15,0.24,0.43,0.22,0.00,0.25,0.60,0.42,0.23,0.16,0.25,0.30],
[0.01,0.10,0.15,0.11,0.06,0.56,0.08,0.00,0.39,0.34,0.18,0.44],
[0.28,0.55,0.16,0.18,0.22,0.28,0.36,0.37,0.53,0.19,0.59,0.53],
[0.44,0.59,0.35,0.07,0.14,0.60,0.37,0.15,0.10,0.52,0.26,0.16],
[0.48,0.35,0.16,0.27,0.08,0.34,0.10,0.36,0.30,0.26,0.54,0.52],
[0.54,0.30,0.29,0.47,0.49,0.28,0.40,0.34,0.26,0.15,0.41,0.41],
[0.15,0.18,0.56,0.24,0.10,0.22,0.40,0.58,0.56,0.56,0.25,0.04],
[0.30,0.35,0.41,0.60,0.00,0.35,0.52,0.54,0.05,0.20,0.41,0.54],
[0.48,0.21,0.28,0.15,0.36,0.09,0.55,0.51,0.28,0.51,0.15,0.38],
[0.13,0.55,0.36,0.09,0.51,0.00,0.13,0.21,0.35,0.54,0.21,0.35],
[0.28,0.13,0.30,0.33,0.33,0.11,0.28,0.21,0.32,0.56,0.36,0.08]],
[[0.05,0.31,0.59,0.33,0.22,0.14,0.11,0.34,0.09,0.47,0.43,0.59],
[0.47,0.56,0.21,0.22,0.50,0.42,0.58,0.18,0.54,0.27,0.52,0.28],
[0.38,0.19,0.49,0.11,0.15,0.25,0.19,0.21,0.56,0.18,0.54,0.17],
[0.31,0.04,0.51,0.40,0.51,0.34,0.39,0.38,0.30,0.60,0.00,0.20],
[0.42,0.58,0.39,0.36,0.25,0.30,0.04,0.04,0.50,0.52,0.14,0.05],
[0.17,0.33,0.26,0.13,0.51,0.19,0.30,0.22,0.24,0.21,0.02,0.15],
[0.55,0.41,0.53,0.26,0.41,0.53,0.46,0.23,0.51,0.25,0.59,0.16],
[0.55,0.02,0.20,0.45,0.55,0.34,0.50,0.12,0.08,0.16,0.25,0.59],
[0.35,0.54,0.21,0.59,0.16,0.23,0.14,0.11,0.05,0.07,0.37,0.46],
[0.60,0.23,0.09,0.51,0.48,0.08,0.07,0.44,0.10,0.27,0.29,0.05],
[0.01,0.19,0.17,0.08,0.35,0.42,0.07,0.11,0.36,0.28,0.10,0.52],
[0.51,0.23,0.03,0.56,0.30,0.40,0.42,0.30,0.03,0.50,0.20,0.52]],
[[0.58,0.27,0.36,0.08,0.53,0.05,0.13,0.54,0.24,0.30,0.03,0.59],
[0.12,0.10,0.10,0.48,0.38,0.20,0.39,0.29,0.43,0.42,0.24,0.13],
[0.22,0.06,0.43,0.26,0.56,0.03,0.18,0.54,0.30,0.53,0.02,0.24],
[0.58,0.15,0.18,0.22,0.45,0.21,0.21,0.57,0.30,0.31,0.44,0.08],
[0.51,0.24,0.37,0.35,0.06,0.01,0.48,0.28,0.07,0.31,0.54,0.03],
[0.34,0.12,0.57,0.05,0.05,0.60,0.28,0.03,0.15,0.46,0.25,0.60],
