
m = 16;

n = 16;

p = 3;

q = 3;

proba = 
[[[0.19,0.32,0.30,0.01,0.52,0.27,0.42,0.42,0.13,0.43,0.21,0.48,0.29,0.16,0.14,0.52],
[0.58,0.07,0.21,0.15,0.20,0.50,0.52,0.12,0.51,0.30,0.09,0.36,0.54,0.21,0.03,0.12],
[0.54,0.34,0.13,0.45,0.01,0.55,0.27,0.13,0.38,0.48,0.01,0.07,0.04,0.15,0.59,0.02],
[0.22,0.20,0.17,0.43,0.10,0.09,0.54,0.01,0.39,0.03,0.37,0.33,0.24,0.40,0.45,0.18],
[0.14,0.58,0.03,0.15,0.53,0.30,0.28,0.31,0.18,0.29,0.38,0.22,0.44,0.36,0.24,0.06],
[0.56,0.41,0.49,0.07,0.50,0.43,0.07,0.29,0.46,0.44,0.02,0.11,0.24,0.48,0.29,0.38],
[0.46,0.32,0.53,0.39,0.01,0.21,0.10,0.19,0.49,0.48,0.41,0.33,0.24,0.04,0.40,0.21],
[0.45,0.28,0.27,0.36,0.11,0.35,0.05,0.57,0.19,0.07,0.08,0.43,0.55,0.36,0.22,0.41],
[0.08,0.15,0.20,0.09,0.36,0.31,0.28,0.25,0.19,0.08,0.59,0.43,0.13,0.38,0.04,0.58],
[0.06,0.31,0.34,0.17,0.06,0.39,0.14,0.25,0.46,0.22,0.09,0.41,0.58,0.30,0.22,0.06],
[0.45,0.43,0.15,0.21,0.13,0.43,0.46,0.32,0.51,0.45,0.16,0.04,0.23,0.20,0.03,0.29],
[0.51,0.37,0.46,0.57,0.16,0.00,0.22,0.02,0.22,0.31,0.43,0.20,0.01,0.05,0.27,0.47],
[0.48,0.42,0.08,0.01,0.25,0.54,0.33,0.17,0.39,0.49,0.21,0.01,0.09,0.24,0.30,0.60],
[0.00,0.16,0.57,0.16,0.16,0.19,0.18,0.38,0.50,0.01,0.59,0.51,0.06,0.25,0.38,0.53],
[0.07,0.46,0.54,0.32,0.40,0.28,0.49,0.19,0.17,0.10,0.20,0.25,0.34,0.50,0.25,0.34],
[0.06,0.22,0.50,0.22,0.41,0.08,0.60,0.31,0.08,0.58,0.22,0.14,0.24,0.00,0.07,0.31]],
[[0.46,0.02,0.04,0.26,0.30,0.53,0.45,0.46,0.03,0.05,0.12,0.36,0.54,0.37,0.10,0.00],
[0.58,0.00,0.22,0.39,0.08,0.21,0.10,0.17,0.20,0.32,0.31,0.44,0.32,0.38,0.15,0.18],
[0.40,0.18,0.45,0.09,0.11,0.30,0.56,0.13,0.35,0.07,0.50,0.29,0.44,0.00,0.29,0.43],
[0.01,0.51,0.22,0.09,0.12,0.32,0.25,0.32,0.03,0.56,0.16,0.35,0.34,0.30,0.54,0.13],
[0.49,0.38,0.23,0.60,0.08,0.18,0.13,0.43,0.26,0.03,0.12,0.10,0.03,0.41,0.53,0.04],
[0.31,0.15,0.13,0.44,0.46,0.38,0.16,0.50,0.34,0.31,0.25,0.08,0.02,0.18,0.21,0.50],
[0.57,0.44,0.50,0.05,0.02,0.03,0.48,0.28,0.06,0.60,0.38,0.09,0.40,0.30,0.13,0.12],
