
m = 24;

n = 24;

p = 2;

q = 2;

proba = 
[[[0.38,0.25,0.26,0.01,0.48,0.58,0.03,0.32,0.45,0.18,0.60,0.24,0.15,0.08,0.26,0.57,0.41,0.25,0.27,0.18,0.11,0.43,0.05,0.51],
[0.17,0.27,0.32,0.60,0.51,0.09,0.34,0.30,0.34,0.59,0.31,0.22,0.57,0.34,0.53,0.42,0.53,0.53,0.06,0.08,0.02,0.33,0.05,0.43],
[0.58,0.32,0.00,0.09,0.15,0.05,0.01,0.32,0.32,0.33,0.31,0.23,0.42,0.05,0.53,0.16,0.04,0.24,0.37,0.01,0.58,0.31,0.44,0.51],
[0.24,0.50,0.59,0.26,0.22,0.04,0.08,0.20,0.36,0.09,0.30,0.51,0.14,0.30,0.22,0.46,0.03,0.54,0.09,0.45,0.59,0.02,0.01,0.03],
[0.27,0.38,0.05,0.25,0.09,0.48,0.16,0.33,0.38,0.15,0.59,0.00,0.19,0.07,0.21,0.55,0.15,0.50,0.46,0.29,0.21,0.08,0.15,0.24],
[0.02,0.24,0.09,0.01,0.27,0.10,0.04,0.53,0.48,0.09,0.19,0.57,0.57,0.35,0.30,0.35,0.50,0.29,0.35,0.09,0.36,0.56,0.04,0.51],
[0.47,0.49,0.21,0.07,0.57,0.36,0.31,0.59,0.00,0.41,0.60,0.27,0.51,0.04,0.21,0.39,0.13,0.39,0.36,0.10,0.14,0.06,0.45,0.04],
[0.35,0.20,0.13,0.10,0.17,0.16,0.02,0.03,0.06,0.22,0.11,0.03,0.58,0.42,0.02,0.59,0.23,0.01,0.26,0.14,0.05,0.46,0.53,0.18],
[0.26,0.28,0.28,0.40,0.34,0.13,0.43,0.09,0.33,0.56,0.20,0.50,0.12,0.21,0.53,0.18,0.44,0.04,0.20,0.42,0.47,0.22,0.40,0.10],
[0.23,0.06,0.23,0.29,0.53,0.16,0.46,0.18,0.44,0.14,0.58,0.19,0.27,0.41,0.28,0.00,0.37,0.48,0.50,0.49,0.09,0.43,0.06,0.53],
[0.48,0.27,0.35,0.34,0.49,0.15,0.44,0.12,0.22,0.08,0.40,0.14,0.24,0.27,0.32,0.08,0.41,0.30,0.27,0.08,0.11,0.55,0.08,0.48],
[0.43,0.59,0.37,0.53,0.42,0.43,0.46,0.30,0.10,0.21,0.04,0.58,0.36,0.48,0.10,0.58,0.56,0.50,0.12,0.20,0.17,0.45,0.28,0.58],
[0.15,0.55,0.07,0.26,0.50,0.15,0.14,0.33,0.14,0.51,0.26,0.56,0.34,0.11,0.25,0.43,0.32,0.30,0.41,0.09,0.18,0.51,0.07,0.14],
[0.42,0.19,0.34,0.59,0.03,0.01,0.57,0.18,0.56,0.04,0.44,0.45,0.19,0.58,0.18,0.32,0.49,0.44,0.28,0.22,0.55,0.53,0.06,0.28],
[0.23,0.47,0.36,0.41,0.38,0.43,0.55,0.20,0.01,0.29,0.19,0.05,0.30,0.17,0.22,0.25,0.20,0.06,0.10,0.39,0.04,0.29,0.11,0.53],
[0.13,0.39,0.15,0.08,0.33,0.21,0.36,0.56,0.08,0.12,0.37,0.46,0.55,0.32,0.06,0.56,0.00,0.26,0.01,0.30,0.42,0.23,0.55,0.03],
[0.30,0.05,0.42,0.34,0.34,0.53,0.26,0.47,0.32,0.41,0.55,0.05,0.02,0.31,0.00,0.10,0.43,0.37,0.56,0.38,0.09,0.02,0.34,0.09],
[0.28,0.35,0.39,0.10,0.59,0.34,0.12,0.28,0.39,0.54,0.02,0.14,0.47,0.29,0.01,0.19,0.10,0.56,0.24,0.12,0.27,0.25,0.21,0.10],
[0.02,0.17,0.48,0.10,0.19,0.22,0.19,0.47,0.58,0.58,0.56,0.56,0.32,0.09,0.25,0.11,0.03,0.27,0.25,0.49,0.55,0.25,0.09,0.05],
[0.21,0.33,0.17,0.48,0.58,0.39,0.58,0.59,0.56,0.45,0.10,0.15,0.08,0.29,0.02,0.05,0.27,0.58,0.01,0.59,0.07,0.26,0.10,0.09],
[0.53,0.35,0.59,0.48,0.00,0.07,0.54,0.21,0.40,0.11,0.09,0.38,0.50,0.07,0.37,0.46,0.52,0.47,0.01,0.60,0.15,0.02,0.05,0.42],
[0.00,0.06,0.41,0.07,0.32,0.52,0.16,0.25,0.26,0.14,0.13,0.27,0.21,0.07,0.48,0.02,0.18,0.57,0.39,0.08,0.03,0.16,0.53,0.55],
[0.03,0.54,0.55,0.18,0.56,0.60,0.01,0.56,0.06,0.42,0.03,0.38,0.34,0.18,0.04,0.00,0.32,0.17,0.27,0.54,0.24,0.15,0.56,0.42],
[0.12,0.35,0.49,0.15,0.51,0.42,0.10,0.54,0.36,0.05,0.13,0.32,0.05,0.13,0.28,0.11,0.55,0.31,0.49,0.29,0.49,0.53,0.29,0.21]],
[[0.10,0.56,0.15,0.34,0.11,0.11,0.16,0.22,0.46,0.05,0.37,0.37,0.47,0.47,0.32,0.23,0.53,0.44,0.55,0.58,0.57,0.23,0.08,0.53],
[0.54,0.58,0.22,0.43,0.51,0.51,0.04,0.01,0.47,0.19,0.34,0.58,0.30,0.50,0.20,0.16,0.55,0.57,0.53,0.42,0.45,0.25,0.06,0.37],
[0.09,0.01,0.35,0.06,0.25,0.43,0.59,0.19,0.41,0.21,0.02,0.32,0.12,0.06,0.33,0.59,0.25,0.07,0.57,0.55,0.57,0.17,0.12,0.52],
[0.14,0.05,0.35,0.59,0.30,0.40,0.36,0.39,0.42,0.11,0.45,0.06,0.55,0.44,0.25,0.36,0.05,0.27,0.08,0.17,0.33,0.40,0.15,0.58],
[0.47,0.12,0.53,0.44,0.29,0.05,0.37,0.43,0.10,0.11,0.42,0.40,0.52,0.19,0.19,0.33,0.30,0.04,0.40,0.25,0.49,0.05,0.01,0.53],
[0.32,0.09,0.10,0.04,0.49,0.25,0.02,0.36,0.38,0.55,0.21,0.07,0.00,0.57,0.50,0.10,0.08,0.33,0.50,0.00,0.51,0.09,0.34,0.22],
[0.13,0.13,0.46,0.02,0.18,0.47,0.55,0.50,0.56,0.05,0.55,0.45,0.31,0.57,0.21,0.08,0.52,0.41,0.15,0.52,0.38,0.05,0.02,0.47],
[0.38,0.52,0.47,0.30,0.01,0.21,0.51,0.14,0.34,0.38,0.16,0.53,0.25,0.12,0.43,0.20,0.17,0.37,0.05,0.48,0.34,0.26,0.56,0.26],
[0.07,0.11,0.18,0.45,0.17,0.20,0.32,0.55,0.12,0.19,0.24,0.13,0.40,0.15,0.27,0.14,0.53,0.43,0.07,0.18,0.55,0.50,0.38,0.12],
