
m = 14;

n = 14;

p = 4;

q = 4;

proba = 
[[[0.03,0.34,0.06,0.59,0.39,0.40,0.13,0.08,0.40,0.30,0.55,0.47,0.44,0.26],
[0.46,0.50,0.48,0.42,0.37,0.36,0.47,0.47,0.16,0.58,0.35,0.01,0.56,0.48],
[0.53,0.54,0.03,0.55,0.28,0.08,0.54,0.07,0.48,0.08,0.16,0.28,0.38,0.11],
[0.16,0.22,0.37,0.02,0.11,0.25,0.44,0.48,0.01,0.31,0.35,0.16,0.29,0.10],
[0.17,0.25,0.58,0.10,0.19,0.00,0.05,0.47,0.09,0.59,0.54,0.57,0.07,0.10],
[0.25,0.45,0.20,0.41,0.06,0.57,0.43,0.18,0.22,0.27,0.06,0.23,0.58,0.41],
[0.39,0.27,0.51,0.56,0.52,0.49,0.06,0.10,0.49,0.11,0.57,0.58,0.10,0.51],
[0.55,0.17,0.01,0.21,0.02,0.21,0.02,0.09,0.18,0.45,0.26,0.41,0.12,0.32],
[0.03,0.10,0.13,0.42,0.37,0.04,0.38,0.29,0.53,0.44,0.39,0.42,0.54,0.36],
[0.40,0.04,0.27,0.35,0.22,0.28,0.56,0.24,0.48,0.57,0.32,0.07,0.42,0.59],
[0.47,0.55,0.31,0.51,0.05,0.43,0.32,0.43,0.47,0.10,0.12,0.40,0.54,0.51],
[0.22,0.48,0.27,0.01,0.53,0.54,0.36,0.14,0.22,0.32,0.38,0.10,0.29,0.10],
[0.17,0.12,0.09,0.04,0.06,0.39,0.55,0.12,0.23,0.27,0.54,0.10,0.38,0.06],
[0.50,0.31,0.57,0.11,0.20,0.24,0.13,0.12,0.18,0.49,0.26,0.40,0.21,0.04]],
[[0.50,0.50,0.14,0.07,0.02,0.23,0.11,0.09,0.02,0.06,0.20,0.25,0.34,0.15],
[0.35,0.11,0.21,0.24,0.43,0.18,0.36,0.02,0.42,0.49,0.14,0.01,0.38,0.40],
[0.41,0.59,0.45,0.31,0.49,0.59,0.38,0.51,0.21,0.50,0.60,0.23,0.56,0.20],
[0.48,0.29,0.35,0.23,0.40,0.56,0.47,0.23,0.13,0.23,0.25,0.56,0.12,0.39],
[0.56,0.50,0.20,0.37,0.49,0.04,0.08,0.38,0.03,0.46,0.29,0.25,0.36,0.29],
