
m = 20;

n = 20;

p = 4;

q = 4;

proba = 
[[[0.36,0.30,0.52,0.37,0.25,0.59,0.36,0.20,0.16,0.19,0.34,0.54,0.34,0.03,0.30,0.49,0.44,0.46,0.11,0.08],
[0.56,0.59,0.22,0.56,0.16,0.59,0.24,0.43,0.54,0.47,0.17,0.31,0.18,0.09,0.08,0.43,0.07,0.44,0.03,0.23],
[0.03,0.37,0.18,0.37,0.40,0.47,0.27,0.23,0.33,0.38,0.31,0.29,0.37,0.53,0.25,0.53,0.52,0.49,0.36,0.46],
[0.37,0.53,0.17,0.54,0.01,0.25,0.38,0.09,0.09,0.41,0.32,0.12,0.18,0.49,0.50,0.57,0.37,0.17,0.21,0.10],
[0.55,0.52,0.39,0.32,0.45,0.05,0.25,0.36,0.54,0.01,0.23,0.30,0.54,0.40,0.25,0.55,0.05,0.03,0.04,0.15],
[0.43,0.36,0.27,0.01,0.25,0.17,0.58,0.02,0.34,0.19,0.13,0.28,0.10,0.52,0.00,0.55,0.57,0.25,0.31,0.51],
[0.27,0.54,0.21,0.20,0.34,0.46,0.16,0.39,0.49,0.20,0.54,0.32,0.56,0.21,0.33,0.21,0.38,0.31,0.23,0.11],
[0.50,0.36,0.40,0.00,0.28,0.40,0.55,0.25,0.05,0.27,0.15,0.32,0.21,0.36,0.52,0.54,0.22,0.08,0.34,0.11],
[0.28,0.27,0.43,0.23,0.48,0.16,0.44,0.26,0.47,0.07,0.37,0.37,0.43,0.17,0.37,0.12,0.57,0.33,0.36,0.02],
[0.59,0.51,0.33,0.20,0.28,0.26,0.14,0.50,0.33,0.48,0.01,0.01,0.15,0.44,0.24,0.03,0.60,0.08,0.29,0.47],
[0.16,0.06,0.24,0.59,0.22,0.01,0.11,0.19,0.34,0.47,0.21,0.33,0.38,0.54,0.53,0.06,0.20,0.07,0.56,0.53],
[0.54,0.57,0.54,0.09,0.41,0.18,0.12,0.41,0.26,0.40,0.28,0.42,0.46,0.52,0.41,0.08,0.53,0.51,0.27,0.27],
