
m = 10;

n = 10;

p = 3;

q = 3;

proba = 
[[[0.53,0.20,0.19,0.06,0.41,0.31,0.44,0.57,0.29,0.08],
[0.55,0.27,0.02,0.23,0.37,0.32,0.21,0.18,0.34,0.23],
[0.30,0.40,0.02,0.17,0.01,0.43,0.27,0.01,0.30,0.49],
[0.57,0.23,0.10,0.16,0.29,0.51,0.47,0.14,0.49,0.15],
[0.22,0.43,0.43,0.24,0.06,0.20,0.56,0.27,0.38,0.30],
[0.50,0.08,0.10,0.52,0.25,0.11,0.35,0.52,0.12,0.06],
[0.42,0.09,0.29,0.52,0.25,0.58,0.43,0.12,0.12,0.32],
[0.27,0.35,0.15,0.10,0.58,0.21,0.29,0.55,0.49,0.07],
[0.24,0.38,0.15,0.34,0.30,0.40,0.46,0.05,0.32,0.57],
[0.11,0.14,0.06,0.40,0.06,0.31,0.39,0.49,0.43,0.51]],
[[0.20,0.09,0.25,0.35,0.19,0.24,0.56,0.48,0.18,0.45],
[0.55,0.43,0.23,0.10,0.17,0.53,0.50,0.03,0.59,0.22],
[0.60,0.10,0.35,0.06,0.50,0.41,0.37,0.29,0.30,0.20],
[0.20,0.50,0.29,0.45,0.25,0.48,0.09,0.21,0.36,0.27],
[0.06,0.31,0.10,0.29,0.41,0.27,0.22,0.30,0.30,0.21],
[0.52,0.30,0.31,0.27,0.36,0.21,0.08,0.13,0.50,0.38],
[0.33,0.10,0.28,0.02,0.55,0.52,0.50,0.04,0.13,0.26],
[0.31,0.19,0.57,0.41,0.48,0.37,0.08,0.10,0.08,0.38],
[0.31,0.59,0.08,0.02,0.27,0.44,0.23,0.35,0.58,0.13],
[0.13,0.30,0.22,0.40,0.32,0.17,0.33,0.22,0.21,0.46]],
[[0.47,0.52,0.05,0.44,0.33,0.53,0.21,0.42,0.03,0.29],
[0.20,0.34,0.28,0.28,0.36,0.55,0.13,0.59,0.30,0.10],
[0.12,0.43,0.41,0.34,0.24,0.13,0.51,0.56,0.34,0.12],
[0.42,0.22,0.04,0.48,0.06,0.37,0.41,0.27,0.18,0.44],
[0.56,0.38,0.18,0.24,0.07,0.54,0.19,0.19,0.54,0.49],
[0.29,0.05,0.33,0.10,0.40,0.56,0.23,0.31,0.52,0.57],
[0.43,0.35,0.19,0.46,0.22,0.25,0.23,0.03,0.52,0.42],
[0.47,0.48,0.20,0.05,0.12,0.27,0.59,0.32,0.46,0.53],
[0.21,0.15,0.58,0.53,0.25,0.38,0.50,0.48,0.08,0.42],
[0.45,0.51,0.17,0.04,0.37,0.39,0.28,0.01,0.42,0.20]],
[[0.42,0.29,0.08,0.02,0.34,0.21,0.29,0.34,0.52,0.15],
[0.27,0.13,0.30,0.25,0.07,0.55,0.03,0.56,0.43,0.11],
[0.38,0.27,0.02,0.55,0.31,0.40,0.34,0.59,0.40,0.17],
[0.20,0.22,0.46,0.28,0.25,0.20,0.49,0.54,0.53,0.41],
[0.08,0.20,0.54,0.38,0.45,0.01,0.33,0.47,0.57,0.16],
[0.59,0.36,0.44,0.01,0.31,0.14,0.40,0.05,0.14,0.20],
[0.22,0.34,0.43,0.08,0.02,0.07,0.28,0.51,0.01,0.21],
[0.32,0.09,0.41,0.26,0.48,0.26,0.28,0.21,0.14,0.25],
[0.37,0.12,0.01,0.21,0.13,0.32,0.35,0.53,0.37,0.49],
[0.14,0.59,0.23,0.56,0.07,0.24,0.04,0.35,0.15,0.05]],
[[0.56,0.47,0.14,0.37,0.13,0.02,0.03,0.41,0.23,0.17],
[0.06,0.00,0.29,0.07,0.21,0.42,0.38,0.56,0.35,0.16],
[0.46,0.49,0.15,0.08,0.45,0.22,0.33,0.49,0.57,0.48],
[0.54,0.53,0.35,0.08,0.30,0.49,0.10,0.34,0.30,0.32],
[0.51,0.36,0.33,0.20,0.42,0.54,0.02,0.21,0.50,0.38],
[0.36,0.35,0.27,0.51,0.44,0.12,0.13,0.16,0.01,0.09],
[0.04,0.55,0.02,0.39,0.03,0.33,0.28,0.13,0.06,0.58],
[0.45,0.57,0.33,0.18,0.17,0.15,0.11,0.19,0.36,0.01],
[0.57,0.12,0.37,0.24,0.03,0.20,0.36,0.16,0.37,0.37],
[0.25,0.41,0.32,0.27,0.21,0.35,0.60,0.49,0.48,0.06]],
[[0.46,0.34,0.03,0.19,0.51,0.21,0.34,0.03,0.40,0.10],
[0.04,0.37,0.22,0.41,0.00,0.25,0.01,0.36,0.41,0.38],
[0.13,0.06,0.19,0.45,0.33,0.39,0.21,0.33,0.28,0.09],
[0.39,0.14,0.43,0.42,0.33,0.34,0.03,0.08,0.37,0.42],
[0.18,0.41,0.19,0.40,0.21,0.19,0.05,0.22,0.55,0.46],
[0.60,0.08,0.52,0.19,0.53,0.25,0.58,0.14,0.57,0.26],
[0.23,0.36,0.40,0.05,0.18,0.14,0.39,0.21,0.21,0.16],
[0.03,0.39,0.57,0.22,0.19,0.18,0.42,0.25,0.41,0.37],
[0.11,0.40,0.45,0.03,0.59,0.39,0.27,0.58,0.52,0.24],
[0.24,0.15,0.00,0.04,0.21,0.18,0.18,0.00,0.39,0.39]]];

alpha = 
[0.45,0.54,0.46,0.44,0.41,0.52];

c = 
[[8,6,6,7,10,3,2,9,6,10],
[7,7,7,9,5,10,10,9,7,6],
[10,9,8,6,3,10,3,4,2,2],
[4,7,5,9,3,4,10,10,9,5],
[8,5,9,2,2,3,2,8,10,7],
[3,10,3,10,3,4,7,4,6,6],
[3,8,2,4,4,3,4,3,10,3],
[5,7,4,3,7,4,4,7,9,10],
[10,10,7,2,7,9,4,2,9,6],
[6,10,2,6,10,4,5,4,4,2]];
